candidate,reaction_type,delta_h_eV,delta_g_eV,threshold_eV,verdict,reason,id
e + SF6- -> SF6 + 2 e,Electron-impact detachment,,,,unknown,one or more reactant or product states lack compatible thermochemistry,rxn_2cf05cb6bd8e
e + F2 -> 2 F + e,Electron-impact dissociation,1.645308,,4.34,pass,reaction energy or threshold is available,rxn_68bca252f4bd
e + SF4 -> F + SF3 + e,Electron-impact dissociation,,,8.5,pass,reaction energy or threshold is available,rxn_a5118f39fa42
e + SF4 -> SF2 + F2 + e,Electron-impact dissociation,4.83545,,,pass,reaction energy or threshold is available,rxn_21bf364d9349
e + SF5 -> F + SF4 + e,Electron-impact dissociation,2.3280640000000004,,5.0,pass,reaction energy or threshold is available,rxn_c15478b3fca5
e + SF5 -> SF3 + F2 + e,Electron-impact dissociation,,,,unknown,one or more reactant or product states lack compatible thermochemistry,rxn_9ef8296c3872
e + F2 -> F- + F,Dissociative electron attachment,-1.755821274685823,,,pass,reaction energy or threshold is available,rxn_6dfafc324ea8
e + SF4 -> F- + SF3,Dissociative electron attachment,,,,unknown,one or more reactant or product states lack compatible thermochemistry,rxn_3b5c19088613
e + SF4 -> F2- + SF2,Dissociative electron attachment,,,,unknown,one or more reactant or product states lack compatible thermochemistry,rxn_c0324b09801e
e + SF4 -> SF2- + F2,Dissociative electron attachment,,,,unknown,one or more reactant or product states lack compatible thermochemistry,rxn_828bb29d0ab8
e + SF4 -> SF3- + F,Dissociative electron attachment,,,,unknown,one or more reactant or product states lack compatible thermochemistry,rxn_e0eff8f2bb68
e + SF5 -> F- + SF4,Dissociative electron attachment,-1.0730652746858222,,,pass,reaction energy or threshold is available,rxn_6a3fb1cbfcbd
e + SF5 -> F2- + SF3,Dissociative electron attachment,,,,unknown,one or more reactant or product states lack compatible thermochemistry,rxn_72689af2c4b4
e + SF5 -> SF3- + F2,Dissociative electron attachment,,,,unknown,one or more reactant or product states lack compatible thermochemistry,rxn_d2ef1ce170e8
e + SF5 -> SF4- + F,Dissociative electron attachment,,,,unknown,one or more reactant or product states lack compatible thermochemistry,rxn_f826f9bdf4be
e + F2 -> F+ + F + 2 e,Dissociative ionization,19.068189725314177,,,pass,reaction energy or threshold is available,rxn_c9dace256cc3
e + SF4 -> SF2+ + F2 + 2 e,Dissociative ionization,,,,unknown,one or more reactant or product states lack compatible thermochemistry,rxn_f808d8740185
e + SF4 -> SF3+ + F + 2 e,Dissociative ionization,,,14.5,pass,reaction energy or threshold is available,rxn_3486967fa3e6
e + SF5 -> SF3+ + F2 + 2 e,Dissociative ionization,,,,unknown,one or more reactant or product states lack compatible thermochemistry,rxn_54db57bb285a
e + SF5 -> SF4+ + F + 2 e,Dissociative ionization,,,15.0,pass,reaction energy or threshold is available,rxn_b95e3f10a4f3
e + O2+ -> 2 O,Dissociative recombination,-6.9035459999999995,,,pass,reaction energy or threshold is available,rxn_0344fa41a70f
e + SF4+ -> F + SF3,Dissociative recombination,,,,unknown,one or more reactant or product states lack compatible thermochemistry,rxn_b9d4e6ba7453
e + SF4+ -> SF2 + F2,Dissociative recombination,,,,unknown,one or more reactant or product states lack compatible thermochemistry,rxn_f88d0cb03bca
e + SF5+ -> F + SF4,Dissociative recombination,,,,unknown,one or more reactant or product states lack compatible thermochemistry,rxn_40b348bb158f
e + SF5+ -> SF3 + F2,Dissociative recombination,,,,unknown,one or more reactant or product states lack compatible thermochemistry,rxn_b71ec8f65cd1
e + SF6+ -> F + SF5,Dissociative recombination,,,,unknown,one or more reactant or product states lack compatible thermochemistry,rxn_e641693b4633
e + SF6+ -> SF4 + F2,Dissociative recombination,,,,unknown,one or more reactant or product states lack compatible thermochemistry,rxn_4fd9423e1662
e + Ar(m) -> Ar(m) + e,Electron elastic scattering,,,,unknown,one or more reactant or product states lack compatible thermochemistry,rxn_6544183a7e7e
e + Ar(r) -> Ar(r) + e,Electron elastic scattering,,,,unknown,one or more reactant or product states lack compatible thermochemistry,rxn_4a11bdf2a171
e + Ar+ -> Ar+ + e,Electron elastic scattering,0.0,,,pass,reaction energy or threshold is available,rxn_ce746e5f7015
e + Ar- -> Ar- + e,Electron elastic scattering,,,,unknown,one or more reactant or product states lack compatible thermochemistry,rxn_f4bf18f98733
e + F -> F + e,Electron elastic scattering,0.0,,0.0,pass,reaction energy or threshold is available,rxn_d014713c4a78
e + F- -> F- + e,Electron elastic scattering,0.0,,,pass,reaction energy or threshold is available,rxn_35e7d26760ba
e + F2 -> F2 + e,Electron elastic scattering,0.0,,,pass,reaction energy or threshold is available,rxn_90dfe4335d02
e + F2- -> F2- + e,Electron elastic scattering,,,,unknown,one or more reactant or product states lack compatible thermochemistry,rxn_594dacc8bf96
e + O -> O + e,Electron elastic scattering,0.0,,0.0,pass,reaction energy or threshold is available,rxn_ec1ff806cd78
e + O+ -> O+ + e,Electron elastic scattering,0.0,,,pass,reaction energy or threshold is available,rxn_ced7ed171430
e + O- -> O- + e,Electron elastic scattering,0.0,,,pass,reaction energy or threshold is available,rxn_c605c558423a
e + O2(v) -> O2(v) + e,Electron elastic scattering,,,,unknown,one or more reactant or product states lack compatible thermochemistry,rxn_098eb6a80062
e + O2* -> O2* + e,Electron elastic scattering,,,,unknown,one or more reactant or product states lack compatible thermochemistry,rxn_f3a308be1edd
e + O2+ -> O2+ + e,Electron elastic scattering,0.0,,,pass,reaction energy or threshold is available,rxn_4392ff7146da
e + O2- -> O2- + e,Electron elastic scattering,,,,unknown,one or more reactant or product states lack compatible thermochemistry,rxn_88181a7e6efe
e + SF4 -> SF4 + e,Electron elastic scattering,0.0,,,pass,reaction energy or threshold is available,rxn_c308ed67a1ee
e + SF4+ -> SF4+ + e,Electron elastic scattering,,,,unknown,one or more reactant or product states lack compatible thermochemistry,rxn_08a1ce8d71bd
e + SF4- -> SF4- + e,Electron elastic scattering,,,,unknown,one or more reactant or product states lack compatible thermochemistry,rxn_3408ad585b95
e + SF5 -> SF5 + e,Electron elastic scattering,0.0,,,pass,reaction energy or threshold is available,rxn_e5be6ea862fa
e + SF5+ -> SF5+ + e,Electron elastic scattering,,,,unknown,one or more reactant or product states lack compatible thermochemistry,rxn_eb7f6a6e7edb
e + SF5- -> SF5- + e,Electron elastic scattering,,,,unknown,one or more reactant or product states lack compatible thermochemistry,rxn_5e1cc61882e5
e + SF6(v) -> SF6(v) + e,Electron elastic scattering,,,,unknown,one or more reactant or product states lack compatible thermochemistry,rxn_6fa58093c6db
e + SF6* -> SF6* + e,Electron elastic scattering,,,,unknown,one or more reactant or product states lack compatible thermochemistry,rxn_c42cd3c1a672
e + SF6+ -> SF6+ + e,Electron elastic scattering,,,,unknown,one or more reactant or product states lack compatible thermochemistry,rxn_9613d375153a
e + SF6- -> SF6- + e,Electron elastic scattering,,,,unknown,one or more reactant or product states lack compatible thermochemistry,rxn_a86ee86e5656
e + Ar(m) -> Ar+ + 2 e,Electron-impact ionization,,,,unknown,one or more reactant or product states lack compatible thermochemistry,rxn_dff2bd46b5c5
e + Ar(r) -> Ar+ + 2 e,Electron-impact ionization,,,,unknown,one or more reactant or product states lack compatible thermochemistry,rxn_5ccce802fea8
e + F -> F+ + 2 e,Electron-impact ionization,17.422881725314177,,17.42282,pass,reaction energy or threshold is available,rxn_0ac0463c2879
e + F2 -> F2+ + 2 e,Electron-impact ionization,,,15.69,pass,reaction energy or threshold is available,rxn_209315ead1fb
e + O -> O+ + 2 e,Electron-impact ionization,13.617578000000002,,13.618055,pass,reaction energy or threshold is available,rxn_02b625c9d811
e + O2(v) -> O2+ + 2 e,Electron-impact ionization,,,,unknown,one or more reactant or product states lack compatible thermochemistry,rxn_2400ffdfb3a5
e + O2* -> O2+ + 2 e,Electron-impact ionization,,,,unknown,one or more reactant or product states lack compatible thermochemistry,rxn_1367abd723f8
e + SF4 -> SF4+ + 2 e,Electron-impact ionization,,,12.0,pass,reaction energy or threshold is available,rxn_81b72c4107a5
e + SF5 -> SF5+ + 2 e,Electron-impact ionization,,,9.6,pass,reaction energy or threshold is available,rxn_cd8ddb1dd16e
e + SF6(v) -> SF6+ + 2 e,Electron-impact ionization,,,,unknown,one or more reactant or product states lack compatible thermochemistry,rxn_a2095b8900f0
e + SF6* -> SF6+ + 2 e,Electron-impact ionization,,,,unknown,one or more reactant or product states lack compatible thermochemistry,rxn_c805ccf5f0e9
e + Ar+ -> Ar,Electron-ion recombination,-15.75961,,,pass,reaction energy or threshold is available,rxn_b9b97c9cedf9
e + O+ -> O,Electron-ion recombination,-13.617578000000002,,,pass,reaction energy or threshold is available,rxn_a065d9985ac4
e + O2+ -> O2,Electron-ion recombination,-12.0697,,,pass,reaction energy or threshold is available,rxn_fe3ef2a625bf
e + SF4+ -> SF4,Electron-ion recombination,,,,unknown,one or more reactant or product states lack compatible thermochemistry,rxn_f906559f20b2
e + SF5+ -> SF5,Electron-ion recombination,,,,unknown,one or more reactant or product states lack compatible thermochemistry,rxn_f9ccaf67990c
e + SF6+ -> SF6,Electron-ion recombination,,,,unknown,one or more reactant or product states lack compatible thermochemistry,rxn_0f4c5d05bc62
e + O2F -> O2F-,Electron attachment,,,,unknown,one or more reactant or product states lack compatible thermochemistry,rxn_33999e0123a8
e + OF -> OF-,Electron attachment,,,,unknown,one or more reactant or product states lack compatible thermochemistry,rxn_d5f8b6a0240c
e + SF2 -> SF2-,Electron attachment,,,,unknown,one or more reactant or product states lack compatible thermochemistry,rxn_ba019a9da859
e + SF3 -> SF3-,Electron attachment,,,,pass,reaction energy or threshold is available,rxn_b68a571eebe7
e + SOF5 -> SOF5-,Electron attachment,,,,unknown,one or more reactant or product states lack compatible thermochemistry,rxn_69e451e38c8b
e + O2F- -> O2F + 2 e,Electron-impact detachment,,,,unknown,one or more reactant or product states lack compatible thermochemistry,rxn_906b3940de46
e + OF- -> OF + 2 e,Electron-impact detachment,,,,unknown,one or more reactant or product states lack compatible thermochemistry,rxn_28c6d07ba7da
e + SF2- -> SF2 + 2 e,Electron-impact detachment,,,,unknown,one or more reactant or product states lack compatible thermochemistry,rxn_ecde06ecb190
e + SF3- -> SF3 + 2 e,Electron-impact detachment,,,,unknown,one or more reactant or product states lack compatible thermochemistry,rxn_3bc614d41589
e + SOF3- -> SOF3 + 2 e,Electron-impact detachment,,,,unknown,one or more reactant or product states lack compatible thermochemistry,rxn_a832e0afa8bb
e + SOF4- -> SOF4 + 2 e,Electron-impact detachment,,,,unknown,one or more reactant or product states lack compatible thermochemistry,rxn_210ea159223f
e + SOF5- -> SOF5 + 2 e,Electron-impact detachment,,,,unknown,one or more reactant or product states lack compatible thermochemistry,rxn_796488d6f8f6
e + O2F -> F + O2 + e,Electron-impact dissociation,,,,unknown,one or more reactant or product states lack compatible thermochemistry,rxn_1dbb548357d4
e + O2F -> O + OF + e,Electron-impact dissociation,,,,unknown,one or more reactant or product states lack compatible thermochemistry,rxn_741242275bc2
e + OF -> F + O + e,Electron-impact dissociation,2.27766,,4.3,pass,reaction energy or threshold is available,rxn_e83a63fdd1b3
e + SF2 -> F + SF + e,Electron-impact dissociation,,,8.0,pass,reaction energy or threshold is available,rxn_99a9d7a397b1
e + SF2 -> S + F2 + e,Electron-impact dissociation,5.9475370000000005,,,pass,reaction energy or threshold is available,rxn_dc916a51e341
e + SF3 -> F + SF2 + e,Electron-impact dissociation,,,5.0,pass,reaction energy or threshold is available,rxn_d4ae67d3f229
e + SF3 -> SF + F2 + e,Electron-impact dissociation,,,,unknown,one or more reactant or product states lack compatible thermochemistry,rxn_87644633a3bd
e + O2F -> F- + O2,Dissociative electron attachment,,,,unknown,one or more reactant or product states lack compatible thermochemistry,rxn_73521090a762
e + O2F -> O- + OF,Dissociative electron attachment,,,,unknown,one or more reactant or product states lack compatible thermochemistry,rxn_553b18687e88
e + O2F -> O2- + F,Dissociative electron attachment,,,,unknown,one or more reactant or product states lack compatible thermochemistry,rxn_6f7e30cf734d
e + O2F -> OF- + O,Dissociative electron attachment,,,,unknown,one or more reactant or product states lack compatible thermochemistry,rxn_7f7c9607f04f
e + OF -> F- + O,Dissociative electron attachment,-1.1234692746858232,,,pass,reaction energy or threshold is available,rxn_eb8f504704e4
e + OF -> O- + F,Dissociative electron attachment,0.817083,,,pass,reaction energy or threshold is available,rxn_2a8f8fba7eff
e + SF2 -> F- + SF,Dissociative electron attachment,,,,unknown,one or more reactant or product states lack compatible thermochemistry,rxn_d159a8b5f2ad
e + SF2 -> F2- + S,Dissociative electron attachment,,,,unknown,one or more reactant or product states lack compatible thermochemistry,rxn_b22936120faf
e + SF2 -> S- + F2,Dissociative electron attachment,,,,unknown,one or more reactant or product states lack compatible thermochemistry,rxn_31f4c5440ad9
e + SF2 -> SF- + F,Dissociative electron attachment,,,,unknown,one or more reactant or product states lack compatible thermochemistry,rxn_fc30c3bafa3b
e + SF3 -> F- + SF2,Dissociative electron attachment,,,,unknown,one or more reactant or product states lack compatible thermochemistry,rxn_5755b6ce2966
e + SF3 -> F2- + SF,Dissociative electron attachment,,,,unknown,one or more reactant or product states lack compatible thermochemistry,rxn_09340caa7945
e + SF3 -> SF- + F2,Dissociative electron attachment,,,,unknown,one or more reactant or product states lack compatible thermochemistry,rxn_80001d314636
e + SF3 -> SF2- + F,Dissociative electron attachment,,,,unknown,one or more reactant or product states lack compatible thermochemistry,rxn_c3840bdf8d78
e + ArF- -> Ar + F + 2 e,Dissociative electron detachment,,,,unknown,one or more reactant or product states lack compatible thermochemistry,rxn_4b92cf2ca31b
e + O2F -> F+ + O2 + 2 e,Dissociative ionization,,,,unknown,one or more reactant or product states lack compatible thermochemistry,rxn_1c12e9edc663
e + O2F -> OF+ + O + 2 e,Dissociative ionization,,,,unknown,one or more reactant or product states lack compatible thermochemistry,rxn_ef9b3963e1b5
e + OF -> O+ + F + 2 e,Dissociative ionization,15.895238,,,pass,reaction energy or threshold is available,rxn_b5442207f15e
e + SF2 -> S+ + F2 + 2 e,Dissociative ionization,,,,unknown,one or more reactant or product states lack compatible thermochemistry,rxn_69993710655b
e + SF2 -> SF+ + F + 2 e,Dissociative ionization,,,,unknown,one or more reactant or product states lack compatible thermochemistry,rxn_3edaa6c4acef
e + SF3 -> SF+ + F2 + 2 e,Dissociative ionization,,,,unknown,one or more reactant or product states lack compatible thermochemistry,rxn_386822735e5f
e + SF3 -> SF2+ + F + 2 e,Dissociative ionization,,,,unknown,one or more reactant or product states lack compatible thermochemistry,rxn_0867d297296c
e + ArF+ -> Ar + F,Dissociative recombination,,,,unknown,one or more reactant or product states lack compatible thermochemistry,rxn_da1d834a0e58
e + F2+ -> 2 F,Dissociative recombination,,,,unknown,one or more reactant or product states lack compatible thermochemistry,rxn_6d3db2467a2d
e + O2F+ -> F + O2,Dissociative recombination,,,,unknown,one or more reactant or product states lack compatible thermochemistry,rxn_b278321de98f
e + O2F+ -> O + OF,Dissociative recombination,,,,unknown,one or more reactant or product states lack compatible thermochemistry,rxn_033d9b930abb
e + OF+ -> F + O,Dissociative recombination,,,,unknown,one or more reactant or product states lack compatible thermochemistry,rxn_80af642379f0
e + SF2+ -> F + SF,Dissociative recombination,,,,unknown,one or more reactant or product states lack compatible thermochemistry,rxn_512cdf87464c
e + SF2+ -> S + F2,Dissociative recombination,,,,unknown,one or more reactant or product states lack compatible thermochemistry,rxn_5dd6c91fe4dd
e + SF3+ -> F + SF2,Dissociative recombination,,,,unknown,one or more reactant or product states lack compatible thermochemistry,rxn_f034533f2b60
e + SF3+ -> SF + F2,Dissociative recombination,,,,unknown,one or more reactant or product states lack compatible thermochemistry,rxn_4f2da9b08323
e + ArF+ -> ArF+ + e,Electron elastic scattering,,,,unknown,one or more reactant or product states lack compatible thermochemistry,rxn_59cc3e31b193
e + ArF- -> ArF- + e,Electron elastic scattering,,,,unknown,one or more reactant or product states lack compatible thermochemistry,rxn_4cf23051d253
