id,equation,family,type,depth,status,verdict,decided
F2_CF2_to_CF3_F,F2 + CF2 -> CF3 + F,neutral_neutral,reactive_scattering,1,literature_supported,slow,yes
F2_CF3_to_CF4_F,F2 + CF3 -> CF4 + F,neutral_neutral,reactive_scattering,1,literature_supported,slow,yes
cand_Arp_CF4_char_Ar_CF4p,Ar+ + CF4 -> Ar + CF4+,ion_neutral,charge_transfer,1,candidate,comparable,yes
cand_Arp_CF4_diss_Ar_CF3p_F,Ar+ + CF4 -> Ar + CF3+ + F,ion_neutral,dissociative_charge_transfer,1,candidate,comparable,yes
cand_Arp_CF4*_char_Ar_CF4p,Ar+ + CF4* -> Ar + CF4+,ion_neutral,charge_transfer,1,candidate,comparable,yes
cand_Arp_CF4*_diss_Ar_CF3p_F,Ar+ + CF4* -> Ar + CF3+ + F,ion_neutral,dissociative_charge_transfer,1,candidate,comparable,yes
cand_Arp_CF4_v_char_Ar_CF4p,Ar+ + CF4_v -> Ar + CF4+,ion_neutral,charge_transfer,1,candidate,comparable,yes
cand_Arp_CF4_v_diss_Ar_CF3p_F,Ar+ + CF4_v -> Ar + CF3+ + F,ion_neutral,dissociative_charge_transfer,1,candidate,comparable,yes
cand_Arp_F_char_Ar_Fp,Ar+ + F -> Ar + F+,ion_neutral,charge_transfer,1,candidate,comparable,yes
cand_Arp_F2_char_Ar_F2p,Ar+ + F2 -> Ar + F2+,ion_neutral,charge_transfer,1,candidate,comparable,yes
cand_Arp_F2_reac_Arp_F_F,Ar+ + F2 -> Ar+ + F + F,ion_neutral,reactive_scattering,1,candidate,comparable,yes
cand_CF2p_Ar_4s_char_CF2_Arp,CF2+ + Ar_4s -> CF2 + Ar+,ion_neutral,charge_transfer,1,candidate,comparable,yes
cand_CF2p_Ar_4s_diss_CF_Fp_Ar,CF2+ + Ar_4s -> CF + F+ + Ar,ion_neutral,dissociative_charge_transfer,1,candidate,comparable,yes
cand_CF2p_Ar_4s_diss_CF_F_Arp,CF2+ + Ar_4s -> CF + F + Ar+,ion_neutral,dissociative_charge_transfer,1,candidate,comparable,yes
cand_CF2p_Ar_4s_diss_Cp_F2_Ar,CF2+ + Ar_4s -> C+ + F2 + Ar,ion_neutral,dissociative_charge_transfer,1,candidate,comparable,yes
cand_CF2p_CF4_diss_CF3p_CF3,CF2+ + CF4 -> CF3+ + CF3,ion_neutral,dissociative_charge_transfer,1,candidate,comparable,yes
cand_CF2p_CF4*_diss_CF3p_CF3,CF2+ + CF4* -> CF3+ + CF3,ion_neutral,dissociative_charge_transfer,1,candidate,comparable,yes
cand_CF2p_CF4_v_diss_CF3p_CF3,CF2+ + CF4_v -> CF3+ + CF3,ion_neutral,dissociative_charge_transfer,1,candidate,comparable,yes
cand_CF2p_F2_reac_CF2p_F_F,CF2+ + F2 -> CF2+ + F + F,ion_neutral,reactive_scattering,1,candidate,comparable,yes
cand_CF3p_Ar_4s_char_CF3_Arp,CF3+ + Ar_4s -> CF3 + Ar+,ion_neutral,charge_transfer,1,candidate,comparable,yes
cand_CF3p_Ar_4s_diss_CF2p_F_Ar,CF3+ + Ar_4s -> CF2+ + F + Ar,ion_neutral,dissociative_charge_transfer,1,candidate,comparable,yes
cand_CF3p_Ar_4s_diss_CF2_Fp_Ar,CF3+ + Ar_4s -> CF2 + F+ + Ar,ion_neutral,dissociative_charge_transfer,1,candidate,comparable,yes
cand_CF3p_Ar_4s_diss_CF2_F_Arp,CF3+ + Ar_4s -> CF2 + F + Ar+,ion_neutral,dissociative_charge_transfer,1,candidate,comparable,yes
cand_CF3p_F2_reac_CF3p_F_F,CF3+ + F2 -> CF3+ + F + F,ion_neutral,reactive_scattering,1,candidate,comparable,yes
cand_Fp_Ar_char_F_Arp,F+ + Ar -> F + Ar+,ion_neutral,charge_transfer,1,candidate,comparable,yes
cand_Fp_Ar_4s_char_F_Arp,F+ + Ar_4s -> F + Ar+,ion_neutral,charge_transfer,1,candidate,comparable,yes
cand_Fp_CF4_char_F_CF4p,F+ + CF4 -> F + CF4+,ion_neutral,charge_transfer,1,candidate,comparable,yes
cand_Fp_CF4_diss_F_CF3p_F,F+ + CF4 -> F + CF3+ + F,ion_neutral,dissociative_charge_transfer,1,candidate,comparable,yes
cand_Fp_CF4_diss_F_CF2p_F2,F+ + CF4 -> F + CF2+ + F2,ion_neutral,dissociative_charge_transfer,1,candidate,comparable,yes
cand_Fp_CF4*_char_F_CF4p,F+ + CF4* -> F + CF4+,ion_neutral,charge_transfer,1,candidate,comparable,yes
cand_Fp_CF4*_diss_F_CF3p_F,F+ + CF4* -> F + CF3+ + F,ion_neutral,dissociative_charge_transfer,1,candidate,comparable,yes
cand_Fp_CF4*_diss_F_CF2p_F2,F+ + CF4* -> F + CF2+ + F2,ion_neutral,dissociative_charge_transfer,1,candidate,comparable,yes
cand_Fp_CF4_v_char_F_CF4p,F+ + CF4_v -> F + CF4+,ion_neutral,charge_transfer,1,candidate,comparable,yes
cand_Fp_CF4_v_diss_F_CF3p_F,F+ + CF4_v -> F + CF3+ + F,ion_neutral,dissociative_charge_transfer,1,candidate,comparable,yes
cand_Fp_CF4_v_diss_F_CF2p_F2,F+ + CF4_v -> F + CF2+ + F2,ion_neutral,dissociative_charge_transfer,1,candidate,comparable,yes
cand_Fp_F2_char_F_F2p,F+ + F2 -> F + F2+,ion_neutral,charge_transfer,1,candidate,comparable,yes
cand_Fp_F2_reac_Fp_F_F,F+ + F2 -> F+ + F + F,ion_neutral,reactive_scattering,1,candidate,comparable,yes
F2_CF_to_CF2_F,F2 + CF -> CF2 + F,neutral_neutral,reactive_scattering,2,literature_supported,comparable,yes
cand_Arp_C_char_Ar_Cp,Ar+ + C -> Ar + C+,ion_neutral,charge_transfer,2,candidate,comparable,yes
cand_Arp_C_1D_char_Ar_Cp,Ar+ + C_1D -> Ar + C+,ion_neutral,charge_transfer,2,candidate,comparable,yes
cand_Arp_C_1S_char_Ar_Cp,Ar+ + C_1S -> Ar + C+,ion_neutral,charge_transfer,2,candidate,comparable,yes
cand_Arp_F*_char_Ar_Fp,Ar+ + F* -> Ar + F+,ion_neutral,charge_transfer,2,candidate,comparable,yes
cand_Arp_F2*_char_Ar_F2p,Ar+ + F2* -> Ar + F2+,ion_neutral,charge_transfer,2,candidate,comparable,yes
cand_Arp_F2*_reac_Arp_F_F,Ar+ + F2* -> Ar+ + F + F,ion_neutral,reactive_scattering,2,candidate,comparable,yes
cand_Arp_F2_v_char_Ar_F2p,Ar+ + F2_v -> Ar + F2+,ion_neutral,charge_transfer,2,candidate,comparable,yes
cand_Arp_F2_v_reac_Arp_F_F,Ar+ + F2_v -> Ar+ + F + F,ion_neutral,reactive_scattering,2,candidate,comparable,yes
cand_Cp_Ar_4s_char_C_Arp,C+ + Ar_4s -> C + Ar+,ion_neutral,charge_transfer,2,candidate,comparable,yes
cand_Cp_F2_reac_Cp_F_F,C+ + F2 -> C+ + F + F,ion_neutral,reactive_scattering,2,candidate,comparable,yes
cand_Cp_F2*_reac_Cp_F_F,C+ + F2* -> C+ + F + F,ion_neutral,reactive_scattering,2,candidate,comparable,yes
cand_Cp_F2_v_reac_Cp_F_F,C+ + F2_v -> C+ + F + F,ion_neutral,reactive_scattering,2,candidate,comparable,yes
cand_CF2p_C_char_CF2_Cp,CF2+ + C -> CF2 + C+,ion_neutral,charge_transfer,2,candidate,comparable,yes
cand_CF2p_C_1D_char_CF2_Cp,CF2+ + C_1D -> CF2 + C+,ion_neutral,charge_transfer,2,candidate,comparable,yes
cand_CF2p_C_1S_char_CF2_Cp,CF2+ + C_1S -> CF2 + C+,ion_neutral,charge_transfer,2,candidate,comparable,yes
cand_CF2p_F2*_reac_CF2p_F_F,CF2+ + F2* -> CF2+ + F + F,ion_neutral,reactive_scattering,2,candidate,comparable,yes
cand_CF2p_F2_v_reac_CF2p_F_F,CF2+ + F2_v -> CF2+ + F + F,ion_neutral,reactive_scattering,2,candidate,comparable,yes
cand_CF3p_C_1D_char_CF3_Cp,CF3+ + C_1D -> CF3 + C+,ion_neutral,charge_transfer,2,candidate,comparable,yes
cand_CF3p_C_1S_char_CF3_Cp,CF3+ + C_1S -> CF3 + C+,ion_neutral,charge_transfer,2,candidate,comparable,yes
