id,equation,family,type,depth,consume,threshold_eV,electron_energy_cost_eV,rate_value,rate_unit,rate_basis,reverse_rate,frequency_upper_bound_s-1,relevance,delta_g_eV,status,source
cand_SF6p_O2_a1Delta_diss_SF5_F_O2p,SF6+ + O2_a1Delta -> SF5 + F + O2+,ion_neutral,dissociative_charge_transfer,1,rate_coefficient,0.0,,5.713198833289428e-16,m3/s,langevin_estimate,,413805.30701789,fast,,candidate,"delta H = -0.17 eV from formation enthalpies, with ion enthalpies built from the ionization energy"
cand_SF6p_O2_a1Delta_diss_SF4p_F2_O2,SF6+ + O2_a1Delta -> SF4+ + F2 + O2,ion_neutral,dissociative_charge_transfer,1,rate_coefficient,0.4425799999999981,,5.713198833289428e-16,m3/s,langevin_estimate,,413805.30701789,fast,,candidate,"delta H = +0.44 eV from formation enthalpies, with ion enthalpies built from the ionization energy"
cand_SF6p_O2_a1Delta_diss_SF4_F2_O2p,SF6+ + O2_a1Delta -> SF4 + F2 + O2+,ion_neutral,dissociative_charge_transfer,1,rate_coefficient,0.5122799999999991,,5.713198833289428e-16,m3/s,langevin_estimate,,413805.30701789,fast,,candidate,"delta H = +0.51 eV from formation enthalpies, with ion enthalpies built from the ionization energy"
cand_SF6p_O2_b1Sigma_char_SF6_O2p,SF6+ + O2_b1Sigma -> SF6 + O2+,ion_neutral,charge_transfer,1,rate_coefficient,0.0,,5.713198833289428e-16,m3/s,langevin_estimate,,413805.30701789,fast,,candidate,"delta H = -4.88 eV from formation enthalpies, with ion enthalpies built from the ionization energy"
cand_SF6p_O2_b1Sigma_diss_SF5p_F_O2,SF6+ + O2_b1Sigma -> SF5+ + F + O2,ion_neutral,dissociative_charge_transfer,1,rate_coefficient,0.0,,5.713198833289428e-16,m3/s,langevin_estimate,,413805.30701789,fast,,candidate,"delta H = -3.29 eV from formation enthalpies, with ion enthalpies built from the ionization energy"
cand_SF6p_O2_b1Sigma_diss_SF5_F_O2p,SF6+ + O2_b1Sigma -> SF5 + F + O2+,ion_neutral,dissociative_charge_transfer,1,rate_coefficient,0.0,,5.713198833289428e-16,m3/s,langevin_estimate,,413805.30701789,fast,,candidate,"delta H = -0.82 eV from formation enthalpies, with ion enthalpies built from the ionization energy"
cand_SF6p_O2_b1Sigma_diss_SF4p_F2_O2,SF6+ + O2_b1Sigma -> SF4+ + F2 + O2,ion_neutral,dissociative_charge_transfer,1,rate_coefficient,0.0,,5.713198833289428e-16,m3/s,langevin_estimate,,413805.30701789,fast,,candidate,"delta H = -0.21 eV from formation enthalpies, with ion enthalpies built from the ionization energy"
cand_SF6p_O2_b1Sigma_diss_SF4_F2_O2p,SF6+ + O2_b1Sigma -> SF4 + F2 + O2+,ion_neutral,dissociative_charge_transfer,1,rate_coefficient,0.0,,5.713198833289428e-16,m3/s,langevin_estimate,,413805.30701789,fast,,candidate,"delta H = -0.14 eV from formation enthalpies, with ion enthalpies built from the ionization energy"
cand_SF6p_O2_b1Sigma_diss_SF6_Op_O,SF6+ + O2_b1Sigma -> SF6 + O+ + O,ion_neutral,dissociative_charge_transfer,1,rate_coefficient,1.8372089999999994,,5.713198833289428e-16,m3/s,langevin_estimate,,413805.30701789,fast,,candidate,"delta H = +1.84 eV from formation enthalpies, with ion enthalpies built from the ionization energy"
cand_SF6p_O2_v_char_SF6_O2p,SF6+ + O2_v -> SF6 + O2+,ion_neutral,charge_transfer,1,rate_coefficient,0.0,,5.713198833289428e-16,m3/s,langevin_estimate,,413805.30701789,fast,,candidate,"delta H = -3.25 eV from formation enthalpies, with ion enthalpies built from the ionization energy"
cand_SF6p_O2_v_diss_SF5p_F_O2,SF6+ + O2_v -> SF5+ + F + O2,ion_neutral,dissociative_charge_transfer,1,rate_coefficient,0.0,,5.713198833289428e-16,m3/s,langevin_estimate,,413805.30701789,fast,,candidate,"delta H = -1.66 eV from formation enthalpies, with ion enthalpies built from the ionization energy"
cand_SF6p_O2_v_diss_SF5_F_O2p,SF6+ + O2_v -> SF5 + F + O2+,ion_neutral,dissociative_charge_transfer,1,rate_coefficient,0.8065239999999978,,5.713198833289428e-16,m3/s,langevin_estimate,,413805.30701789,fast,,candidate,"delta H = +0.81 eV from formation enthalpies, with ion enthalpies built from the ionization energy"
cand_SF6p_O2_v_diss_SF4p_F2_O2,SF6+ + O2_v -> SF4+ + F2 + O2,ion_neutral,dissociative_charge_transfer,1,rate_coefficient,1.419579999999998,,5.713198833289428e-16,m3/s,langevin_estimate,,413805.30701789,fast,,candidate,"delta H = +1.42 eV from formation enthalpies, with ion enthalpies built from the ionization energy"
cand_SF6p_O2_v_diss_SF4_F2_O2p,SF6+ + O2_v -> SF4 + F2 + O2+,ion_neutral,dissociative_charge_transfer,1,rate_coefficient,1.489279999999999,,5.713198833289428e-16,m3/s,langevin_estimate,,413805.30701789,fast,,candidate,"delta H = +1.49 eV from formation enthalpies, with ion enthalpies built from the ionization energy"
cand_SF6p_O_1D_char_SF6_Op,SF6+ + O_1D -> SF6 + O+,ion_neutral,charge_transfer,1,rate_coefficient,0.0,,5.465796308780138e-16,m3/s,langevin_estimate,,395886.0151117436,fast,,candidate,"delta H = -3.67 eV from formation enthalpies, with ion enthalpies built from the ionization energy"
cand_SF6p_O_1D_diss_SF5p_F_O,SF6+ + O_1D -> SF5+ + F + O,ion_neutral,dissociative_charge_transfer,1,rate_coefficient,0.0,,5.465796308780138e-16,m3/s,langevin_estimate,,395886.0151117436,fast,,candidate,"delta H = -3.63 eV from formation enthalpies, with ion enthalpies built from the ionization energy"
cand_SF6p_O_1D_diss_SF5_F_Op,SF6+ + O_1D -> SF5 + F + O+,ion_neutral,dissociative_charge_transfer,1,rate_coefficient,0.38835599999999815,,5.465796308780138e-16,m3/s,langevin_estimate,,395886.0151117436,fast,,candidate,"delta H = +0.39 eV from formation enthalpies, with ion enthalpies built from the ionization energy"
cand_SF6p_O_1D_diss_SF4p_F2_O,SF6+ + O_1D -> SF4+ + F2 + O,ion_neutral,dissociative_charge_transfer,1,rate_coefficient,0.0,,5.465796308780138e-16,m3/s,langevin_estimate,,395886.0151117436,fast,,candidate,"delta H = -0.55 eV from formation enthalpies, with ion enthalpies built from the ionization energy"
cand_SF6p_O_1D_diss_SF4_F2_Op,SF6+ + O_1D -> SF4 + F2 + O+,ion_neutral,dissociative_charge_transfer,1,rate_coefficient,1.0711119999999994,,5.465796308780138e-16,m3/s,langevin_estimate,,395886.0151117436,fast,,candidate,"delta H = +1.07 eV from formation enthalpies, with ion enthalpies built from the ionization energy"
cand_SF6p_O_1S_char_SF6_Op,SF6+ + O_1S -> SF6 + O+,ion_neutral,charge_transfer,1,rate_coefficient,0.0,,5.465796308780138e-16,m3/s,langevin_estimate,,395886.0151117436,fast,,candidate,"delta H = -5.89 eV from formation enthalpies, with ion enthalpies built from the ionization energy"
cand_SF6p_O_1S_diss_SF5p_F_O,SF6+ + O_1S -> SF5+ + F + O,ion_neutral,dissociative_charge_transfer,1,rate_coefficient,0.0,,5.465796308780138e-16,m3/s,langevin_estimate,,395886.0151117436,fast,,candidate,"delta H = -5.85 eV from formation enthalpies, with ion enthalpies built from the ionization energy"
cand_SF6p_O_1S_diss_SF5_Fp_O,SF6+ + O_1S -> SF5 + F+ + O,ion_neutral,dissociative_charge_transfer,1,rate_coefficient,1.9698979999999997,,5.465796308780138e-16,m3/s,langevin_estimate,,395886.0151117436,fast,,candidate,"delta H = +1.97 eV from formation enthalpies, with ion enthalpies built from the ionization energy"
cand_SF6p_O_1S_diss_SF5_F_Op,SF6+ + O_1S -> SF5 + F + O+,ion_neutral,dissociative_charge_transfer,1,rate_coefficient,0.0,,5.465796308780138e-16,m3/s,langevin_estimate,,395886.0151117436,fast,,candidate,"delta H = -1.83 eV from formation enthalpies, with ion enthalpies built from the ionization energy"
cand_SF6p_O_1S_diss_SF4p_F2_O,SF6+ + O_1S -> SF4+ + F2 + O,ion_neutral,dissociative_charge_transfer,1,rate_coefficient,0.0,,5.465796308780138e-16,m3/s,langevin_estimate,,395886.0151117436,fast,,candidate,"delta H = -2.77 eV from formation enthalpies, with ion enthalpies built from the ionization energy"
cand_SF6p_O_1S_diss_SF4_F2p_O,SF6+ + O_1S -> SF4 + F2+ + O,ion_neutral,dissociative_charge_transfer,1,rate_coefficient,0.9198339999999989,,5.465796308780138e-16,m3/s,langevin_estimate,,395886.0151117436,fast,,candidate,"delta H = +0.92 eV from formation enthalpies, with ion enthalpies built from the ionization energy"
cand_SF6p_O_1S_diss_SF4_F2_Op,SF6+ + O_1S -> SF4 + F2 + O+,ion_neutral,dissociative_charge_transfer,1,rate_coefficient,0.0,,5.465796308780138e-16,m3/s,langevin_estimate,,395886.0151117436,fast,,candidate,"delta H = -1.15 eV from formation enthalpies, with ion enthalpies built from the ionization energy"
cand_SF6p_SF_char_SF6_SFp,SF6+ + SF -> SF6 + SF+,ion_neutral,charge_transfer,1,rate_coefficient,0.0,,,,,,,unknown,,candidate,"delta H = -5.02 eV from formation enthalpies, with ion enthalpies built from the ionization energy"
cand_SF6p_SF_diss_SF5p_F_SF,SF6+ + SF -> SF5+ + F + SF,ion_neutral,dissociative_charge_transfer,1,rate_coefficient,0.0,,,,,,,unknown,,candidate,"delta H = -1.66 eV from formation enthalpies, with ion enthalpies built from the ionization energy"
cand_SF6p_SF_diss_SF5_F_SFp,SF6+ + SF -> SF5 + F + SF+,ion_neutral,dissociative_charge_transfer,1,rate_coefficient,0.0,,,,,,,unknown,,candidate,"delta H = -0.96 eV from formation enthalpies, with ion enthalpies built from the ionization energy"
cand_SF6p_SF_diss_SF4p_F2_SF,SF6+ + SF -> SF4+ + F2 + SF,ion_neutral,dissociative_charge_transfer,1,rate_coefficient,1.419579999999998,,,,,,,unknown,,candidate,"delta H = +1.42 eV from formation enthalpies, with ion enthalpies built from the ionization energy"
cand_SF6p_SF_diss_SF4_F2_SFp,SF6+ + SF -> SF4 + F2 + SF+,ion_neutral,dissociative_charge_transfer,1,rate_coefficient,0.0,,,,,,,unknown,,candidate,"delta H = -0.28 eV from formation enthalpies, with ion enthalpies built from the ionization energy"
cand_SF6p_SF2_char_SF6_SF2p,SF6+ + SF2 -> SF6 + SF2+,ion_neutral,charge_transfer,1,rate_coefficient,0.0,,,,,,,unknown,,candidate,"delta H = -4.52 eV from formation enthalpies, with ion enthalpies built from the ionization energy"
cand_SF6p_SF2_diss_SF5p_F_SF2,SF6+ + SF2 -> SF5+ + F + SF2,ion_neutral,dissociative_charge_transfer,1,rate_coefficient,0.0,,,,,,,unknown,,candidate,"delta H = -1.66 eV from formation enthalpies, with ion enthalpies built from the ionization energy"
cand_SF6p_SF2_diss_SF5_F_SF2p,SF6+ + SF2 -> SF5 + F + SF2+,ion_neutral,dissociative_charge_transfer,1,rate_coefficient,0.0,,,,,,,unknown,,candidate,"delta H = -0.46 eV from formation enthalpies, with ion enthalpies built from the ionization energy"
cand_SF6p_SF2_diss_SF4p_F2_SF2,SF6+ + SF2 -> SF4+ + F2 + SF2,ion_neutral,dissociative_charge_transfer,1,rate_coefficient,1.419579999999998,,,,,,,unknown,,candidate,"delta H = +1.42 eV from formation enthalpies, with ion enthalpies built from the ionization energy"
cand_SF6p_SF2_diss_SF4_F2_SF2p,SF6+ + SF2 -> SF4 + F2 + SF2+,ion_neutral,dissociative_charge_transfer,1,rate_coefficient,0.21957999999999878,,,,,,,unknown,,candidate,"delta H = +0.22 eV from formation enthalpies, with ion enthalpies built from the ionization energy"
cand_SF6p_SF2_diss_SF6_Sp_F2,SF6+ + SF2 -> SF6 + S+ + F2,ion_neutral,dissociative_charge_transfer,1,rate_coefficient,0.9875470000000006,,,,,,,unknown,,candidate,"delta H = +0.99 eV from formation enthalpies, with ion enthalpies built from the ionization energy"
cand_SF6p_SF3_char_SF6_SF3p,SF6+ + SF3 -> SF6 + SF3+,ion_neutral,charge_transfer,1,rate_coefficient,0.0,,,,,,,unknown,,candidate,"delta H = -7.14 eV from formation enthalpies, with ion enthalpies built from the ionization energy"
cand_SF6p_SF3_diss_SF5p_F_SF3,SF6+ + SF3 -> SF5+ + F + SF3,ion_neutral,dissociative_charge_transfer,1,rate_coefficient,0.0,,,,,,,unknown,,candidate,"delta H = -1.66 eV from formation enthalpies, with ion enthalpies built from the ionization energy"
cand_SF6p_SF3_diss_SF5_F_SF3p,SF6+ + SF3 -> SF5 + F + SF3+,ion_neutral,dissociative_charge_transfer,1,rate_coefficient,0.0,,,,,,,unknown,,candidate,"delta H = -3.08 eV from formation enthalpies, with ion enthalpies built from the ionization energy"
cand_SF6p_SF3_diss_SF4p_F2_SF3,SF6+ + SF3 -> SF4+ + F2 + SF3,ion_neutral,dissociative_charge_transfer,1,rate_coefficient,1.419579999999998,,,,,,,unknown,,candidate,"delta H = +1.42 eV from formation enthalpies, with ion enthalpies built from the ionization energy"
cand_SF6p_SF3_diss_SF4_F2_SF3p,SF6+ + SF3 -> SF4 + F2 + SF3+,ion_neutral,dissociative_charge_transfer,1,rate_coefficient,0.0,,,,,,,unknown,,candidate,"delta H = -2.40 eV from formation enthalpies, with ion enthalpies built from the ionization energy"
cand_SF6p_SF4_char_SF6_SF4p,SF6+ + SF4 -> SF6 + SF4+,ion_neutral,charge_transfer,1,rate_coefficient,0.0,,,,,,,unknown,,candidate,"delta H = -3.32 eV from formation enthalpies, with ion enthalpies built from the ionization energy"
cand_SF6p_SF4_diss_SF5p_F_SF4,SF6+ + SF4 -> SF5+ + F + SF4,ion_neutral,dissociative_charge_transfer,1,rate_coefficient,0.0,,,,,,,unknown,,candidate,"delta H = -1.66 eV from formation enthalpies, with ion enthalpies built from the ionization energy"
cand_SF6p_SF4_diss_SF5_F_SF4p,SF6+ + SF4 -> SF5 + F + SF4+,ion_neutral,dissociative_charge_transfer,1,rate_coefficient,0.7368239999999986,,,,,,,unknown,,candidate,"delta H = +0.74 eV from formation enthalpies, with ion enthalpies built from the ionization energy"
cand_SF6p_SF4_diss_SF4p_F2_SF4,SF6+ + SF4 -> SF4+ + F2 + SF4,ion_neutral,dissociative_charge_transfer,1,rate_coefficient,1.419579999999998,,,,,,,unknown,,candidate,"delta H = +1.42 eV from formation enthalpies, with ion enthalpies built from the ionization energy"
cand_SF6p_SF4_diss_SF6_SF2p_F2,SF6+ + SF4 -> SF6 + SF2+ + F2,ion_neutral,dissociative_charge_transfer,1,rate_coefficient,0.31545000000000023,,,,,,,unknown,,candidate,"delta H = +0.32 eV from formation enthalpies, with ion enthalpies built from the ionization energy"
cand_SF6p_SF4_diss_SF5p_SF5,SF6+ + SF4 -> SF5+ + SF5,ion_neutral,dissociative_charge_transfer,1,rate_coefficient,0.0,,,,,,,unknown,,candidate,"delta H = -3.99 eV from formation enthalpies, with ion enthalpies built from the ionization energy"
cand_SF6p_SF5_char_SF6_SF5p,SF6+ + SF5 -> SF6 + SF5+,ion_neutral,charge_transfer,1,rate_coefficient,0.0,,,,,,,unknown,,candidate,"delta H = -5.72 eV from formation enthalpies, with ion enthalpies built from the ionization energy"
cand_SF6p_SF5_diss_SF5p_F_SF5,SF6+ + SF5 -> SF5+ + F + SF5,ion_neutral,dissociative_charge_transfer,1,rate_coefficient,0.0,,,,,,,unknown,,candidate,"delta H = -1.66 eV from formation enthalpies, with ion enthalpies built from the ionization energy"
cand_SF6p_SF5_diss_SF4p_F2_SF5,SF6+ + SF5 -> SF4+ + F2 + SF5,ion_neutral,dissociative_charge_transfer,1,rate_coefficient,1.419579999999998,,,,,,,unknown,,candidate,"delta H = +1.42 eV from formation enthalpies, with ion enthalpies built from the ionization energy"
cand_SF6p_SF5_diss_SF4_F2_SF5p,SF6+ + SF5 -> SF4 + F2 + SF5+,ion_neutral,dissociative_charge_transfer,1,rate_coefficient,0.0,,,,,,,unknown,,candidate,"delta H = -0.98 eV from formation enthalpies, with ion enthalpies built from the ionization energy"
cand_SF6p_SF5_diss_SF6_SF4p_F,SF6+ + SF5 -> SF6 + SF4+ + F,ion_neutral,dissociative_charge_transfer,1,rate_coefficient,0.0,,,,,,,unknown,,candidate,"delta H = -0.99 eV from formation enthalpies, with ion enthalpies built from the ionization energy"
cand_SF6p_SF6_diss_SF5p_F_SF6,SF6+ + SF6 -> SF5+ + F + SF6,ion_neutral,dissociative_charge_transfer,1,rate_coefficient,0.0,,5.807251801889138e-16,m3/s,langevin_estimate,,420617.5358030272,fast,,candidate,"delta H = -1.66 eV from formation enthalpies, with ion enthalpies built from the ionization energy"
cand_SF6p_SF6_diss_SF4p_F2_SF6,SF6+ + SF6 -> SF4+ + F2 + SF6,ion_neutral,dissociative_charge_transfer,1,rate_coefficient,1.419579999999998,,5.807251801889138e-16,m3/s,langevin_estimate,,420617.5358030272,fast,,candidate,"delta H = +1.42 eV from formation enthalpies, with ion enthalpies built from the ionization energy"
cand_SF6p_SF6*_diss_SF5p_F_SF6,SF6+ + SF6* -> SF5+ + F + SF6,ion_neutral,dissociative_charge_transfer,1,rate_coefficient,0.0,,5.807251801889138e-16,m3/s,langevin_estimate,,420617.5358030272,fast,,candidate,"delta H = -1.66 eV from formation enthalpies, with ion enthalpies built from the ionization energy"
cand_SF6p_SF6*_diss_SF4p_F2_SF6,SF6+ + SF6* -> SF4+ + F2 + SF6,ion_neutral,dissociative_charge_transfer,1,rate_coefficient,1.419579999999998,,5.807251801889138e-16,m3/s,langevin_estimate,,420617.5358030272,fast,,candidate,"delta H = +1.42 eV from formation enthalpies, with ion enthalpies built from the ionization energy"
cand_SF6p_SF6_v_diss_SF5p_F_SF6,SF6+ + SF6_v -> SF5+ + F + SF6,ion_neutral,dissociative_charge_transfer,1,rate_coefficient,0.0,,5.807251801889138e-16,m3/s,langevin_estimate,,420617.5358030272,fast,,candidate,"delta H = -1.66 eV from formation enthalpies, with ion enthalpies built from the ionization energy"
cand_SF6p_SF6_v_diss_SF4p_F2_SF6,SF6+ + SF6_v -> SF4+ + F2 + SF6,ion_neutral,dissociative_charge_transfer,1,rate_coefficient,1.419579999999998,,5.807251801889138e-16,m3/s,langevin_estimate,,420617.5358030272,fast,,candidate,"delta H = +1.42 eV from formation enthalpies, with ion enthalpies built from the ionization energy"
cand_Ar_4s_SF_penning,Ar_4s + SF -> Ar + SF+ + e,neutral_neutral,penning_ionization,1,rate_coefficient,,,,,,,,unknown,-1.4539090122906018,candidate,"the metastable carries 11.60 eV, more than the 10.30 eV needed"
cand_Ar_4s_SF2_penning,Ar_4s + SF2 -> Ar + SF2+ + e,neutral_neutral,penning_ionization,1,rate_coefficient,,,,,,,,unknown,-1.2696669375390153,candidate,"the metastable carries 11.60 eV, more than the 10.80 eV needed"
cand_Ar_4s_SF3_penning,Ar_4s + SF3 -> Ar + SF3+ + e,neutral_neutral,penning_ionization,1,rate_coefficient,,,,,,,,unknown,-2.2346434521357463,candidate,"the metastable carries 11.60 eV, more than the 8.18 eV needed"
cand_Ar_4s_SF5_penning,Ar_4s + SF5 -> Ar + SF5+ + e,neutral_neutral,penning_ionization,1,rate_coefficient,,,,,,,,unknown,-0.36772809735054646,candidate,"the metastable carries 11.60 eV, more than the 9.60 eV needed"
e_FO_dissociation_F_O,e + FO -> e + F + O,electron,dissociation,2,cross_section,4.3,4.3,,,,,,unknown,1.843651954588814,literature_supported,"J. Son et al., Plasma Chemistry and Plasma Processing 34, 239-257 (2014), Table 1."
e_S_ionization_Sp,e + S -> 2 e + S+,electron,ionization,2,cross_section,10.36001,10.36001,,,,,,unknown,12.744971269358803,literature_supported,"A. Pateau et al., Journal of Vacuum Science & Technology A 32, 021303 (2014)."
e_S_excitation_S_1D,e + S -> e + S_1D,electron,excitation,2,cross_section,1.145442,1.145442,,,,,,unknown,1.145441987981099,literature_supported,"NIST Atomic Spectra Database, energy levels (energy1.pl)"
e_S_excitation_S_1S,e + S -> e + S_1S,electron,excitation,2,cross_section,2.749964,2.749964,,,,,,unknown,2.7499639711451604,literature_supported,"NIST Atomic Spectra Database, energy levels (energy1.pl)"
e_S_1D_elastic,e + S_1D -> e + S_1D,electron,elastic,2,cross_section,0.0,,,,,,,unknown,0.0,literature_supported,"NIST Atomic Spectra Database, energy levels (energy1.pl)"
e_S_1D_superelastic,e + S_1D -> e + S,electron,deexcitation,2,cross_section,0.0,0.0,,,,,,unknown,-1.145441987981099,literature_supported,"NIST Atomic Spectra Database, energy levels (energy1.pl)"
e_S_1S_elastic,e + S_1S -> e + S_1S,electron,elastic,2,cross_section,0.0,,,,,,,unknown,0.0,literature_supported,"NIST Atomic Spectra Database, energy levels (energy1.pl)"
e_S_1S_superelastic,e + S_1S -> e + S,electron,deexcitation,2,cross_section,0.0,0.0,,,,,,unknown,-2.7499639711451604,literature_supported,"NIST Atomic Spectra Database, energy levels (energy1.pl)"
FO_FO_to_2F_O2,FO + FO -> 2 F + O2,neutral_neutral,reactive_scattering,2,rate_coefficient,,,2.5099999999999997e-18,m3/s,dataset,,1817.9855995260195,fast,-0.9905130585372375,literature_supported,"J. Son et al., Plasma Chemistry and Plasma Processing 34, 239-257 (2014), Table 1."
FO_FO_to_F2_O2,FO + FO -> F2 + O2,neutral_neutral,reactive_scattering,2,rate_coefficient,,,2.51e-22,m3/s,dataset,,0.18179855995260197,slow,-2.1493261056269763,literature_supported,"J. Son et al., Plasma Chemistry and Plasma Processing 34, 239-257 (2014), Table 1."
FO_O_to_F_O2,FO + O -> F + O2,neutral_neutral,reactive_scattering,2,rate_coefficient,,,2.5099999999999997e-17,m3/s,dataset,,18179.855995260194,fast,-2.8341650131260505,literature_supported,"J. Son et al., Plasma Chemistry and Plasma Processing 34, 239-257 (2014), Table 1."
FO_O1D_to_F_O2,FO + O_1D -> F + O2,neutral_neutral,reactive_scattering,2,rate_coefficient,,,5.0099999999999997e-17,m3/s,dataset,,36287.282285359994,fast,-4.801164992486702,literature_supported,"J. Son et al., Plasma Chemistry and Plasma Processing 34, 239-257 (2014), Table 1."
S_F2_to_SF_F,S + F2 -> SF + F,neutral_neutral,reactive_scattering,2,rate_coefficient,,,6.999999999999999e-21,m3/s,dataset,,5.0700793612279424,comparable,0.333833563833059,literature_supported,"A. Pateau et al., Journal of Vacuum Science & Technology A 32, 021303 (2014)."
SO_O_R130,SO + O -> SO2,neutral_neutral,reactive_scattering,2,rate_coefficient,,,1.4e-19,m3/s,dataset,,101.40158722455887,fast,-5.150187573095953,literature_supported,"A. Pateau et al., Journal of Vacuum Science & Technology A 32, 021303 (2014)."
SO_O1D_R130,SO + O_1D -> SO2,neutral_neutral,reactive_scattering,2,rate_coefficient,,,1.4e-19,m3/s,dataset,,101.40158722455887,fast,-7.1171875524566035,literature_supported,"A. Pateau et al., Journal of Vacuum Science & Technology A 32, 021303 (2014)."
SOF_O_R122,SOF + O -> SO2 + F,neutral_neutral,reactive_scattering,2,rate_coefficient,,,7.899999999999999e-17,m3/s,dataset,,57219.46707671535,fast,,literature_supported,"A. Pateau et al., Journal of Vacuum Science & Technology A 32, 021303 (2014)."
SOF_O1D_R122,SOF + O_1D -> SO2 + F,neutral_neutral,reactive_scattering,2,rate_coefficient,,,7.899999999999999e-17,m3/s,dataset,,57219.46707671535,fast,,literature_supported,"A. Pateau et al., Journal of Vacuum Science & Technology A 32, 021303 (2014)."
SOF2_O_R131,SOF2 + O -> SO2F2,neutral_neutral,reactive_scattering,2,rate_coefficient,,,1.0000000000000001e-21,m3/s,dataset,,0.7242970516039919,slow,-4.156108600542587,literature_supported,"A. Pateau et al., Journal of Vacuum Science & Technology A 32, 021303 (2014)."
SOF2_O1D_R131,SOF2 + O_1D -> SO2F2,neutral_neutral,reactive_scattering,2,rate_coefficient,,,1.0000000000000001e-21,m3/s,dataset,,0.7242970516039919,slow,-6.123108579903237,literature_supported,"A. Pateau et al., Journal of Vacuum Science & Technology A 32, 021303 (2014)."
SOF3_O_R123,SOF3 + O -> SO2F2 + F,neutral_neutral,reactive_scattering,2,rate_coefficient,,,5e-17,m3/s,dataset,,36214.85258019959,fast,,literature_supported,"A. Pateau et al., Journal of Vacuum Science & Technology A 32, 021303 (2014)."
SOF3_O1D_R123,SOF3 + O_1D -> SO2F2 + F,neutral_neutral,reactive_scattering,2,rate_coefficient,,,5e-17,m3/s,dataset,,36214.85258019959,fast,,literature_supported,"A. Pateau et al., Journal of Vacuum Science & Technology A 32, 021303 (2014)."
SOF4_dissociation_SOF3_F,SOF4 -> SOF3 + F,unimolecular,dissociation,2,rate_coefficient,,,,,,,,unknown,,literature_supported,"A. Pateau et al., Journal of Vacuum Science & Technology A 32, 021303 (2014)."
cand_e_F*_to_e_F*,e + F* -> e + F*,electron,elastic,2,cross_section,0.0,,,,,,,unknown,,candidate,conservation allows this channel; no source has been consulted
cand_e_F*_to_e_e_Fp,e + F* -> e + e + F+,electron,ionization,2,cross_section,,,,,,,,unknown,,candidate,conservation allows this channel; no source has been consulted
cand_e_F2*_to_e_F2*,e + F2* -> e + F2*,electron,elastic,2,cross_section,0.0,,,,,,,unknown,,candidate,conservation allows this channel; no source has been consulted
cand_e_F2*_to_e_e_F2p,e + F2* -> e + e + F2+,electron,ionization,2,cross_section,,,,,,,,unknown,,candidate,conservation allows this channel; no source has been consulted
cand_e_F2*_to_e_F_F,e + F2* -> e + F + F,electron,dissociation,2,cross_section,,,,,,,,unknown,,candidate,conservation allows this channel; no source has been consulted
cand_e_F2*_to_e_e_Fp_F,e + F2* -> e + e + F+ + F,electron,dissociative_ionization,2,cross_section,,,,,,,,unknown,,candidate,conservation allows this channel; no source has been consulted
cand_e_F2_v_to_e_F2_v,e + F2_v -> e + F2_v,electron,elastic,2,cross_section,0.0,,,,,,,unknown,,candidate,conservation allows this channel; no source has been consulted
cand_e_F2_v_to_e_e_F2p,e + F2_v -> e + e + F2+,electron,ionization,2,cross_section,,,,,,,,unknown,,candidate,conservation allows this channel; no source has been consulted
cand_e_F2_v_to_e_F_F,e + F2_v -> e + F + F,electron,dissociation,2,cross_section,,-1.546208,,,,,,unknown,,candidate,conservation allows this channel; no source has been consulted
cand_e_F2_v_to_e_e_Fp_F,e + F2_v -> e + e + F+ + F,electron,dissociative_ionization,2,cross_section,,-18.969089725314177,,,,,,unknown,,candidate,conservation allows this channel; no source has been consulted
cand_e_FO_to_e_FO,e + FO -> e + FO,electron,elastic,2,cross_section,0.0,,,,,,,unknown,0.0,candidate,conservation allows this channel; no source has been consulted
cand_e_FO_to_e_e_OFp,e + FO -> e + e + OF+,electron,ionization,2,cross_section,,,,,,,,unknown,,candidate,conservation allows this channel; no source has been consulted
cand_e_FO_to_e_FO_v,e + FO -> e + FO_v,electron,excitation,2,cross_section,,,,,,,,unknown,,candidate,conservation allows this channel; no source has been consulted
cand_e_FO_v_to_e_FO,e + FO_v -> e + FO,electron,deexcitation,2,cross_section,0.0,0.0,,,,,,unknown,,candidate,conservation allows this channel; no source has been consulted
cand_e_FO_to_e_FO*,e + FO -> e + FO*,electron,excitation,2,cross_section,,,,,,,,unknown,,candidate,conservation allows this channel; no source has been consulted
cand_e_FO*_to_e_FO,e + FO* -> e + FO,electron,deexcitation,2,cross_section,0.0,0.0,,,,,,unknown,,candidate,conservation allows this channel; no source has been consulted
cand_e_FO_to_e_e_Fp_O,e + FO -> e + e + F+ + O,electron,dissociative_ionization,2,cross_section,,-19.700541725314178,,,,,,unknown,19.324676432279105,candidate,conservation allows this channel; no source has been consulted
cand_e_S_to_e_S,e + S -> e + S,electron,elastic,2,cross_section,0.0,,,,,,,unknown,0.0,candidate,conservation allows this channel; no source has been consulted
cand_e_SF*_to_e_SF*,e + SF* -> e + SF*,electron,elastic,2,cross_section,0.0,,,,,,,unknown,,candidate,conservation allows this channel; no source has been consulted
cand_e_SF*_to_e_e_SFp,e + SF* -> e + e + SF+,electron,ionization,2,cross_section,,,,,,,,unknown,,candidate,conservation allows this channel; no source has been consulted
