reactants,products,id,family,type,depth,status,verdict,decided
O2_v + FO*,O2 + FO*,cand_O2_v_FO*_vt,neutral_neutral,vibrational_relaxation,3,candidate,"conserved, species proposed",yes
SF2_v + FO*,SF2 + FO*,cand_SF2_v_FO*_vt,neutral_neutral,vibrational_relaxation,3,candidate,"conserved, species proposed",yes
SF3_v + FO*,SF3 + FO*,cand_SF3_v_FO*_vt,neutral_neutral,vibrational_relaxation,3,candidate,"conserved, species proposed",yes
SF4_v + FO*,SF4 + FO*,cand_SF4_v_FO*_vt,neutral_neutral,vibrational_relaxation,3,candidate,"conserved, species proposed",yes
SF5_v + FO*,SF5 + FO*,cand_SF5_v_FO*_vt,neutral_neutral,vibrational_relaxation,3,candidate,"conserved, species proposed",yes
SF6_v + FO*,SF6 + FO*,cand_SF6_v_FO*_vt,neutral_neutral,vibrational_relaxation,3,candidate,"conserved, species proposed",yes
SF_v + FO*,SF + FO*,cand_SF_v_FO*_vt,neutral_neutral,vibrational_relaxation,3,candidate,"conserved, species proposed",yes
SO2F2_v + FO*,SO2F2 + FO*,cand_SO2F2_v_FO*_vt,neutral_neutral,vibrational_relaxation,4,candidate,"conserved, species proposed",yes
SO2_v + FO*,SO2 + FO*,cand_SO2_v_FO*_vt,neutral_neutral,vibrational_relaxation,4,candidate,"conserved, species proposed",yes
SOF2_v + FO*,SOF2 + FO*,cand_SOF2_v_FO*_vt,neutral_neutral,vibrational_relaxation,3,candidate,"conserved, species proposed",yes
SOF3_v + FO*,SOF3 + FO*,cand_SOF3_v_FO*_vt,neutral_neutral,vibrational_relaxation,3,candidate,"conserved, species proposed",yes
SOF4_v + FO*,SOF4 + FO*,cand_SOF4_v_FO*_vt,neutral_neutral,vibrational_relaxation,3,candidate,"conserved, species proposed",yes
SOF_v + FO*,SOF + FO*,cand_SOF_v_FO*_vt,neutral_neutral,vibrational_relaxation,3,candidate,"conserved, species proposed",yes
SO_v + FO*,SO + FO*,cand_SO_v_FO*_vt,neutral_neutral,vibrational_relaxation,3,candidate,"conserved, species proposed",yes
FO_v + O,FO + O,cand_FO_v_O_vt,neutral_neutral,vibrational_relaxation,3,candidate,"conserved, species proposed",yes
FO_v + O2,FO + O2,cand_FO_v_O2_vt,neutral_neutral,vibrational_relaxation,3,candidate,"conserved, species proposed",yes
FO_v + O2_a1Delta,FO + O2_a1Delta,cand_FO_v_O2_a1Delta_vt,neutral_neutral,vibrational_relaxation,3,candidate,"conserved, species proposed",yes
FO_v + O2_b1Sigma,FO + O2_b1Sigma,cand_FO_v_O2_b1Sigma_vt,neutral_neutral,vibrational_relaxation,3,candidate,"conserved, species proposed",yes
FO_v + O2_v,FO + O2_v,cand_FO_v_O2_v_vt,neutral_neutral,vibrational_relaxation,3,candidate,"conserved, species proposed",yes
O2_v + FO_v,O2 + FO_v,cand_O2_v_FO_v_vt,neutral_neutral,vibrational_relaxation,3,candidate,"conserved, species proposed",yes
FO_v + O_1D,FO + O_1D,cand_FO_v_O_1D_vt,neutral_neutral,vibrational_relaxation,3,candidate,"conserved, species proposed",yes
FO_v + O_1S,FO + O_1S,cand_FO_v_O_1S_vt,neutral_neutral,vibrational_relaxation,3,candidate,"conserved, species proposed",yes
FO_v + S,FO + S,cand_FO_v_S_vt,neutral_neutral,vibrational_relaxation,3,candidate,"conserved, species proposed",yes
FO_v + SF,FO + SF,cand_FO_v_SF_vt,neutral_neutral,vibrational_relaxation,3,candidate,"conserved, species proposed",yes
FO_v + SF*,FO + SF*,cand_FO_v_SF*_vt,neutral_neutral,vibrational_relaxation,3,candidate,"conserved, species proposed",yes
FO_v + SF2,FO + SF2,cand_FO_v_SF2_vt,neutral_neutral,vibrational_relaxation,3,candidate,"conserved, species proposed",yes
FO_v + SF2*,FO + SF2*,cand_FO_v_SF2*_vt,neutral_neutral,vibrational_relaxation,3,candidate,"conserved, species proposed",yes
FO_v + SF2_v,FO + SF2_v,cand_FO_v_SF2_v_vt,neutral_neutral,vibrational_relaxation,3,candidate,"conserved, species proposed",yes
SF2_v + FO_v,SF2 + FO_v,cand_SF2_v_FO_v_vt,neutral_neutral,vibrational_relaxation,3,candidate,"conserved, species proposed",yes
FO_v + SF3,FO + SF3,cand_FO_v_SF3_vt,neutral_neutral,vibrational_relaxation,3,candidate,"conserved, species proposed",yes
FO_v + SF3*,FO + SF3*,cand_FO_v_SF3*_vt,neutral_neutral,vibrational_relaxation,3,candidate,"conserved, species proposed",yes
FO_v + SF3_v,FO + SF3_v,cand_FO_v_SF3_v_vt,neutral_neutral,vibrational_relaxation,3,candidate,"conserved, species proposed",yes
SF3_v + FO_v,SF3 + FO_v,cand_SF3_v_FO_v_vt,neutral_neutral,vibrational_relaxation,3,candidate,"conserved, species proposed",yes
FO_v + SF4,FO + SF4,cand_FO_v_SF4_vt,neutral_neutral,vibrational_relaxation,3,candidate,"conserved, species proposed",yes
FO_v + SF4*,FO + SF4*,cand_FO_v_SF4*_vt,neutral_neutral,vibrational_relaxation,3,candidate,"conserved, species proposed",yes
FO_v + SF4_v,FO + SF4_v,cand_FO_v_SF4_v_vt,neutral_neutral,vibrational_relaxation,3,candidate,"conserved, species proposed",yes
SF4_v + FO_v,SF4 + FO_v,cand_SF4_v_FO_v_vt,neutral_neutral,vibrational_relaxation,3,candidate,"conserved, species proposed",yes
FO_v + SF5,FO + SF5,cand_FO_v_SF5_vt,neutral_neutral,vibrational_relaxation,3,candidate,"conserved, species proposed",yes
FO_v + SF5*,FO + SF5*,cand_FO_v_SF5*_vt,neutral_neutral,vibrational_relaxation,3,candidate,"conserved, species proposed",yes
FO_v + SF5_v,FO + SF5_v,cand_FO_v_SF5_v_vt,neutral_neutral,vibrational_relaxation,3,candidate,"conserved, species proposed",yes
SF5_v + FO_v,SF5 + FO_v,cand_SF5_v_FO_v_vt,neutral_neutral,vibrational_relaxation,3,candidate,"conserved, species proposed",yes
FO_v + SF6,FO + SF6,cand_FO_v_SF6_vt,neutral_neutral,vibrational_relaxation,3,candidate,"conserved, species proposed",yes
FO_v + SF6*,FO + SF6*,cand_FO_v_SF6*_vt,neutral_neutral,vibrational_relaxation,3,candidate,"conserved, species proposed",yes
FO_v + SF6_v,FO + SF6_v,cand_FO_v_SF6_v_vt,neutral_neutral,vibrational_relaxation,3,candidate,"conserved, species proposed",yes
SF6_v + FO_v,SF6 + FO_v,cand_SF6_v_FO_v_vt,neutral_neutral,vibrational_relaxation,3,candidate,"conserved, species proposed",yes
FO_v + SF_v,FO + SF_v,cand_FO_v_SF_v_vt,neutral_neutral,vibrational_relaxation,3,candidate,"conserved, species proposed",yes
SF_v + FO_v,SF + FO_v,cand_SF_v_FO_v_vt,neutral_neutral,vibrational_relaxation,3,candidate,"conserved, species proposed",yes
FO_v + SO,FO + SO,cand_FO_v_SO_vt,neutral_neutral,vibrational_relaxation,3,candidate,"conserved, species proposed",yes
FO_v + SO*,FO + SO*,cand_FO_v_SO*_vt,neutral_neutral,vibrational_relaxation,3,candidate,"conserved, species proposed",yes
FO_v + SO2,FO + SO2,cand_FO_v_SO2_vt,neutral_neutral,vibrational_relaxation,3,candidate,"conserved, species proposed",yes
FO_v + SO2*,FO + SO2*,cand_FO_v_SO2*_vt,neutral_neutral,vibrational_relaxation,4,candidate,"conserved, species proposed",yes
FO_v + SO2F2,FO + SO2F2,cand_FO_v_SO2F2_vt,neutral_neutral,vibrational_relaxation,3,candidate,"conserved, species proposed",yes
FO_v + SO2F2*,FO + SO2F2*,cand_FO_v_SO2F2*_vt,neutral_neutral,vibrational_relaxation,4,candidate,"conserved, species proposed",yes
FO_v + SO2F2_v,FO + SO2F2_v,cand_FO_v_SO2F2_v_vt,neutral_neutral,vibrational_relaxation,4,candidate,"conserved, species proposed",yes
SO2F2_v + FO_v,SO2F2 + FO_v,cand_SO2F2_v_FO_v_vt,neutral_neutral,vibrational_relaxation,4,candidate,"conserved, species proposed",yes
FO_v + SO2_v,FO + SO2_v,cand_FO_v_SO2_v_vt,neutral_neutral,vibrational_relaxation,4,candidate,"conserved, species proposed",yes
SO2_v + FO_v,SO2 + FO_v,cand_SO2_v_FO_v_vt,neutral_neutral,vibrational_relaxation,4,candidate,"conserved, species proposed",yes
FO_v + SOF,FO + SOF,cand_FO_v_SOF_vt,neutral_neutral,vibrational_relaxation,3,candidate,"conserved, species proposed",yes
FO_v + SOF*,FO + SOF*,cand_FO_v_SOF*_vt,neutral_neutral,vibrational_relaxation,3,candidate,"conserved, species proposed",yes
FO_v + SOF2,FO + SOF2,cand_FO_v_SOF2_vt,neutral_neutral,vibrational_relaxation,3,candidate,"conserved, species proposed",yes
FO_v + SOF2*,FO + SOF2*,cand_FO_v_SOF2*_vt,neutral_neutral,vibrational_relaxation,3,candidate,"conserved, species proposed",yes
FO_v + SOF2_v,FO + SOF2_v,cand_FO_v_SOF2_v_vt,neutral_neutral,vibrational_relaxation,3,candidate,"conserved, species proposed",yes
SOF2_v + FO_v,SOF2 + FO_v,cand_SOF2_v_FO_v_vt,neutral_neutral,vibrational_relaxation,3,candidate,"conserved, species proposed",yes
FO_v + SOF3,FO + SOF3,cand_FO_v_SOF3_vt,neutral_neutral,vibrational_relaxation,3,candidate,"conserved, species proposed",yes
FO_v + SOF3*,FO + SOF3*,cand_FO_v_SOF3*_vt,neutral_neutral,vibrational_relaxation,3,candidate,"conserved, species proposed",yes
FO_v + SOF3_v,FO + SOF3_v,cand_FO_v_SOF3_v_vt,neutral_neutral,vibrational_relaxation,3,candidate,"conserved, species proposed",yes
SOF3_v + FO_v,SOF3 + FO_v,cand_SOF3_v_FO_v_vt,neutral_neutral,vibrational_relaxation,3,candidate,"conserved, species proposed",yes
FO_v + SOF4,FO + SOF4,cand_FO_v_SOF4_vt,neutral_neutral,vibrational_relaxation,3,candidate,"conserved, species proposed",yes
FO_v + SOF4*,FO + SOF4*,cand_FO_v_SOF4*_vt,neutral_neutral,vibrational_relaxation,3,candidate,"conserved, species proposed",yes
FO_v + SOF4_v,FO + SOF4_v,cand_FO_v_SOF4_v_vt,neutral_neutral,vibrational_relaxation,3,candidate,"conserved, species proposed",yes
SOF4_v + FO_v,SOF4 + FO_v,cand_SOF4_v_FO_v_vt,neutral_neutral,vibrational_relaxation,3,candidate,"conserved, species proposed",yes
FO_v + SOF_v,FO + SOF_v,cand_FO_v_SOF_v_vt,neutral_neutral,vibrational_relaxation,3,candidate,"conserved, species proposed",yes
SOF_v + FO_v,SOF + FO_v,cand_SOF_v_FO_v_vt,neutral_neutral,vibrational_relaxation,3,candidate,"conserved, species proposed",yes
FO_v + SO_v,FO + SO_v,cand_FO_v_SO_v_vt,neutral_neutral,vibrational_relaxation,3,candidate,"conserved, species proposed",yes
SO_v + FO_v,SO + FO_v,cand_SO_v_FO_v_vt,neutral_neutral,vibrational_relaxation,3,candidate,"conserved, species proposed",yes
FO_v + S_1D,FO + S_1D,cand_FO_v_S_1D_vt,neutral_neutral,vibrational_relaxation,3,candidate,"conserved, species proposed",yes
FO_v + S_1S,FO + S_1S,cand_FO_v_S_1S_vt,neutral_neutral,vibrational_relaxation,3,candidate,"conserved, species proposed",yes
O2_v + O,O2 + O,cand_O2_v_O_vt,neutral_neutral,vibrational_relaxation,1,candidate,"conserved, species proposed",yes
SF + O,SO + F,SF_O_R121,neutral_neutral,reactive_scattering,1,literature_supported,conserved,yes
SF + O,SOF,SF_O_R136,neutral_neutral,reactive_scattering,1,literature_supported,conserved,yes
SF2 + O,SOF + F,SF2_O_R120,neutral_neutral,reactive_scattering,1,literature_supported,conserved,yes
SF2 + O,SOF2,SF2_O_R135,neutral_neutral,reactive_scattering,1,literature_supported,conserved,yes
SF2_v + O,SF2 + O,cand_SF2_v_O_vt,neutral_neutral,vibrational_relaxation,2,candidate,"conserved, species proposed",yes
SF3 + O,SOF2 + F,SF3_O_R119,neutral_neutral,reactive_scattering,1,literature_supported,conserved,yes
SF3 + O,SOF3,SF3_O_R134,neutral_neutral,reactive_scattering,1,literature_supported,conserved,yes
SF3_v + O,SF3 + O,cand_SF3_v_O_vt,neutral_neutral,vibrational_relaxation,2,candidate,"conserved, species proposed",yes
SF4 + O,SOF4,SF4_O_R133,neutral_neutral,reactive_scattering,1,literature_supported,conserved,yes
SF4_v + O,SF4 + O,cand_SF4_v_O_vt,neutral_neutral,vibrational_relaxation,2,candidate,"conserved, species proposed",yes
SF5 + O,SOF4 + F,SF5_O_R132,neutral_neutral,reactive_scattering,1,literature_supported,conserved,yes
SF5_v + O,SF5 + O,cand_SF5_v_O_vt,neutral_neutral,vibrational_relaxation,2,candidate,"conserved, species proposed",yes
SF6_v + O,SF6 + O,cand_SF6_v_O_vt,neutral_neutral,vibrational_relaxation,1,candidate,"conserved, species proposed",yes
SF_v + O,SF + O,cand_SF_v_O_vt,neutral_neutral,vibrational_relaxation,2,candidate,"conserved, species proposed",yes
SO + O,SO2,SO_O_R130,neutral_neutral,reactive_scattering,2,literature_supported,conserved,yes
SO2F2 + O,SOF2 + O2,SO2F2_O_R137,neutral_neutral,reactive_scattering,3,literature_supported,conserved,yes
SO2F2_v + O,SO2F2 + O,cand_SO2F2_v_O_vt,neutral_neutral,vibrational_relaxation,4,candidate,"conserved, species proposed",yes
SO2_v + O,SO2 + O,cand_SO2_v_O_vt,neutral_neutral,vibrational_relaxation,4,candidate,"conserved, species proposed",yes
SOF + O,SO2 + F,SOF_O_R122,neutral_neutral,reactive_scattering,2,literature_supported,conserved,yes
SOF2 + O,SO2F2,SOF2_O_R131,neutral_neutral,reactive_scattering,2,literature_supported,conserved,yes
SOF2_v + O,SOF2 + O,cand_SOF2_v_O_vt,neutral_neutral,vibrational_relaxation,3,candidate,"conserved, species proposed",yes
SOF3 + O,SO2F2 + F,SOF3_O_R123,neutral_neutral,reactive_scattering,2,literature_supported,conserved,yes
SOF3_v + O,SOF3 + O,cand_SOF3_v_O_vt,neutral_neutral,vibrational_relaxation,3,candidate,"conserved, species proposed",yes
SOF4_v + O,SOF4 + O,cand_SOF4_v_O_vt,neutral_neutral,vibrational_relaxation,3,candidate,"conserved, species proposed",yes
SOF_v + O,SOF + O,cand_SOF_v_O_vt,neutral_neutral,vibrational_relaxation,3,candidate,"conserved, species proposed",yes
SO_v + O,SO + O,cand_SO_v_O_vt,neutral_neutral,vibrational_relaxation,3,candidate,"conserved, species proposed",yes
O2 + O2_a1Delta,O2,O2a_O2_self_quenching,neutral_neutral,reactive_scattering,1,literature_supported,conserved,yes
O2_v + O2,O2 + O2,cand_O2_v_O2_vt,neutral_neutral,vibrational_relaxation,1,candidate,"conserved, species proposed",yes
O_1D + O2,O + O2_a1Delta,O1D_O2_quenching_O2_a1Delta,neutral_neutral,reactive_scattering,1,literature_supported,conserved,yes
O_1D + O2,O + O2_b1Sigma,O1D_O2_quenching_O2_b1Sigma,neutral_neutral,reactive_scattering,1,literature_supported,conserved,yes
SF2_v + O2,SF2 + O2,cand_SF2_v_O2_vt,neutral_neutral,vibrational_relaxation,2,candidate,"conserved, species proposed",yes
SF3_v + O2,SF3 + O2,cand_SF3_v_O2_vt,neutral_neutral,vibrational_relaxation,2,candidate,"conserved, species proposed",yes
SF4_v + O2,SF4 + O2,cand_SF4_v_O2_vt,neutral_neutral,vibrational_relaxation,2,candidate,"conserved, species proposed",yes
SF5_v + O2,SF5 + O2,cand_SF5_v_O2_vt,neutral_neutral,vibrational_relaxation,2,candidate,"conserved, species proposed",yes
SF6_v + O2,SF6 + O2,cand_SF6_v_O2_vt,neutral_neutral,vibrational_relaxation,1,candidate,"conserved, species proposed",yes
SF_v + O2,SF + O2,cand_SF_v_O2_vt,neutral_neutral,vibrational_relaxation,2,candidate,"conserved, species proposed",yes
SO2F2_v + O2,SO2F2 + O2,cand_SO2F2_v_O2_vt,neutral_neutral,vibrational_relaxation,4,candidate,"conserved, species proposed",yes
SO2_v + O2,SO2 + O2,cand_SO2_v_O2_vt,neutral_neutral,vibrational_relaxation,4,candidate,"conserved, species proposed",yes
SOF2_v + O2,SOF2 + O2,cand_SOF2_v_O2_vt,neutral_neutral,vibrational_relaxation,3,candidate,"conserved, species proposed",yes
SOF3_v + O2,SOF3 + O2,cand_SOF3_v_O2_vt,neutral_neutral,vibrational_relaxation,3,candidate,"conserved, species proposed",yes
SOF4_v + O2,SOF4 + O2,cand_SOF4_v_O2_vt,neutral_neutral,vibrational_relaxation,3,candidate,"conserved, species proposed",yes
SOF_v + O2,SOF + O2,cand_SOF_v_O2_vt,neutral_neutral,vibrational_relaxation,3,candidate,"conserved, species proposed",yes
SO_v + O2,SO + O2,cand_SO_v_O2_vt,neutral_neutral,vibrational_relaxation,3,candidate,"conserved, species proposed",yes
O2_v + O2_a1Delta,O2 + O2_a1Delta,cand_O2_v_O2_a1Delta_vt,neutral_neutral,vibrational_relaxation,1,candidate,"conserved, species proposed",yes
SF2_v + O2_a1Delta,SF2 + O2_a1Delta,cand_SF2_v_O2_a1Delta_vt,neutral_neutral,vibrational_relaxation,2,candidate,"conserved, species proposed",yes
SF3_v + O2_a1Delta,SF3 + O2_a1Delta,cand_SF3_v_O2_a1Delta_vt,neutral_neutral,vibrational_relaxation,2,candidate,"conserved, species proposed",yes
SF4_v + O2_a1Delta,SF4 + O2_a1Delta,cand_SF4_v_O2_a1Delta_vt,neutral_neutral,vibrational_relaxation,2,candidate,"conserved, species proposed",yes
SF5_v + O2_a1Delta,SF5 + O2_a1Delta,cand_SF5_v_O2_a1Delta_vt,neutral_neutral,vibrational_relaxation,2,candidate,"conserved, species proposed",yes
SF6_v + O2_a1Delta,SF6 + O2_a1Delta,cand_SF6_v_O2_a1Delta_vt,neutral_neutral,vibrational_relaxation,1,candidate,"conserved, species proposed",yes
SF_v + O2_a1Delta,SF + O2_a1Delta,cand_SF_v_O2_a1Delta_vt,neutral_neutral,vibrational_relaxation,2,candidate,"conserved, species proposed",yes
SO2F2_v + O2_a1Delta,SO2F2 + O2_a1Delta,cand_SO2F2_v_O2_a1Delta_vt,neutral_neutral,vibrational_relaxation,4,candidate,"conserved, species proposed",yes
SO2_v + O2_a1Delta,SO2 + O2_a1Delta,cand_SO2_v_O2_a1Delta_vt,neutral_neutral,vibrational_relaxation,4,candidate,"conserved, species proposed",yes
SOF2_v + O2_a1Delta,SOF2 + O2_a1Delta,cand_SOF2_v_O2_a1Delta_vt,neutral_neutral,vibrational_relaxation,3,candidate,"conserved, species proposed",yes
SOF3_v + O2_a1Delta,SOF3 + O2_a1Delta,cand_SOF3_v_O2_a1Delta_vt,neutral_neutral,vibrational_relaxation,3,candidate,"conserved, species proposed",yes
SOF4_v + O2_a1Delta,SOF4 + O2_a1Delta,cand_SOF4_v_O2_a1Delta_vt,neutral_neutral,vibrational_relaxation,3,candidate,"conserved, species proposed",yes
SOF_v + O2_a1Delta,SOF + O2_a1Delta,cand_SOF_v_O2_a1Delta_vt,neutral_neutral,vibrational_relaxation,3,candidate,"conserved, species proposed",yes
SO_v + O2_a1Delta,SO + O2_a1Delta,cand_SO_v_O2_a1Delta_vt,neutral_neutral,vibrational_relaxation,3,candidate,"conserved, species proposed",yes
O2_v + O2_b1Sigma,O2 + O2_b1Sigma,cand_O2_v_O2_b1Sigma_vt,neutral_neutral,vibrational_relaxation,1,candidate,"conserved, species proposed",yes
SF2_v + O2_b1Sigma,SF2 + O2_b1Sigma,cand_SF2_v_O2_b1Sigma_vt,neutral_neutral,vibrational_relaxation,2,candidate,"conserved, species proposed",yes
SF3_v + O2_b1Sigma,SF3 + O2_b1Sigma,cand_SF3_v_O2_b1Sigma_vt,neutral_neutral,vibrational_relaxation,2,candidate,"conserved, species proposed",yes
SF4_v + O2_b1Sigma,SF4 + O2_b1Sigma,cand_SF4_v_O2_b1Sigma_vt,neutral_neutral,vibrational_relaxation,2,candidate,"conserved, species proposed",yes
SF5_v + O2_b1Sigma,SF5 + O2_b1Sigma,cand_SF5_v_O2_b1Sigma_vt,neutral_neutral,vibrational_relaxation,2,candidate,"conserved, species proposed",yes
SF6_v + O2_b1Sigma,SF6 + O2_b1Sigma,cand_SF6_v_O2_b1Sigma_vt,neutral_neutral,vibrational_relaxation,1,candidate,"conserved, species proposed",yes
SF_v + O2_b1Sigma,SF + O2_b1Sigma,cand_SF_v_O2_b1Sigma_vt,neutral_neutral,vibrational_relaxation,2,candidate,"conserved, species proposed",yes
SO2F2_v + O2_b1Sigma,SO2F2 + O2_b1Sigma,cand_SO2F2_v_O2_b1Sigma_vt,neutral_neutral,vibrational_relaxation,4,candidate,"conserved, species proposed",yes
SO2_v + O2_b1Sigma,SO2 + O2_b1Sigma,cand_SO2_v_O2_b1Sigma_vt,neutral_neutral,vibrational_relaxation,4,candidate,"conserved, species proposed",yes
SOF2_v + O2_b1Sigma,SOF2 + O2_b1Sigma,cand_SOF2_v_O2_b1Sigma_vt,neutral_neutral,vibrational_relaxation,3,candidate,"conserved, species proposed",yes
SOF3_v + O2_b1Sigma,SOF3 + O2_b1Sigma,cand_SOF3_v_O2_b1Sigma_vt,neutral_neutral,vibrational_relaxation,3,candidate,"conserved, species proposed",yes
SOF4_v + O2_b1Sigma,SOF4 + O2_b1Sigma,cand_SOF4_v_O2_b1Sigma_vt,neutral_neutral,vibrational_relaxation,3,candidate,"conserved, species proposed",yes
SOF_v + O2_b1Sigma,SOF + O2_b1Sigma,cand_SOF_v_O2_b1Sigma_vt,neutral_neutral,vibrational_relaxation,3,candidate,"conserved, species proposed",yes
SO_v + O2_b1Sigma,SO + O2_b1Sigma,cand_SO_v_O2_b1Sigma_vt,neutral_neutral,vibrational_relaxation,3,candidate,"conserved, species proposed",yes
O2_v + O_1D,O2 + O_1D,cand_O2_v_O_1D_vt,neutral_neutral,vibrational_relaxation,1,candidate,"conserved, species proposed",yes
O2_v + O_1S,O2 + O_1S,cand_O2_v_O_1S_vt,neutral_neutral,vibrational_relaxation,1,candidate,"conserved, species proposed",yes
O2_v + S,O2 + S,cand_O2_v_S_vt,neutral_neutral,vibrational_relaxation,2,candidate,"conserved, species proposed",yes
O2_v + SF,O2 + SF,cand_O2_v_SF_vt,neutral_neutral,vibrational_relaxation,1,candidate,"conserved, species proposed",yes
O2_v + SF*,O2 + SF*,cand_O2_v_SF*_vt,neutral_neutral,vibrational_relaxation,2,candidate,"conserved, species proposed",yes
O2_v + SF2,O2 + SF2,cand_O2_v_SF2_vt,neutral_neutral,vibrational_relaxation,1,candidate,"conserved, species proposed",yes
O2_v + SF2*,O2 + SF2*,cand_O2_v_SF2*_vt,neutral_neutral,vibrational_relaxation,2,candidate,"conserved, species proposed",yes
O2_v + SF2_v,O2 + SF2_v,cand_O2_v_SF2_v_vt,neutral_neutral,vibrational_relaxation,2,candidate,"conserved, species proposed",yes
SF2_v + O2_v,SF2 + O2_v,cand_SF2_v_O2_v_vt,neutral_neutral,vibrational_relaxation,2,candidate,"conserved, species proposed",yes
O2_v + SF3,O2 + SF3,cand_O2_v_SF3_vt,neutral_neutral,vibrational_relaxation,1,candidate,"conserved, species proposed",yes
O2_v + SF3*,O2 + SF3*,cand_O2_v_SF3*_vt,neutral_neutral,vibrational_relaxation,2,candidate,"conserved, species proposed",yes
O2_v + SF3_v,O2 + SF3_v,cand_O2_v_SF3_v_vt,neutral_neutral,vibrational_relaxation,2,candidate,"conserved, species proposed",yes
SF3_v + O2_v,SF3 + O2_v,cand_SF3_v_O2_v_vt,neutral_neutral,vibrational_relaxation,2,candidate,"conserved, species proposed",yes
O2_v + SF4,O2 + SF4,cand_O2_v_SF4_vt,neutral_neutral,vibrational_relaxation,1,candidate,"conserved, species proposed",yes
O2_v + SF4*,O2 + SF4*,cand_O2_v_SF4*_vt,neutral_neutral,vibrational_relaxation,2,candidate,"conserved, species proposed",yes
O2_v + SF4_v,O2 + SF4_v,cand_O2_v_SF4_v_vt,neutral_neutral,vibrational_relaxation,2,candidate,"conserved, species proposed",yes
SF4_v + O2_v,SF4 + O2_v,cand_SF4_v_O2_v_vt,neutral_neutral,vibrational_relaxation,2,candidate,"conserved, species proposed",yes
O2_v + SF5,O2 + SF5,cand_O2_v_SF5_vt,neutral_neutral,vibrational_relaxation,1,candidate,"conserved, species proposed",yes
O2_v + SF5*,O2 + SF5*,cand_O2_v_SF5*_vt,neutral_neutral,vibrational_relaxation,2,candidate,"conserved, species proposed",yes
O2_v + SF5_v,O2 + SF5_v,cand_O2_v_SF5_v_vt,neutral_neutral,vibrational_relaxation,2,candidate,"conserved, species proposed",yes
SF5_v + O2_v,SF5 + O2_v,cand_SF5_v_O2_v_vt,neutral_neutral,vibrational_relaxation,2,candidate,"conserved, species proposed",yes
O2_v + SF6,O2 + SF6,cand_O2_v_SF6_vt,neutral_neutral,vibrational_relaxation,1,candidate,"conserved, species proposed",yes
O2_v + SF6*,O2 + SF6*,cand_O2_v_SF6*_vt,neutral_neutral,vibrational_relaxation,1,candidate,"conserved, species proposed",yes
O2_v + SF6_v,O2 + SF6_v,cand_O2_v_SF6_v_vt,neutral_neutral,vibrational_relaxation,1,candidate,"conserved, species proposed",yes
SF6_v + O2_v,SF6 + O2_v,cand_SF6_v_O2_v_vt,neutral_neutral,vibrational_relaxation,1,candidate,"conserved, species proposed",yes
O2_v + SF_v,O2 + SF_v,cand_O2_v_SF_v_vt,neutral_neutral,vibrational_relaxation,2,candidate,"conserved, species proposed",yes
SF_v + O2_v,SF + O2_v,cand_SF_v_O2_v_vt,neutral_neutral,vibrational_relaxation,2,candidate,"conserved, species proposed",yes
O2_v + SO,O2 + SO,cand_O2_v_SO_vt,neutral_neutral,vibrational_relaxation,2,candidate,"conserved, species proposed",yes
O2_v + SO*,O2 + SO*,cand_O2_v_SO*_vt,neutral_neutral,vibrational_relaxation,3,candidate,"conserved, species proposed",yes
O2_v + SO2,O2 + SO2,cand_O2_v_SO2_vt,neutral_neutral,vibrational_relaxation,3,candidate,"conserved, species proposed",yes
O2_v + SO2*,O2 + SO2*,cand_O2_v_SO2*_vt,neutral_neutral,vibrational_relaxation,4,candidate,"conserved, species proposed",yes
O2_v + SO2F2,O2 + SO2F2,cand_O2_v_SO2F2_vt,neutral_neutral,vibrational_relaxation,3,candidate,"conserved, species proposed",yes
O2_v + SO2F2*,O2 + SO2F2*,cand_O2_v_SO2F2*_vt,neutral_neutral,vibrational_relaxation,4,candidate,"conserved, species proposed",yes
O2_v + SO2F2_v,O2 + SO2F2_v,cand_O2_v_SO2F2_v_vt,neutral_neutral,vibrational_relaxation,4,candidate,"conserved, species proposed",yes
SO2F2_v + O2_v,SO2F2 + O2_v,cand_SO2F2_v_O2_v_vt,neutral_neutral,vibrational_relaxation,4,candidate,"conserved, species proposed",yes
O2_v + SO2_v,O2 + SO2_v,cand_O2_v_SO2_v_vt,neutral_neutral,vibrational_relaxation,4,candidate,"conserved, species proposed",yes
SO2_v + O2_v,SO2 + O2_v,cand_SO2_v_O2_v_vt,neutral_neutral,vibrational_relaxation,4,candidate,"conserved, species proposed",yes
O2_v + SOF,O2 + SOF,cand_O2_v_SOF_vt,neutral_neutral,vibrational_relaxation,2,candidate,"conserved, species proposed",yes
O2_v + SOF*,O2 + SOF*,cand_O2_v_SOF*_vt,neutral_neutral,vibrational_relaxation,3,candidate,"conserved, species proposed",yes
O2_v + SOF2,O2 + SOF2,cand_O2_v_SOF2_vt,neutral_neutral,vibrational_relaxation,2,candidate,"conserved, species proposed",yes
O2_v + SOF2*,O2 + SOF2*,cand_O2_v_SOF2*_vt,neutral_neutral,vibrational_relaxation,3,candidate,"conserved, species proposed",yes
O2_v + SOF2_v,O2 + SOF2_v,cand_O2_v_SOF2_v_vt,neutral_neutral,vibrational_relaxation,3,candidate,"conserved, species proposed",yes
SOF2_v + O2_v,SOF2 + O2_v,cand_SOF2_v_O2_v_vt,neutral_neutral,vibrational_relaxation,3,candidate,"conserved, species proposed",yes
