bodies,reactants,products,id,family,type,depth,status,verdict
2,F+ + Ar,F + Ar+,cand_Fp_Ar_char_F_Arp,ion_neutral,charge_transfer,1,candidate,fast
2,F2+ + Ar,F2 + Ar+,cand_F2p_Ar_char_F2_Arp,ion_neutral,charge_transfer,2,candidate,fast
2,F2+ + Ar,F + F + Ar+,cand_F2p_Ar_diss_F_F_Arp,ion_neutral,dissociative_charge_transfer,2,candidate,fast
2,SF6+ + Ar,SF6 + Ar+,cand_SF6p_Ar_char_SF6_Arp,ion_neutral,charge_transfer,1,candidate,fast
2,SF6+ + Ar,SF4+ + F2 + Ar,cand_SF6p_Ar_diss_SF4p_F2_Ar,ion_neutral,dissociative_charge_transfer,1,candidate,fast
2,SF6+ + Ar,SF5+ + F + Ar,cand_SF6p_Ar_diss_SF5p_F_Ar,ion_neutral,dissociative_charge_transfer,1,candidate,fast
2,Ar+ + F,Ar + F+,cand_Arp_F_char_Ar_Fp,ion_neutral,charge_transfer,1,candidate,fast
2,Ar+ + F*,Ar + F+,cand_Arp_F*_char_Ar_Fp,ion_neutral,charge_transfer,2,candidate,fast
2,Ar+ + O,Ar + O+,cand_Arp_O_char_Ar_Op,ion_neutral,charge_transfer,1,candidate,fast
2,Ar+ + O2,Ar + O2+,Arp_O2_charge_transfer,ion_neutral,charge_transfer,1,literature_supported,fast
2,Ar+ + O2_a1Delta,Ar + O2+,cand_Arp_O2_a1Delta_char_Ar_O2p,ion_neutral,charge_transfer,1,candidate,fast
2,Ar+ + O2_b1Sigma,Ar + O2+,cand_Arp_O2_b1Sigma_char_Ar_O2p,ion_neutral,charge_transfer,1,candidate,fast
2,Ar+ + O2_b1Sigma,Ar + O+ + O,cand_Arp_O2_b1Sigma_diss_Ar_Op_O,ion_neutral,dissociative_charge_transfer,1,candidate,fast
2,Ar+ + O2_v,Ar + O2+,cand_Arp_O2_v_char_Ar_O2p,ion_neutral,charge_transfer,1,candidate,fast
2,Ar+ + O_1D,Ar + O+,cand_Arp_O_1D_char_Ar_Op,ion_neutral,charge_transfer,1,candidate,fast
2,Ar+ + O_1S,Ar + O+,cand_Arp_O_1S_char_Ar_Op,ion_neutral,charge_transfer,1,candidate,fast
2,Ar+ + S,Ar + S+,cand_Arp_S_char_Ar_Sp,ion_neutral,charge_transfer,2,candidate,fast
2,Ar+ + SF6,Ar + SF6+,cand_Arp_SF6_char_Ar_SF6p,ion_neutral,charge_transfer,1,candidate,fast
2,Ar+ + SF6,Ar + SF5+ + F,Arp_SF6_dissociative_charge_transfer_SF5p_F,ion_neutral,dissociative_charge_transfer,1,literature_supported,fast
2,Ar+ + SF6,Ar + SF4+ + F2,cand_Arp_SF6_diss_Ar_SF4p_F2,ion_neutral,dissociative_charge_transfer,1,candidate,fast
2,Ar+ + SF6*,Ar + SF6+,cand_Arp_SF6*_char_Ar_SF6p,ion_neutral,charge_transfer,1,candidate,fast
2,Ar+ + SF6*,Ar + SF4+ + F2,cand_Arp_SF6*_diss_Ar_SF4p_F2,ion_neutral,dissociative_charge_transfer,1,candidate,fast
2,Ar+ + SF6*,Ar + SF5+ + F,cand_Arp_SF6*_diss_Ar_SF5p_F,ion_neutral,dissociative_charge_transfer,1,candidate,fast
2,Ar+ + SF6_v,Ar + SF6+,cand_Arp_SF6_v_char_Ar_SF6p,ion_neutral,charge_transfer,1,candidate,fast
2,Ar+ + SF6_v,Ar + SF4+ + F2,cand_Arp_SF6_v_diss_Ar_SF4p_F2,ion_neutral,dissociative_charge_transfer,1,candidate,fast
2,Ar+ + SF6_v,Ar + SF5+ + F,cand_Arp_SF6_v_diss_Ar_SF5p_F,ion_neutral,dissociative_charge_transfer,1,candidate,fast
2,Ar+ + S_1D,Ar + S+,cand_Arp_S_1D_char_Ar_Sp,ion_neutral,charge_transfer,2,candidate,fast
2,Ar+ + S_1S,Ar + S+,cand_Arp_S_1S_char_Ar_Sp,ion_neutral,charge_transfer,2,candidate,fast
2,F+ + Ar_4s,F + Ar+,cand_Fp_Ar_4s_char_F_Arp,ion_neutral,charge_transfer,1,candidate,fast
2,F2+ + Ar_4s,F2 + Ar+,cand_F2p_Ar_4s_char_F2_Arp,ion_neutral,charge_transfer,2,candidate,fast
2,F2+ + Ar_4s,F + F + Ar+,cand_F2p_Ar_4s_diss_F_F_Arp,ion_neutral,dissociative_charge_transfer,2,candidate,fast
2,F2+ + Ar_4s,F+ + F + Ar,cand_F2p_Ar_4s_diss_Fp_F_Ar,ion_neutral,dissociative_charge_transfer,2,candidate,fast
2,O+ + Ar_4s,O + Ar+,cand_Op_Ar_4s_char_O_Arp,ion_neutral,charge_transfer,1,candidate,fast
2,O2+ + Ar_4s,O2 + Ar+,cand_O2p_Ar_4s_char_O2_Arp,ion_neutral,charge_transfer,1,candidate,fast
2,O2+ + Ar_4s,O + O + Ar+,cand_O2p_Ar_4s_diss_O_O_Arp,ion_neutral,dissociative_charge_transfer,1,candidate,fast
2,O2+ + Ar_4s,O+ + O + Ar,cand_O2p_Ar_4s_diss_Op_O_Ar,ion_neutral,dissociative_charge_transfer,1,candidate,fast
2,S+ + Ar_4s,S + Ar+,cand_Sp_Ar_4s_char_S_Arp,ion_neutral,charge_transfer,1,candidate,fast
2,SF+ + Ar_4s,SF + Ar+,cand_SFp_Ar_4s_char_SF_Arp,ion_neutral,charge_transfer,1,candidate,fast
2,SF2+ + Ar_4s,SF2 + Ar+,cand_SF2p_Ar_4s_char_SF2_Arp,ion_neutral,charge_transfer,1,candidate,fast
2,SF2+ + Ar_4s,S + F2 + Ar+,cand_SF2p_Ar_4s_diss_S_F2_Arp,ion_neutral,dissociative_charge_transfer,1,candidate,fast
2,SF2+ + Ar_4s,S + F2+ + Ar,cand_SF2p_Ar_4s_diss_S_F2p_Ar,ion_neutral,dissociative_charge_transfer,1,candidate,fast
2,SF2+ + Ar_4s,S+ + F2 + Ar,cand_SF2p_Ar_4s_diss_Sp_F2_Ar,ion_neutral,dissociative_charge_transfer,1,candidate,fast
2,SF3+ + Ar_4s,SF3 + Ar+,cand_SF3p_Ar_4s_char_SF3_Arp,ion_neutral,charge_transfer,1,candidate,fast
2,SF4+ + Ar_4s,SF4 + Ar+,cand_SF4p_Ar_4s_char_SF4_Arp,ion_neutral,charge_transfer,1,candidate,fast
2,SF4+ + Ar_4s,SF2 + F2 + Ar+,cand_SF4p_Ar_4s_diss_SF2_F2_Arp,ion_neutral,dissociative_charge_transfer,1,candidate,fast
2,SF4+ + Ar_4s,SF2 + F2+ + Ar,cand_SF4p_Ar_4s_diss_SF2_F2p_Ar,ion_neutral,dissociative_charge_transfer,1,candidate,fast
