reactants,products,id,family,type,depth,status,verdict,decided
e + SF4,e + SF4*,cand_e_SF4_to_e_SF4*,electron,excitation,1,candidate,unknown,no
e + SF4,e + SF4_v,cand_e_SF4_to_e_SF4_v,electron,excitation,1,candidate,unknown,no
e + SF4,e + SF4+,e_SF4_ionization,electron,ionization,1,literature_supported,unknown,no
e + SF4*,e + SF4,cand_e_SF4*_to_e_SF4,electron,deexcitation,1,candidate,unknown,no
e + SF4*,e + SF2 + F2,cand_e_SF4*_to_e_SF2_F2,electron,dissociation,2,candidate,unknown,no
e + SF4*,e + SF3 + F,cand_e_SF4*_to_e_SF3_F,electron,dissociation,2,candidate,unknown,no
e + SF4*,e + e + SF2+ + F2,cand_e_SF4*_to_e_e_SF2p_F2,electron,dissociative_ionization,2,candidate,unknown,no
e + SF4*,e + e + SF3+ + F,cand_e_SF4*_to_e_e_SF3p_F,electron,dissociative_ionization,2,candidate,unknown,no
e + SF4*,e + SF4*,cand_e_SF4*_to_e_SF4*,electron,elastic,2,candidate,unknown,no
e + SF4*,e + e + SF4+,cand_e_SF4*_to_e_e_SF4p,electron,ionization,2,candidate,unknown,no
e + SF4_v,e + SF4,cand_e_SF4_v_to_e_SF4,electron,deexcitation,1,candidate,unknown,no
e + SF4_v,e + SF2 + F2,cand_e_SF4_v_to_e_SF2_F2,electron,dissociation,2,candidate,unknown,no
e + SF4_v,e + SF3 + F,cand_e_SF4_v_to_e_SF3_F,electron,dissociation,2,candidate,unknown,no
e + SF4_v,e + e + SF2+ + F2,cand_e_SF4_v_to_e_e_SF2p_F2,electron,dissociative_ionization,2,candidate,unknown,no
e + SF4_v,e + e + SF3+ + F,cand_e_SF4_v_to_e_e_SF3p_F,electron,dissociative_ionization,2,candidate,unknown,no
e + SF4_v,e + SF4_v,cand_e_SF4_v_to_e_SF4_v,electron,elastic,2,candidate,unknown,no
e + SF4_v,e + e + SF4+,cand_e_SF4_v_to_e_e_SF4p,electron,ionization,2,candidate,unknown,no
e + SF5,e + SF3 + F2,cand_e_SF5_to_e_SF3_F2,electron,dissociation,1,candidate,unknown,no
e + SF5,e + SF4 + F,e_SF5_dissociation_SF4_F,electron,dissociation,1,literature_supported,unknown,no
e + SF5,e + e + SF3+ + F2,cand_e_SF5_to_e_e_SF3p_F2,electron,dissociative_ionization,1,candidate,unknown,no
e + SF5,e + SF4+ + F,e_SF5_dissociative_ionization_SF4p_F,electron,dissociative_ionization,1,literature_supported,unknown,no
e + SF5,e + SF5,cand_e_SF5_to_e_SF5,electron,elastic,1,candidate,unknown,no
