id,equation,family,type,depth,status,verdict,decided
Arp_O2_charge_transfer,Ar+ + O2 -> Ar + O2+,ion_neutral,charge_transfer,1,literature_supported,fast,yes
Arp_SF6_dissociative_charge_transfer_SF5p_F,Ar+ + SF6 -> Ar + SF5+ + F,ion_neutral,dissociative_charge_transfer,1,literature_supported,fast,yes
Op_O2_charge_transfer,O+ + O2 -> O + O2+,ion_neutral,charge_transfer,1,literature_supported,fast,yes
SF5p_SF6_to_SF3p_SF6_F2,SF5+ + SF6 -> SF3+ + SF6 + F2,ion_neutral,reactive_scattering,1,literature_supported,fast,yes
F2_O_to_FO_F,F2 + O -> FO + F,neutral_neutral,reactive_scattering,1,literature_supported,slow,yes
F2_O1D_to_FO_F,F2 + O_1D -> FO + F,neutral_neutral,reactive_scattering,1,literature_supported,fast,yes
O2a_O2_self_quenching,O2 + O2_a1Delta -> 2 O2,neutral_neutral,reactive_scattering,1,literature_supported,negligible,yes
O1D_O2_quenching_O2_b1Sigma,O_1D + O2 -> O + O2_b1Sigma,neutral_neutral,reactive_scattering,1,literature_supported,fast,yes
O1D_O2_quenching_O2_a1Delta,O_1D + O2 -> O + O2_a1Delta,neutral_neutral,reactive_scattering,1,literature_supported,fast,yes
SF_F2_to_SF2_F,SF + F2 -> SF2 + F,neutral_neutral,reactive_scattering,1,literature_supported,comparable,yes
SF_O_R121,SF + O -> SO + F,neutral_neutral,reactive_scattering,1,literature_supported,fast,yes
SF_O_R136,SF + O -> SOF,neutral_neutral,reactive_scattering,1,literature_supported,fast,yes
SF_O1D_R121,SF + O_1D -> SO + F,neutral_neutral,reactive_scattering,1,literature_supported,fast,yes
SF_O1D_R136,SF + O_1D -> SOF,neutral_neutral,reactive_scattering,1,literature_supported,fast,yes
SF_SF_to_S_SF2,SF + SF -> S + SF2,neutral_neutral,reactive_scattering,1,literature_supported,fast,yes
SF2_F2_to_SF3_F,SF2 + F2 -> SF3 + F,neutral_neutral,reactive_scattering,1,literature_supported,comparable,yes
SF2_O_R120,SF2 + O -> SOF + F,neutral_neutral,reactive_scattering,1,literature_supported,fast,yes
SF2_O_R135,SF2 + O -> SOF2,neutral_neutral,reactive_scattering,1,literature_supported,fast,yes
SF2_O1D_R120,SF2 + O_1D -> SOF + F,neutral_neutral,reactive_scattering,1,literature_supported,fast,yes
SF2_O1D_R135,SF2 + O_1D -> SOF2,neutral_neutral,reactive_scattering,1,literature_supported,fast,yes
SF3_F2_to_SF4_F,SF3 + F2 -> SF4 + F,neutral_neutral,reactive_scattering,1,literature_supported,comparable,yes
SF3_O_R119,SF3 + O -> SOF2 + F,neutral_neutral,reactive_scattering,1,literature_supported,fast,yes
SF3_O_R134,SF3 + O -> SOF3,neutral_neutral,reactive_scattering,1,literature_supported,fast,yes
SF3_O1D_R119,SF3 + O_1D -> SOF2 + F,neutral_neutral,reactive_scattering,1,literature_supported,fast,yes
SF3_O1D_R134,SF3 + O_1D -> SOF3,neutral_neutral,reactive_scattering,1,literature_supported,fast,yes
SF3_SF3_to_SF2_SF4,SF3 + SF3 -> SF2 + SF4,neutral_neutral,reactive_scattering,1,literature_supported,fast,yes
SF4_F2_to_SF5_F,SF4 + F2 -> SF5 + F,neutral_neutral,reactive_scattering,1,literature_supported,comparable,yes
SF4_O_R133,SF4 + O -> SOF4,neutral_neutral,reactive_scattering,1,literature_supported,comparable,yes
