id,equation,family,type,depth,status,verdict,decided
Arp_O2_charge_transfer,Ar+ + O2 -> Ar + O2+,ion_neutral,charge_transfer,1,literature_supported,exothermic by 3.69 eV,yes
Arp_SF6_dissociative_charge_transfer_SF5p_F,Ar+ + SF6 -> Ar + SF5+ + F,ion_neutral,dissociative_charge_transfer,1,literature_supported,exothermic by 0.44 eV,yes
Op_O2_charge_transfer,O+ + O2 -> O + O2+,ion_neutral,charge_transfer,1,literature_supported,exothermic by 1.55 eV,yes
F2_O_to_FO_F,F2 + O -> FO + F,neutral_neutral,reactive_scattering,1,literature_supported,exothermic by 0.63 eV,yes
F2_O1D_to_FO_F,F2 + O_1D -> FO + F,neutral_neutral,reactive_scattering,1,literature_supported,exothermic by 2.60 eV,yes
O2a_O2_self_quenching,O2 + O2_a1Delta -> 2 O2,neutral_neutral,reactive_scattering,1,literature_supported,exothermic by 0.98 eV,yes
O1D_O2_quenching_O2_b1Sigma,O_1D + O2 -> O + O2_b1Sigma,neutral_neutral,reactive_scattering,1,literature_supported,exothermic by 0.34 eV,yes
O1D_O2_quenching_O2_a1Delta,O_1D + O2 -> O + O2_a1Delta,neutral_neutral,reactive_scattering,1,literature_supported,exothermic by 0.99 eV,yes
SF2_O_R135,SF2 + O -> SOF2,neutral_neutral,reactive_scattering,1,literature_supported,exothermic by 5.15 eV,yes
SF2_O1D_R135,SF2 + O_1D -> SOF2,neutral_neutral,reactive_scattering,1,literature_supported,exothermic by 7.11 eV,yes
SF4_F2_to_SF5_F,SF4 + F2 -> SF5 + F,neutral_neutral,reactive_scattering,1,literature_supported,exothermic by 0.68 eV,yes
SF5_F2_to_SF6_F,SF5 + F2 -> SF6 + F,neutral_neutral,reactive_scattering,1,literature_supported,exothermic by 2.41 eV,yes
SF5_SF5_to_SF4_SF6,SF5 + SF5 -> SF4 + SF6,neutral_neutral,reactive_scattering,1,literature_supported,exothermic by 1.73 eV,yes
cand_e_F2_to_e_F2,e + F2 -> e + F2,electron,elastic,1,candidate,thermoneutral,yes
cand_e_F2_to_e_F2_v,e + F2 -> e + F2_v,electron,excitation,1,candidate,endothermic by 0.10 eV,yes
cand_e_F2_v_to_e_F2,e + F2_v -> e + F2,electron,deexcitation,1,candidate,exothermic by 0.10 eV,yes
cand_e_F2_to_e_e_Fp_F,e + F2 -> e + e + F+ + F,electron,dissociative_ionization,1,candidate,endothermic by 19.07 eV,yes
cand_e_O2_a1Delta_to_e_O_O,e + O2_a1Delta -> e + O + O,electron,dissociation,1,candidate,endothermic by 4.19 eV,yes
cand_e_O2_a1Delta_to_e_e_Op_O,e + O2_a1Delta -> e + e + O+ + O,electron,dissociative_ionization,1,candidate,endothermic by 17.81 eV,yes
cand_e_O2_b1Sigma_to_e_O_O,e + O2_b1Sigma -> e + O + O,electron,dissociation,1,candidate,endothermic by 3.54 eV,yes
cand_e_O2_b1Sigma_to_e_e_Op_O,e + O2_b1Sigma -> e + e + O+ + O,electron,dissociative_ionization,1,candidate,endothermic by 17.16 eV,yes
cand_e_O2_v_to_e_O2_v,e + O2_v -> e + O2_v,electron,elastic,1,candidate,thermoneutral,yes
cand_e_O2_v_to_e_e_O2p,e + O2_v -> e + e + O2+,electron,ionization,1,candidate,endothermic by 11.88 eV,yes
cand_e_O2_v_to_e_O_O,e + O2_v -> e + O + O,electron,dissociation,1,candidate,endothermic by 4.98 eV,yes
cand_e_O2_v_to_e_e_Op_O,e + O2_v -> e + e + O+ + O,electron,dissociative_ionization,1,candidate,endothermic by 18.60 eV,yes
cand_e_O_1S_to_e_e_Op,e + O_1S -> e + e + O+,electron,ionization,1,candidate,endothermic by 9.43 eV,yes
cand_e_SF2_to_e_SF2,e + SF2 -> e + SF2,electron,elastic,1,candidate,thermoneutral,yes
cand_e_SF2_to_e_S_F2,e + SF2 -> e + S + F2,electron,dissociation,1,candidate,endothermic by 5.95 eV,yes
cand_e_SF4_to_e_SF4,e + SF4 -> e + SF4,electron,elastic,1,candidate,thermoneutral,yes
cand_e_SF4_to_e_SF4_v,e + SF4 -> e + SF4_v,electron,excitation,1,candidate,endothermic by 0.08 eV,yes
cand_e_SF4_v_to_e_SF4,e + SF4_v -> e + SF4,electron,deexcitation,1,candidate,exothermic by 0.08 eV,yes
cand_e_SF4_to_e_SF2_F2,e + SF4 -> e + SF2 + F2,electron,dissociation,1,candidate,endothermic by 4.84 eV,yes
cand_e_SF5_to_e_SF5,e + SF5 -> e + SF5,electron,elastic,1,candidate,thermoneutral,yes
cand_SF2_diss_S_1D,e + SF2 -> e + F2 + S_1D,electron,dissociation,1,candidate,endothermic by 7.09 eV,yes
cand_SF2_diss_S_1S,e + SF2 -> e + F2 + S_1S,electron,dissociation,1,candidate,endothermic by 8.70 eV,yes
cand_O2_v_Ar_vt,O2_v + Ar -> O2 + Ar,neutral_neutral,vibrational_relaxation,1,candidate,exothermic by 0.19 eV,yes
cand_O2_v_Ar_4s_vt,O2_v + Ar_4s -> O2 + Ar_4s,neutral_neutral,vibrational_relaxation,1,candidate,exothermic by 0.19 eV,yes
cand_O2_v_F_vt,O2_v + F -> O2 + F,neutral_neutral,vibrational_relaxation,1,candidate,exothermic by 0.19 eV,yes
cand_O2_v_F2_vt,O2_v + F2 -> O2 + F2,neutral_neutral,vibrational_relaxation,1,candidate,exothermic by 0.19 eV,yes
cand_O2_v_O_vt,O2_v + O -> O2 + O,neutral_neutral,vibrational_relaxation,1,candidate,exothermic by 0.19 eV,yes
cand_O2_v_O2_vt,O2_v + O2 -> O2 + O2,neutral_neutral,vibrational_relaxation,1,candidate,exothermic by 0.19 eV,yes
cand_O2_v_O2_a1Delta_vt,O2_v + O2_a1Delta -> O2 + O2_a1Delta,neutral_neutral,vibrational_relaxation,1,candidate,exothermic by 0.19 eV,yes
cand_O2_v_O2_b1Sigma_vt,O2_v + O2_b1Sigma -> O2 + O2_b1Sigma,neutral_neutral,vibrational_relaxation,1,candidate,exothermic by 0.19 eV,yes
cand_O2_v_O_1D_vt,O2_v + O_1D -> O2 + O_1D,neutral_neutral,vibrational_relaxation,1,candidate,exothermic by 0.19 eV,yes
cand_O2_v_O_1S_vt,O2_v + O_1S -> O2 + O_1S,neutral_neutral,vibrational_relaxation,1,candidate,exothermic by 0.19 eV,yes
cand_O2_v_SF_vt,O2_v + SF -> O2 + SF,neutral_neutral,vibrational_relaxation,1,candidate,exothermic by 0.19 eV,yes
cand_O2_v_SF2_vt,O2_v + SF2 -> O2 + SF2,neutral_neutral,vibrational_relaxation,1,candidate,exothermic by 0.19 eV,yes
cand_O2_v_SF3_vt,O2_v + SF3 -> O2 + SF3,neutral_neutral,vibrational_relaxation,1,candidate,exothermic by 0.19 eV,yes
cand_O2_v_SF4_vt,O2_v + SF4 -> O2 + SF4,neutral_neutral,vibrational_relaxation,1,candidate,exothermic by 0.19 eV,yes
cand_O2_v_SF5_vt,O2_v + SF5 -> O2 + SF5,neutral_neutral,vibrational_relaxation,1,candidate,exothermic by 0.19 eV,yes
cand_O2_v_SF6_vt,O2_v + SF6 -> O2 + SF6,neutral_neutral,vibrational_relaxation,1,candidate,exothermic by 0.19 eV,yes
cand_O2_v_SF6*_vt,O2_v + SF6* -> O2 + SF6*,neutral_neutral,vibrational_relaxation,1,candidate,exothermic by 0.19 eV,yes
cand_O2_v_SF6_v_vt,O2_v + SF6_v -> O2 + SF6_v,neutral_neutral,vibrational_relaxation,1,candidate,exothermic by 0.19 eV,yes
cand_Arp_F_char_Ar_Fp,Ar+ + F -> Ar + F+,ion_neutral,charge_transfer,1,candidate,endothermic by 1.66 eV,yes
cand_Arp_F2_char_Ar_F2p,Ar+ + F2 -> Ar + F2+,ion_neutral,charge_transfer,1,candidate,exothermic by 0.07 eV,yes
cand_Arp_F2_reac_Arp_F_F,Ar+ + F2 -> Ar+ + F + F,ion_neutral,reactive_scattering,1,candidate,endothermic by 1.65 eV,yes
cand_Arp_O_char_Ar_Op,Ar+ + O -> Ar + O+,ion_neutral,charge_transfer,1,candidate,exothermic by 2.14 eV,yes
cand_Arp_O2_a1Delta_char_Ar_O2p,Ar+ + O2_a1Delta -> Ar + O2+,ion_neutral,charge_transfer,1,candidate,exothermic by 4.67 eV,yes
cand_Arp_O2_b1Sigma_char_Ar_O2p,Ar+ + O2_b1Sigma -> Ar + O2+,ion_neutral,charge_transfer,1,candidate,exothermic by 5.32 eV,yes
cand_Arp_O2_b1Sigma_diss_Ar_Op_O,Ar+ + O2_b1Sigma -> Ar + O+ + O,ion_neutral,dissociative_charge_transfer,1,candidate,endothermic by 1.40 eV,yes
cand_Arp_O2_v_char_Ar_O2p,Ar+ + O2_v -> Ar + O2+,ion_neutral,charge_transfer,1,candidate,exothermic by 3.69 eV,yes
cand_Arp_O_1D_char_Ar_Op,Ar+ + O_1D -> Ar + O+,ion_neutral,charge_transfer,1,candidate,exothermic by 4.11 eV,yes
cand_Arp_O_1S_char_Ar_Op,Ar+ + O_1S -> Ar + O+,ion_neutral,charge_transfer,1,candidate,exothermic by 6.33 eV,yes
cand_Arp_SF_char_Ar_SFp,Ar+ + SF -> Ar + SF+,ion_neutral,charge_transfer,1,candidate,exothermic by 5.46 eV,yes
cand_Arp_SF2_char_Ar_SF2p,Ar+ + SF2 -> Ar + SF2+,ion_neutral,charge_transfer,1,candidate,exothermic by 4.96 eV,yes
cand_Arp_SF2_diss_Ar_Sp_F2,Ar+ + SF2 -> Ar + S+ + F2,ion_neutral,dissociative_charge_transfer,1,candidate,endothermic by 0.55 eV,yes
cand_Arp_SF3_char_Ar_SF3p,Ar+ + SF3 -> Ar + SF3+,ion_neutral,charge_transfer,1,candidate,exothermic by 7.58 eV,yes
cand_Arp_SF4_char_Ar_SF4p,Ar+ + SF4 -> Ar + SF4+,ion_neutral,charge_transfer,1,candidate,exothermic by 3.76 eV,yes
cand_Arp_SF4_diss_Ar_SF2p_F2,Ar+ + SF4 -> Ar + SF2+ + F2,ion_neutral,dissociative_charge_transfer,1,candidate,exothermic by 0.12 eV,yes
cand_Arp_SF5_char_Ar_SF5p,Ar+ + SF5 -> Ar + SF5+,ion_neutral,charge_transfer,1,candidate,exothermic by 6.16 eV,yes
cand_Arp_SF5_diss_Ar_SF4p_F,Ar+ + SF5 -> Ar + SF4+ + F,ion_neutral,dissociative_charge_transfer,1,candidate,exothermic by 1.43 eV,yes
cand_Arp_SF6_char_Ar_SF6p,Ar+ + SF6 -> Ar + SF6+,ion_neutral,charge_transfer,1,candidate,exothermic by 0.44 eV,yes
cand_Arp_SF6_diss_Ar_SF4p_F2,Ar+ + SF6 -> Ar + SF4+ + F2,ion_neutral,dissociative_charge_transfer,1,candidate,endothermic by 0.98 eV,yes
cand_Arp_SF6*_char_Ar_SF6p,Ar+ + SF6* -> Ar + SF6+,ion_neutral,charge_transfer,1,candidate,exothermic by 0.44 eV,yes
cand_Arp_SF6*_diss_Ar_SF5p_F,Ar+ + SF6* -> Ar + SF5+ + F,ion_neutral,dissociative_charge_transfer,1,candidate,exothermic by 2.10 eV,yes
cand_Arp_SF6*_diss_Ar_SF4p_F2,Ar+ + SF6* -> Ar + SF4+ + F2,ion_neutral,dissociative_charge_transfer,1,candidate,endothermic by 0.98 eV,yes
cand_Arp_SF6_v_char_Ar_SF6p,Ar+ + SF6_v -> Ar + SF6+,ion_neutral,charge_transfer,1,candidate,exothermic by 0.44 eV,yes
cand_Arp_SF6_v_diss_Ar_SF5p_F,Ar+ + SF6_v -> Ar + SF5+ + F,ion_neutral,dissociative_charge_transfer,1,candidate,exothermic by 2.10 eV,yes
cand_Arp_SF6_v_diss_Ar_SF4p_F2,Ar+ + SF6_v -> Ar + SF4+ + F2,ion_neutral,dissociative_charge_transfer,1,candidate,endothermic by 0.98 eV,yes
cand_Fp_Ar_char_F_Arp,F+ + Ar -> F + Ar+,ion_neutral,charge_transfer,1,candidate,exothermic by 1.66 eV,yes
cand_Fp_Ar_4s_char_F_Arp,F+ + Ar_4s -> F + Ar+,ion_neutral,charge_transfer,1,candidate,exothermic by 13.26 eV,yes
cand_Fp_F2_char_F_F2p,F+ + F2 -> F + F2+,ion_neutral,charge_transfer,1,candidate,exothermic by 1.73 eV,yes
cand_Fp_F2_reac_Fp_F_F,F+ + F2 -> F+ + F + F,ion_neutral,reactive_scattering,1,candidate,endothermic by 1.65 eV,yes
cand_Fp_O_char_F_Op,F+ + O -> F + O+,ion_neutral,charge_transfer,1,candidate,exothermic by 3.80 eV,yes
cand_Fp_O2_char_F_O2p,F+ + O2 -> F + O2+,ion_neutral,charge_transfer,1,candidate,exothermic by 5.35 eV,yes
cand_Fp_O2_diss_F_Op_O,F+ + O2 -> F + O+ + O,ion_neutral,dissociative_charge_transfer,1,candidate,endothermic by 1.36 eV,yes
cand_Fp_O2_a1Delta_char_F_O2p,F+ + O2_a1Delta -> F + O2+,ion_neutral,charge_transfer,1,candidate,exothermic by 6.33 eV,yes
cand_Fp_O2_a1Delta_diss_F_Op_O,F+ + O2_a1Delta -> F + O+ + O,ion_neutral,dissociative_charge_transfer,1,candidate,endothermic by 0.38 eV,yes
cand_Fp_O2_b1Sigma_char_F_O2p,F+ + O2_b1Sigma -> F + O2+,ion_neutral,charge_transfer,1,candidate,exothermic by 6.98 eV,yes
cand_Fp_O2_b1Sigma_diss_F_Op_O,F+ + O2_b1Sigma -> F + O+ + O,ion_neutral,dissociative_charge_transfer,1,candidate,exothermic by 0.27 eV,yes
cand_Fp_O2_v_char_F_O2p,F+ + O2_v -> F + O2+,ion_neutral,charge_transfer,1,candidate,exothermic by 5.35 eV,yes
cand_Fp_O2_v_diss_F_Op_O,F+ + O2_v -> F + O+ + O,ion_neutral,dissociative_charge_transfer,1,candidate,endothermic by 1.36 eV,yes
cand_Fp_O_1D_char_F_Op,F+ + O_1D -> F + O+,ion_neutral,charge_transfer,1,candidate,exothermic by 5.77 eV,yes
cand_Fp_O_1S_char_F_Op,F+ + O_1S -> F + O+,ion_neutral,charge_transfer,1,candidate,exothermic by 7.99 eV,yes
cand_Fp_SF_char_F_SFp,F+ + SF -> F + SF+,ion_neutral,charge_transfer,1,candidate,exothermic by 7.12 eV,yes
cand_Fp_SF2_char_F_SF2p,F+ + SF2 -> F + SF2+,ion_neutral,charge_transfer,1,candidate,exothermic by 6.62 eV,yes
cand_Fp_SF2_diss_F_Sp_F2,F+ + SF2 -> F + S+ + F2,ion_neutral,dissociative_charge_transfer,1,candidate,exothermic by 1.12 eV,yes
cand_Fp_SF3_char_F_SF3p,F+ + SF3 -> F + SF3+,ion_neutral,charge_transfer,1,candidate,exothermic by 9.24 eV,yes
cand_Fp_SF4_char_F_SF4p,F+ + SF4 -> F + SF4+,ion_neutral,charge_transfer,1,candidate,exothermic by 5.42 eV,yes
cand_Fp_SF4_diss_F_SF2p_F2,F+ + SF4 -> F + SF2+ + F2,ion_neutral,dissociative_charge_transfer,1,candidate,exothermic by 1.79 eV,yes
cand_Fp_SF5_char_F_SF5p,F+ + SF5 -> F + SF5+,ion_neutral,charge_transfer,1,candidate,exothermic by 7.82 eV,yes
cand_Fp_SF5_diss_F_SF4p_F,F+ + SF5 -> F + SF4+ + F,ion_neutral,dissociative_charge_transfer,1,candidate,exothermic by 3.09 eV,yes
cand_Fp_SF6_char_F_SF6p,F+ + SF6 -> F + SF6+,ion_neutral,charge_transfer,1,candidate,exothermic by 2.10 eV,yes
cand_Fp_SF6_diss_F_SF5p_F,F+ + SF6 -> F + SF5+ + F,ion_neutral,dissociative_charge_transfer,1,candidate,exothermic by 3.77 eV,yes
cand_Fp_SF6_diss_F_SF4p_F2,F+ + SF6 -> F + SF4+ + F2,ion_neutral,dissociative_charge_transfer,1,candidate,exothermic by 0.68 eV,yes
cand_Fp_SF6*_char_F_SF6p,F+ + SF6* -> F + SF6+,ion_neutral,charge_transfer,1,candidate,exothermic by 2.10 eV,yes
cand_Fp_SF6*_diss_F_SF5p_F,F+ + SF6* -> F + SF5+ + F,ion_neutral,dissociative_charge_transfer,1,candidate,exothermic by 3.77 eV,yes
cand_Fp_SF6*_diss_F_SF4p_F2,F+ + SF6* -> F + SF4+ + F2,ion_neutral,dissociative_charge_transfer,1,candidate,exothermic by 0.68 eV,yes
cand_Fp_SF6_v_char_F_SF6p,F+ + SF6_v -> F + SF6+,ion_neutral,charge_transfer,1,candidate,exothermic by 2.10 eV,yes
cand_Fp_SF6_v_diss_F_SF5p_F,F+ + SF6_v -> F + SF5+ + F,ion_neutral,dissociative_charge_transfer,1,candidate,exothermic by 3.77 eV,yes
cand_Fp_SF6_v_diss_F_SF4p_F2,F+ + SF6_v -> F + SF4+ + F2,ion_neutral,dissociative_charge_transfer,1,candidate,exothermic by 0.68 eV,yes
cand_Op_Ar_4s_char_O_Arp,O+ + Ar_4s -> O + Ar+,ion_neutral,charge_transfer,1,candidate,exothermic by 9.46 eV,yes
cand_Op_F2_reac_Op_F_F,O+ + F2 -> O+ + F + F,ion_neutral,reactive_scattering,1,candidate,endothermic by 1.65 eV,yes
cand_Op_O2_a1Delta_char_O_O2p,O+ + O2_a1Delta -> O + O2+,ion_neutral,charge_transfer,1,candidate,exothermic by 2.52 eV,yes
cand_Op_O2_b1Sigma_char_O_O2p,O+ + O2_b1Sigma -> O + O2+,ion_neutral,charge_transfer,1,candidate,exothermic by 3.17 eV,yes
cand_Op_O2_v_char_O_O2p,O+ + O2_v -> O + O2+,ion_neutral,charge_transfer,1,candidate,exothermic by 1.55 eV,yes
cand_Op_SF_char_O_SFp,O+ + SF -> O + SF+,ion_neutral,charge_transfer,1,candidate,exothermic by 3.32 eV,yes
cand_Op_SF2_char_O_SF2p,O+ + SF2 -> O + SF2+,ion_neutral,charge_transfer,1,candidate,exothermic by 2.82 eV,yes
cand_Op_SF3_char_O_SF3p,O+ + SF3 -> O + SF3+,ion_neutral,charge_transfer,1,candidate,exothermic by 5.44 eV,yes
cand_Op_SF4_char_O_SF4p,O+ + SF4 -> O + SF4+,ion_neutral,charge_transfer,1,candidate,exothermic by 1.62 eV,yes
cand_Op_SF5_char_O_SF5p,O+ + SF5 -> O + SF5+,ion_neutral,charge_transfer,1,candidate,exothermic by 4.02 eV,yes
cand_Op_SF5_diss_O_SF4p_F,O+ + SF5 -> O + SF4+ + F,ion_neutral,dissociative_charge_transfer,1,candidate,endothermic by 0.71 eV,yes
cand_Op_SF6_char_O_SF6p,O+ + SF6 -> O + SF6+,ion_neutral,charge_transfer,1,candidate,endothermic by 1.70 eV,yes
cand_Op_SF6_diss_O_SF5p_F,O+ + SF6 -> O + SF5+ + F,ion_neutral,dissociative_charge_transfer,1,candidate,endothermic by 0.04 eV,yes
cand_Op_SF6*_char_O_SF6p,O+ + SF6* -> O + SF6+,ion_neutral,charge_transfer,1,candidate,endothermic by 1.70 eV,yes
cand_Op_SF6*_diss_O_SF5p_F,O+ + SF6* -> O + SF5+ + F,ion_neutral,dissociative_charge_transfer,1,candidate,endothermic by 0.04 eV,yes
cand_Op_SF6_v_char_O_SF6p,O+ + SF6_v -> O + SF6+,ion_neutral,charge_transfer,1,candidate,endothermic by 1.70 eV,yes
cand_Op_SF6_v_diss_O_SF5p_F,O+ + SF6_v -> O + SF5+ + F,ion_neutral,dissociative_charge_transfer,1,candidate,endothermic by 0.04 eV,yes
cand_O2p_Ar_4s_char_O2_Arp,O2+ + Ar_4s -> O2 + Ar+,ion_neutral,charge_transfer,1,candidate,exothermic by 7.91 eV,yes
cand_O2p_Ar_4s_diss_Op_O_Ar,O2+ + Ar_4s -> O+ + O + Ar,ion_neutral,dissociative_charge_transfer,1,candidate,exothermic by 4.89 eV,yes
cand_O2p_Ar_4s_diss_O_O_Arp,O2+ + Ar_4s -> O + O + Ar+,ion_neutral,dissociative_charge_transfer,1,candidate,exothermic by 2.74 eV,yes
cand_O2p_F2_reac_O2p_F_F,O2+ + F2 -> O2+ + F + F,ion_neutral,reactive_scattering,1,candidate,endothermic by 1.65 eV,yes
cand_O2p_O_char_O2_Op,O2+ + O -> O2 + O+,ion_neutral,charge_transfer,1,candidate,endothermic by 1.55 eV,yes
cand_O2p_O_1D_char_O2_Op,O2+ + O_1D -> O2 + O+,ion_neutral,charge_transfer,1,candidate,exothermic by 0.42 eV,yes
cand_O2p_O_1S_char_O2_Op,O2+ + O_1S -> O2 + O+,ion_neutral,charge_transfer,1,candidate,exothermic by 2.64 eV,yes
cand_O2p_SF_char_O2_SFp,O2+ + SF -> O2 + SF+,ion_neutral,charge_transfer,1,candidate,exothermic by 1.77 eV,yes
cand_O2p_SF2_char_O2_SF2p,O2+ + SF2 -> O2 + SF2+,ion_neutral,charge_transfer,1,candidate,exothermic by 1.27 eV,yes
cand_O2p_SF3_char_O2_SF3p,O2+ + SF3 -> O2 + SF3+,ion_neutral,charge_transfer,1,candidate,exothermic by 3.89 eV,yes
cand_O2p_SF3_diss_O_O_SF3p,O2+ + SF3 -> O + O + SF3+,ion_neutral,dissociative_charge_transfer,1,candidate,endothermic by 1.28 eV,yes
cand_O2p_SF4_char_O2_SF4p,O2+ + SF4 -> O2 + SF4+,ion_neutral,charge_transfer,1,candidate,exothermic by 0.07 eV,yes
cand_O2p_SF5_char_O2_SF5p,O2+ + SF5 -> O2 + SF5+,ion_neutral,charge_transfer,1,candidate,exothermic by 2.47 eV,yes
cand_O2p_SF6_diss_O2_SF5p_F,O2+ + SF6 -> O2 + SF5+ + F,ion_neutral,dissociative_charge_transfer,1,candidate,endothermic by 1.59 eV,yes
cand_O2p_SF6*_diss_O2_SF5p_F,O2+ + SF6* -> O2 + SF5+ + F,ion_neutral,dissociative_charge_transfer,1,candidate,endothermic by 1.59 eV,yes
cand_O2p_SF6_v_diss_O2_SF5p_F,O2+ + SF6_v -> O2 + SF5+ + F,ion_neutral,dissociative_charge_transfer,1,candidate,endothermic by 1.59 eV,yes
cand_Sp_Ar_4s_char_S_Arp,S+ + Ar_4s -> S + Ar+,ion_neutral,charge_transfer,1,candidate,exothermic by 6.20 eV,yes
cand_Sp_F2_reac_Sp_F_F,S+ + F2 -> S+ + F + F,ion_neutral,reactive_scattering,1,candidate,endothermic by 1.65 eV,yes
cand_Sp_O2_char_S_O2p,S+ + O2 -> S + O2+,ion_neutral,charge_transfer,1,candidate,endothermic by 1.71 eV,yes
cand_Sp_O2_a1Delta_char_S_O2p,S+ + O2_a1Delta -> S + O2+,ion_neutral,charge_transfer,1,candidate,endothermic by 0.73 eV,yes
cand_Sp_O2_b1Sigma_char_S_O2p,S+ + O2_b1Sigma -> S + O2+,ion_neutral,charge_transfer,1,candidate,endothermic by 0.08 eV,yes
cand_Sp_O2_v_char_S_O2p,S+ + O2_v -> S + O2+,ion_neutral,charge_transfer,1,candidate,endothermic by 1.71 eV,yes
cand_Sp_O_1D_char_S_Op,S+ + O_1D -> S + O+,ion_neutral,charge_transfer,1,candidate,endothermic by 1.29 eV,yes
