candidate,reaction_type,verdict,reason,id
F- + CF -> F- + C + F,Collision-induced target dissociation,pass,every non-electron reactant and product passes its State assessment,rxn_1a0028cd4ae1
F2+ + CF -> F2+ + C + F,Collision-induced target dissociation,pass,every non-electron reactant and product passes its State assessment,rxn_a6415d52802a
F2- + CF -> F2- + C + F,Collision-induced target dissociation,pass,every non-electron reactant and product passes its State assessment,rxn_0a62da689c8f
Ar- + C -> Ar + C + e,Collisional electron detachment,fail,at least one non-electron reactant or product fails its State assessment,rxn_d3018f07b67c
Ar- + CF -> Ar + CF + e,Collisional electron detachment,fail,at least one non-electron reactant or product fails its State assessment,rxn_8f0f09751558
ArF- + Ar -> 2 Ar + F + e,Collisional electron detachment,unknown,at least one non-electron reactant or product has an unknown State assessment,rxn_6744b6d453cb
ArF- + C -> Ar + C + F + e,Collisional electron detachment,unknown,at least one non-electron reactant or product has an unknown State assessment,rxn_50dfdb3b4666
ArF- + CF -> Ar + CF + F + e,Collisional electron detachment,unknown,at least one non-electron reactant or product has an unknown State assessment,rxn_2fc1321917bc
ArF- + CF2 -> Ar + CF2 + F + e,Collisional electron detachment,unknown,at least one non-electron reactant or product has an unknown State assessment,rxn_70fb442e3beb
ArF- + CF3 -> Ar + CF3 + F + e,Collisional electron detachment,unknown,at least one non-electron reactant or product has an unknown State assessment,rxn_c7f5b6be2a70
ArF- + CF4 -> Ar + F + CF4 + e,Collisional electron detachment,unknown,at least one non-electron reactant or product has an unknown State assessment,rxn_b43392e9042e
ArF- + F -> Ar + 2 F + e,Collisional electron detachment,unknown,at least one non-electron reactant or product has an unknown State assessment,rxn_a76921130725
C- + Ar -> Ar + C + e,Collisional electron detachment,pass,every non-electron reactant and product passes its State assessment,rxn_b6d944a07875
C- + C -> 2 C + e,Collisional electron detachment,pass,every non-electron reactant and product passes its State assessment,rxn_d75f1ecbffde
C- + CF -> C + CF + e,Collisional electron detachment,pass,every non-electron reactant and product passes its State assessment,rxn_753daddb0f43
C- + CF2 -> C + CF2 + e,Collisional electron detachment,pass,every non-electron reactant and product passes its State assessment,rxn_db3f3cc556c0
C- + CF3 -> C + CF3 + e,Collisional electron detachment,pass,every non-electron reactant and product passes its State assessment,rxn_e225bf6b7941
C- + CF4 -> C + CF4 + e,Collisional electron detachment,pass,every non-electron reactant and product passes its State assessment,rxn_810e732d6d1d
C- + F -> C + F + e,Collisional electron detachment,pass,every non-electron reactant and product passes its State assessment,rxn_731cf5a562e1
CF- + Ar -> Ar + CF + e,Collisional electron detachment,unknown,at least one non-electron reactant or product has an unknown State assessment,rxn_2c7e4edbd945
CF- + C -> C + CF + e,Collisional electron detachment,unknown,at least one non-electron reactant or product has an unknown State assessment,rxn_e4a8e501302d
CF- + CF -> 2 CF + e,Collisional electron detachment,unknown,at least one non-electron reactant or product has an unknown State assessment,rxn_e7fa88ee1445
CF- + CF2 -> CF2 + CF + e,Collisional electron detachment,unknown,at least one non-electron reactant or product has an unknown State assessment,rxn_07da49e179c6
CF- + CF3 -> CF3 + CF + e,Collisional electron detachment,unknown,at least one non-electron reactant or product has an unknown State assessment,rxn_bf0c0a538322
CF- + CF4 -> CF + CF4 + e,Collisional electron detachment,unknown,at least one non-electron reactant or product has an unknown State assessment,rxn_6b629708a47f
CF- + F -> CF + F + e,Collisional electron detachment,unknown,at least one non-electron reactant or product has an unknown State assessment,rxn_d74470e54e7d
CF2- + C -> C + CF2 + e,Collisional electron detachment,pass,every non-electron reactant and product passes its State assessment,rxn_c5d6f549a799
CF2- + CF -> CF2 + CF + e,Collisional electron detachment,pass,every non-electron reactant and product passes its State assessment,rxn_603fa8b513b9
CF3- + C -> C + CF3 + e,Collisional electron detachment,pass,every non-electron reactant and product passes its State assessment,rxn_ebda7bbb4457
CF3- + CF -> CF3 + CF + e,Collisional electron detachment,pass,every non-electron reactant and product passes its State assessment,rxn_28fb97bd42ac
CF4- + C -> C + CF4 + e,Collisional electron detachment,fail,at least one non-electron reactant or product fails its State assessment,rxn_72c5d6551ed0
CF4- + CF -> CF + CF4 + e,Collisional electron detachment,fail,at least one non-electron reactant or product fails its State assessment,rxn_5a2cf71cc1b4
F- + C -> C + F + e,Collisional electron detachment,pass,every non-electron reactant and product passes its State assessment,rxn_3a270a177f5b
F- + CF -> CF + F + e,Collisional electron detachment,pass,every non-electron reactant and product passes its State assessment,rxn_8b941b644a4a
F2- + C -> C + F2 + e,Collisional electron detachment,pass,every non-electron reactant and product passes its State assessment,rxn_c7ca3e309f71
F2- + CF -> CF + F2 + e,Collisional electron detachment,pass,every non-electron reactant and product passes its State assessment,rxn_cf893a138a1c
Ar+ + CF -> C+ + Ar + F,Dissociative charge transfer,unknown,at least one non-electron reactant or product has an unknown State assessment,rxn_356dca93599b
Ar- + CF -> C- + Ar + F,Dissociative charge transfer,fail,at least one non-electron reactant or product fails its State assessment,rxn_5ac0a669a66d
ArF+ + Ar -> Ar+ + Ar + F,Dissociative charge transfer,unknown,at least one non-electron reactant or product has an unknown State assessment,rxn_b4ce74714fd5
ArF+ + C -> C+ + Ar + F,Dissociative charge transfer,unknown,at least one non-electron reactant or product has an unknown State assessment,rxn_1992a389646b
ArF+ + CF -> CF+ + Ar + F,Dissociative charge transfer,unknown,at least one non-electron reactant or product has an unknown State assessment,rxn_a2f007b432b3
ArF+ + CF2 -> CF2+ + Ar + F,Dissociative charge transfer,unknown,at least one non-electron reactant or product has an unknown State assessment,rxn_fd390db12267
ArF+ + CF3 -> CF3+ + Ar + F,Dissociative charge transfer,unknown,at least one non-electron reactant or product has an unknown State assessment,rxn_a3d478d0d15b
ArF+ + CF4 -> CF4+ + Ar + F,Dissociative charge transfer,unknown,at least one non-electron reactant or product has an unknown State assessment,rxn_13733a0d561a
ArF+ + F -> F+ + Ar + F,Dissociative charge transfer,unknown,at least one non-electron reactant or product has an unknown State assessment,rxn_3b2758dd534f
ArF- + Ar -> Ar- + Ar + F,Dissociative charge transfer,fail,at least one non-electron reactant or product fails its State assessment,rxn_c716665905ce
ArF- + C -> C- + Ar + F,Dissociative charge transfer,unknown,at least one non-electron reactant or product has an unknown State assessment,rxn_88de9dba991e
ArF- + CF -> CF- + Ar + F,Dissociative charge transfer,unknown,at least one non-electron reactant or product has an unknown State assessment,rxn_179a0c61ef91
ArF- + CF2 -> CF2- + Ar + F,Dissociative charge transfer,unknown,at least one non-electron reactant or product has an unknown State assessment,rxn_1a5e804d3eaf
ArF- + CF3 -> CF3- + Ar + F,Dissociative charge transfer,unknown,at least one non-electron reactant or product has an unknown State assessment,rxn_62c58da788da
ArF- + CF4 -> CF4- + Ar + F,Dissociative charge transfer,fail,at least one non-electron reactant or product fails its State assessment,rxn_60942a3b5927
ArF- + F -> F- + Ar + F,Dissociative charge transfer,unknown,at least one non-electron reactant or product has an unknown State assessment,rxn_a8efe521d7e1
C+ + CF -> C+ + C + F,Dissociative charge transfer,unknown,at least one non-electron reactant or product has an unknown State assessment,rxn_6e9cd2ae943a
C- + CF -> C- + C + F,Dissociative charge transfer,pass,every non-electron reactant and product passes its State assessment,rxn_1ae81863631f
CF+ + CF -> C+ + CF + F,Dissociative charge transfer,unknown,at least one non-electron reactant or product has an unknown State assessment,rxn_628b5c91b2e8
CF- + CF -> C- + CF + F,Dissociative charge transfer,unknown,at least one non-electron reactant or product has an unknown State assessment,rxn_9fd1361f55e5
CF2+ + CF -> C+ + CF2 + F,Dissociative charge transfer,unknown,at least one non-electron reactant or product has an unknown State assessment,rxn_dc834642ac42
CF2- + CF -> C- + CF2 + F,Dissociative charge transfer,pass,every non-electron reactant and product passes its State assessment,rxn_1090c22d995e
CF3+ + CF -> C+ + CF3 + F,Dissociative charge transfer,unknown,at least one non-electron reactant or product has an unknown State assessment,rxn_5b46cd96c3bc
CF3- + CF -> C- + CF3 + F,Dissociative charge transfer,pass,every non-electron reactant and product passes its State assessment,rxn_e74fb7811841
CF4+ + CF -> C+ + F + CF4,Dissociative charge transfer,unknown,at least one non-electron reactant or product has an unknown State assessment,rxn_44bd996ecdcf
CF4- + CF -> C- + F + CF4,Dissociative charge transfer,fail,at least one non-electron reactant or product fails its State assessment,rxn_87188e6a544e
F+ + CF -> C+ + 2 F,Dissociative charge transfer,unknown,at least one non-electron reactant or product has an unknown State assessment,rxn_97107e70e64d
F- + CF -> C- + 2 F,Dissociative charge transfer,pass,every non-electron reactant and product passes its State assessment,rxn_e1d65abe7a46
F2+ + CF -> C+ + F + F2,Dissociative charge transfer,unknown,at least one non-electron reactant or product has an unknown State assessment,rxn_bb47fd811cd7
F2- + CF -> C- + F + F2,Dissociative charge transfer,pass,every non-electron reactant and product passes its State assessment,rxn_4da54f239fd7
Ar+ + C -> Ar+ + C,Ion-neutral elastic scattering,pass,every non-electron reactant and product passes its State assessment,rxn_e444932d6baa
Ar+ + CF -> Ar+ + CF,Ion-neutral elastic scattering,pass,every non-electron reactant and product passes its State assessment,rxn_e7a711969214
Ar- + C -> Ar- + C,Ion-neutral elastic scattering,fail,at least one non-electron reactant or product fails its State assessment,rxn_f852353c335c
Ar- + CF -> Ar- + CF,Ion-neutral elastic scattering,fail,at least one non-electron reactant or product fails its State assessment,rxn_7b0fcab07d7c
ArF+ + Ar -> ArF+ + Ar,Ion-neutral elastic scattering,unknown,at least one non-electron reactant or product has an unknown State assessment,rxn_7e93cb044179
ArF+ + C -> ArF+ + C,Ion-neutral elastic scattering,unknown,at least one non-electron reactant or product has an unknown State assessment,rxn_432b5266d32f
ArF+ + CF -> ArF+ + CF,Ion-neutral elastic scattering,unknown,at least one non-electron reactant or product has an unknown State assessment,rxn_377b916d1f67
ArF+ + CF2 -> ArF+ + CF2,Ion-neutral elastic scattering,unknown,at least one non-electron reactant or product has an unknown State assessment,rxn_0d9d1acee473
ArF+ + CF3 -> ArF+ + CF3,Ion-neutral elastic scattering,unknown,at least one non-electron reactant or product has an unknown State assessment,rxn_39f6fadaf49f
ArF+ + CF4 -> ArF+ + CF4,Ion-neutral elastic scattering,unknown,at least one non-electron reactant or product has an unknown State assessment,rxn_11fb49c23484
ArF+ + F -> ArF+ + F,Ion-neutral elastic scattering,unknown,at least one non-electron reactant or product has an unknown State assessment,rxn_8253da6b4b06
ArF- + Ar -> ArF- + Ar,Ion-neutral elastic scattering,unknown,at least one non-electron reactant or product has an unknown State assessment,rxn_3ba2bb18b43f
ArF- + C -> ArF- + C,Ion-neutral elastic scattering,unknown,at least one non-electron reactant or product has an unknown State assessment,rxn_9d78e59be171
ArF- + CF -> ArF- + CF,Ion-neutral elastic scattering,unknown,at least one non-electron reactant or product has an unknown State assessment,rxn_1e54acee42e2
ArF- + CF2 -> ArF- + CF2,Ion-neutral elastic scattering,unknown,at least one non-electron reactant or product has an unknown State assessment,rxn_f41b11b58009
ArF- + CF3 -> ArF- + CF3,Ion-neutral elastic scattering,unknown,at least one non-electron reactant or product has an unknown State assessment,rxn_e3c92420de3a
ArF- + CF4 -> ArF- + CF4,Ion-neutral elastic scattering,unknown,at least one non-electron reactant or product has an unknown State assessment,rxn_93b8dceeab71
ArF- + F -> ArF- + F,Ion-neutral elastic scattering,unknown,at least one non-electron reactant or product has an unknown State assessment,rxn_d979d0c08b96
C+ + Ar -> C+ + Ar,Ion-neutral elastic scattering,unknown,at least one non-electron reactant or product has an unknown State assessment,rxn_b5d1433793d2
C+ + CF -> C+ + CF,Ion-neutral elastic scattering,unknown,at least one non-electron reactant or product has an unknown State assessment,rxn_22eabcd3add1
C+ + CF2 -> C+ + CF2,Ion-neutral elastic scattering,unknown,at least one non-electron reactant or product has an unknown State assessment,rxn_6df087071952
C+ + CF3 -> C+ + CF3,Ion-neutral elastic scattering,unknown,at least one non-electron reactant or product has an unknown State assessment,rxn_e82d25b04675
C+ + CF4 -> C+ + CF4,Ion-neutral elastic scattering,unknown,at least one non-electron reactant or product has an unknown State assessment,rxn_2c9c2e16a3e1
C+ + F -> C+ + F,Ion-neutral elastic scattering,unknown,at least one non-electron reactant or product has an unknown State assessment,rxn_1d8c87e1f9b3
C- + Ar -> C- + Ar,Ion-neutral elastic scattering,pass,every non-electron reactant and product passes its State assessment,rxn_9e29091ffc7d
C- + CF -> C- + CF,Ion-neutral elastic scattering,pass,every non-electron reactant and product passes its State assessment,rxn_60f7b25d80a6
C- + CF2 -> C- + CF2,Ion-neutral elastic scattering,pass,every non-electron reactant and product passes its State assessment,rxn_340bfb744250
C- + CF3 -> C- + CF3,Ion-neutral elastic scattering,pass,every non-electron reactant and product passes its State assessment,rxn_9dc12e745b9b
C- + CF4 -> C- + CF4,Ion-neutral elastic scattering,pass,every non-electron reactant and product passes its State assessment,rxn_1b446c07ebd9
C- + F -> C- + F,Ion-neutral elastic scattering,pass,every non-electron reactant and product passes its State assessment,rxn_a8332982222b
CF+ + Ar -> CF+ + Ar,Ion-neutral elastic scattering,unknown,at least one non-electron reactant or product has an unknown State assessment,rxn_dc17b19e80c8
CF+ + C -> CF+ + C,Ion-neutral elastic scattering,unknown,at least one non-electron reactant or product has an unknown State assessment,rxn_17c01f2aba34
CF+ + CF2 -> CF+ + CF2,Ion-neutral elastic scattering,unknown,at least one non-electron reactant or product has an unknown State assessment,rxn_ce10c179dabc
CF+ + CF3 -> CF+ + CF3,Ion-neutral elastic scattering,unknown,at least one non-electron reactant or product has an unknown State assessment,rxn_52fef77f0e0c
CF+ + CF4 -> CF+ + CF4,Ion-neutral elastic scattering,unknown,at least one non-electron reactant or product has an unknown State assessment,rxn_29c249031ba6
CF+ + F -> CF+ + F,Ion-neutral elastic scattering,unknown,at least one non-electron reactant or product has an unknown State assessment,rxn_907b2406b357
CF- + Ar -> CF- + Ar,Ion-neutral elastic scattering,unknown,at least one non-electron reactant or product has an unknown State assessment,rxn_6d317da343f8
CF- + C -> CF- + C,Ion-neutral elastic scattering,unknown,at least one non-electron reactant or product has an unknown State assessment,rxn_addbe74952bf
CF- + CF2 -> CF- + CF2,Ion-neutral elastic scattering,unknown,at least one non-electron reactant or product has an unknown State assessment,rxn_5b37fd05e813
CF- + CF3 -> CF- + CF3,Ion-neutral elastic scattering,unknown,at least one non-electron reactant or product has an unknown State assessment,rxn_c7e7784ca195
CF- + CF4 -> CF- + CF4,Ion-neutral elastic scattering,unknown,at least one non-electron reactant or product has an unknown State assessment,rxn_f405a4fba50c
CF- + F -> CF- + F,Ion-neutral elastic scattering,unknown,at least one non-electron reactant or product has an unknown State assessment,rxn_984e4c54a76c
CF2+ + C -> CF2+ + C,Ion-neutral elastic scattering,pass,every non-electron reactant and product passes its State assessment,rxn_269538a6c8f6
CF2+ + CF -> CF2+ + CF,Ion-neutral elastic scattering,pass,every non-electron reactant and product passes its State assessment,rxn_7cfaf032aaf3
CF2- + C -> CF2- + C,Ion-neutral elastic scattering,pass,every non-electron reactant and product passes its State assessment,rxn_6cc55102610e
CF2- + CF -> CF2- + CF,Ion-neutral elastic scattering,pass,every non-electron reactant and product passes its State assessment,rxn_de5a5d4f97d3
CF3+ + C -> CF3+ + C,Ion-neutral elastic scattering,pass,every non-electron reactant and product passes its State assessment,rxn_7ace5129d489
CF3+ + CF -> CF3+ + CF,Ion-neutral elastic scattering,pass,every non-electron reactant and product passes its State assessment,rxn_4fdcd4946dc2
CF3- + C -> CF3- + C,Ion-neutral elastic scattering,pass,every non-electron reactant and product passes its State assessment,rxn_9abdcf046224
CF3- + CF -> CF3- + CF,Ion-neutral elastic scattering,pass,every non-electron reactant and product passes its State assessment,rxn_07c82b8d1984
CF4+ + C -> CF4+ + C,Ion-neutral elastic scattering,pass,every non-electron reactant and product passes its State assessment,rxn_bfef2cc62ad0
CF4+ + CF -> CF4+ + CF,Ion-neutral elastic scattering,pass,every non-electron reactant and product passes its State assessment,rxn_ebfa02d73940
CF4- + C -> CF4- + C,Ion-neutral elastic scattering,fail,at least one non-electron reactant or product fails its State assessment,rxn_b6391934b323
CF4- + CF -> CF4- + CF,Ion-neutral elastic scattering,fail,at least one non-electron reactant or product fails its State assessment,rxn_58ee0d2575ed
F+ + Ar -> F+ + Ar,Ion-neutral elastic scattering,pass,every non-electron reactant and product passes its State assessment,rxn_47a718a0f975
F+ + C -> F+ + C,Ion-neutral elastic scattering,pass,every non-electron reactant and product passes its State assessment,rxn_43e905f5d676
F+ + CF -> F+ + CF,Ion-neutral elastic scattering,pass,every non-electron reactant and product passes its State assessment,rxn_ec3571ee2dac
F+ + CF2 -> F+ + CF2,Ion-neutral elastic scattering,pass,every non-electron reactant and product passes its State assessment,rxn_ceb0c54bf03c
F+ + CF3 -> F+ + CF3,Ion-neutral elastic scattering,pass,every non-electron reactant and product passes its State assessment,rxn_68fe31c0a081
F+ + CF4 -> F+ + CF4,Ion-neutral elastic scattering,pass,every non-electron reactant and product passes its State assessment,rxn_a8c6f7587ce9
F- + C -> F- + C,Ion-neutral elastic scattering,pass,every non-electron reactant and product passes its State assessment,rxn_d9c11bb2c2a4
F- + CF -> F- + CF,Ion-neutral elastic scattering,pass,every non-electron reactant and product passes its State assessment,rxn_7a795ed58fac
F2+ + Ar -> F2+ + Ar,Ion-neutral elastic scattering,pass,every non-electron reactant and product passes its State assessment,rxn_252921df5bc4
F2+ + C -> F2+ + C,Ion-neutral elastic scattering,pass,every non-electron reactant and product passes its State assessment,rxn_7e06fc9536ed
F2+ + CF -> F2+ + CF,Ion-neutral elastic scattering,pass,every non-electron reactant and product passes its State assessment,rxn_e2c7655df1e7
F2+ + CF2 -> F2+ + CF2,Ion-neutral elastic scattering,pass,every non-electron reactant and product passes its State assessment,rxn_4d69f5077b01
F2+ + CF3 -> F2+ + CF3,Ion-neutral elastic scattering,pass,every non-electron reactant and product passes its State assessment,rxn_3e5a0ffe5722
F2+ + CF4 -> F2+ + CF4,Ion-neutral elastic scattering,pass,every non-electron reactant and product passes its State assessment,rxn_f657cd19200d
F2+ + F -> F2+ + F,Ion-neutral elastic scattering,pass,every non-electron reactant and product passes its State assessment,rxn_f005649aef4a
F2- + C -> F2- + C,Ion-neutral elastic scattering,pass,every non-electron reactant and product passes its State assessment,rxn_b53a6f50c6f9
F2- + CF -> F2- + CF,Ion-neutral elastic scattering,pass,every non-electron reactant and product passes its State assessment,rxn_86720ab06058
C+ + Ar -> C+ + Ar(m),Ion-induced excitation,unknown,at least one non-electron reactant or product has an unknown State assessment,rxn_e8502f2c2f45
C+ + Ar -> C+ + Ar(r),Ion-induced excitation,unknown,at least one non-electron reactant or product has an unknown State assessment,rxn_db30b583d4cb
C+ + CF4 -> C+ + CF4(v),Ion-induced excitation,unknown,at least one non-electron reactant or product has an unknown State assessment,rxn_687cc3cd4e54
C+ + CF4 -> C+ + CF4*,Ion-induced excitation,unknown,at least one non-electron reactant or product has an unknown State assessment,rxn_2c6332b20103
C- + Ar -> C- + Ar(m),Ion-induced excitation,unknown,at least one non-electron reactant or product has an unknown State assessment,rxn_9df0f99ad935
C- + Ar -> C- + Ar(r),Ion-induced excitation,unknown,at least one non-electron reactant or product has an unknown State assessment,rxn_6dc2b4045589
C- + CF4 -> C- + CF4(v),Ion-induced excitation,unknown,at least one non-electron reactant or product has an unknown State assessment,rxn_ccb6ee2b8c88
C- + CF4 -> C- + CF4*,Ion-induced excitation,unknown,at least one non-electron reactant or product has an unknown State assessment,rxn_6e2fa4af8441
CF+ + Ar -> CF+ + Ar(m),Ion-induced excitation,unknown,at least one non-electron reactant or product has an unknown State assessment,rxn_0a1e20849251
CF+ + Ar -> CF+ + Ar(r),Ion-induced excitation,unknown,at least one non-electron reactant or product has an unknown State assessment,rxn_241f5e44819b
CF+ + CF4 -> CF+ + CF4(v),Ion-induced excitation,unknown,at least one non-electron reactant or product has an unknown State assessment,rxn_0bdb73f9c9a5
CF+ + CF4 -> CF+ + CF4*,Ion-induced excitation,unknown,at least one non-electron reactant or product has an unknown State assessment,rxn_1660aca0668e
CF- + Ar -> CF- + Ar(m),Ion-induced excitation,unknown,at least one non-electron reactant or product has an unknown State assessment,rxn_288c21f28189
CF- + Ar -> CF- + Ar(r),Ion-induced excitation,unknown,at least one non-electron reactant or product has an unknown State assessment,rxn_d3527b687c52
CF- + CF4 -> CF- + CF4(v),Ion-induced excitation,unknown,at least one non-electron reactant or product has an unknown State assessment,rxn_d216494583d3
CF- + CF4 -> CF- + CF4*,Ion-induced excitation,unknown,at least one non-electron reactant or product has an unknown State assessment,rxn_49141a92cad2
F+ + Ar -> F+ + Ar(m),Ion-induced excitation,unknown,at least one non-electron reactant or product has an unknown State assessment,rxn_6ac634aa59dc
F+ + Ar -> F+ + Ar(r),Ion-induced excitation,unknown,at least one non-electron reactant or product has an unknown State assessment,rxn_d5599fe1815c
F+ + CF4 -> F+ + CF4(v),Ion-induced excitation,unknown,at least one non-electron reactant or product has an unknown State assessment,rxn_75af17252a2e
F+ + CF4 -> F+ + CF4*,Ion-induced excitation,unknown,at least one non-electron reactant or product has an unknown State assessment,rxn_3e80194e9a3e
F2+ + Ar -> F2+ + Ar(m),Ion-induced excitation,unknown,at least one non-electron reactant or product has an unknown State assessment,rxn_2ca3d1a41761
F2+ + Ar -> F2+ + Ar(r),Ion-induced excitation,unknown,at least one non-electron reactant or product has an unknown State assessment,rxn_ab8465968383
F2+ + CF4 -> F2+ + CF4(v),Ion-induced excitation,unknown,at least one non-electron reactant or product has an unknown State assessment,rxn_cddfd8f8c3f7
F2+ + CF4 -> F2+ + CF4*,Ion-induced excitation,unknown,at least one non-electron reactant or product has an unknown State assessment,rxn_89876675f4f1
C+ + CF4 -> CF+ + CF3,Ligand transfer,unknown,at least one non-electron reactant or product has an unknown State assessment,rxn_c65b9d2d0b24
C- + CF4 -> CF- + CF3,Ligand transfer,unknown,at least one non-electron reactant or product has an unknown State assessment,rxn_74b6f0139a77
CF+ + CF4 -> CF2+ + CF3,Ligand transfer,unknown,at least one non-electron reactant or product has an unknown State assessment,rxn_196befb3d452
CF- + CF4 -> CF2- + CF3,Ligand transfer,unknown,at least one non-electron reactant or product has an unknown State assessment,rxn_8e47bb1efab8
F+ + CF4 -> F2+ + CF3,Ligand transfer,pass,every non-electron reactant and product passes its State assessment,rxn_d2cdfc30c7a1
Ar+ + ArF- -> 2 Ar + F,Ion-ion mutual neutralization,unknown,at least one non-electron reactant or product has an unknown State assessment,rxn_95d330f145b0
Ar+ + C- -> Ar + C,Ion-ion mutual neutralization,pass,every non-electron reactant and product passes its State assessment,rxn_f13f51108aa6
Ar+ + CF- -> Ar + CF,Ion-ion mutual neutralization,unknown,at least one non-electron reactant or product has an unknown State assessment,rxn_3799a322c41c
ArF+ + Ar- -> 2 Ar + F,Ion-ion mutual neutralization,fail,at least one non-electron reactant or product fails its State assessment,rxn_9e604538d14a
ArF+ + ArF- -> 2 Ar + 2 F,Ion-ion mutual neutralization,unknown,at least one non-electron reactant or product has an unknown State assessment,rxn_1cf5f73ffe65
ArF+ + C- -> Ar + C + F,Ion-ion mutual neutralization,unknown,at least one non-electron reactant or product has an unknown State assessment,rxn_8e21efe29f0f
ArF+ + CF- -> Ar + CF + F,Ion-ion mutual neutralization,unknown,at least one non-electron reactant or product has an unknown State assessment,rxn_e8d4fe401337
ArF+ + CF2- -> Ar + CF2 + F,Ion-ion mutual neutralization,unknown,at least one non-electron reactant or product has an unknown State assessment,rxn_26c7940675b6
ArF+ + CF3- -> Ar + CF3 + F,Ion-ion mutual neutralization,unknown,at least one non-electron reactant or product has an unknown State assessment,rxn_1de61630c0a3
ArF+ + CF4- -> Ar + F + CF4,Ion-ion mutual neutralization,fail,at least one non-electron reactant or product fails its State assessment,rxn_077294aba09d
ArF+ + F- -> Ar + 2 F,Ion-ion mutual neutralization,unknown,at least one non-electron reactant or product has an unknown State assessment,rxn_84db5733757b
ArF+ + F2- -> Ar + F + F2,Ion-ion mutual neutralization,unknown,at least one non-electron reactant or product has an unknown State assessment,rxn_1fcb1ad29f13
C+ + Ar- -> Ar + C,Ion-ion mutual neutralization,fail,at least one non-electron reactant or product fails its State assessment,rxn_71cd742529a4
C+ + ArF- -> Ar + C + F,Ion-ion mutual neutralization,unknown,at least one non-electron reactant or product has an unknown State assessment,rxn_733787982d12
C+ + C- -> 2 C,Ion-ion mutual neutralization,unknown,at least one non-electron reactant or product has an unknown State assessment,rxn_e80b0e8194b3
C+ + CF- -> C + CF,Ion-ion mutual neutralization,unknown,at least one non-electron reactant or product has an unknown State assessment,rxn_22ce18fa7c09
C+ + CF2- -> C + CF2,Ion-ion mutual neutralization,unknown,at least one non-electron reactant or product has an unknown State assessment,rxn_2ea9df6bbdff
C+ + CF3- -> C + CF3,Ion-ion mutual neutralization,unknown,at least one non-electron reactant or product has an unknown State assessment,rxn_e7b5660d54e3
C+ + CF4- -> C + CF4,Ion-ion mutual neutralization,fail,at least one non-electron reactant or product fails its State assessment,rxn_be08861567a6
C+ + F- -> C + F,Ion-ion mutual neutralization,unknown,at least one non-electron reactant or product has an unknown State assessment,rxn_aa296778e8e1
C+ + F2- -> C + F2,Ion-ion mutual neutralization,unknown,at least one non-electron reactant or product has an unknown State assessment,rxn_46e0129aecba
CF+ + Ar- -> Ar + CF,Ion-ion mutual neutralization,fail,at least one non-electron reactant or product fails its State assessment,rxn_38a75590fd31
CF+ + ArF- -> Ar + CF + F,Ion-ion mutual neutralization,unknown,at least one non-electron reactant or product has an unknown State assessment,rxn_b3a0526d8943
CF+ + C- -> C + CF,Ion-ion mutual neutralization,unknown,at least one non-electron reactant or product has an unknown State assessment,rxn_9ddc276f53b7
CF+ + CF- -> 2 CF,Ion-ion mutual neutralization,unknown,at least one non-electron reactant or product has an unknown State assessment,rxn_a1270a1b1ed2
CF+ + CF2- -> CF2 + CF,Ion-ion mutual neutralization,unknown,at least one non-electron reactant or product has an unknown State assessment,rxn_abc7dbfcf184
CF+ + CF3- -> CF3 + CF,Ion-ion mutual neutralization,unknown,at least one non-electron reactant or product has an unknown State assessment,rxn_6b52b1188703
CF+ + CF4- -> CF + CF4,Ion-ion mutual neutralization,fail,at least one non-electron reactant or product fails its State assessment,rxn_3f312b91e048
CF+ + F- -> CF + F,Ion-ion mutual neutralization,unknown,at least one non-electron reactant or product has an unknown State assessment,rxn_73999add70c3
CF+ + F2- -> CF + F2,Ion-ion mutual neutralization,unknown,at least one non-electron reactant or product has an unknown State assessment,rxn_72506a8aade5
CF2+ + ArF- -> Ar + CF2 + F,Ion-ion mutual neutralization,unknown,at least one non-electron reactant or product has an unknown State assessment,rxn_8ebc03e38358
CF2+ + C- -> C + CF2,Ion-ion mutual neutralization,pass,every non-electron reactant and product passes its State assessment,rxn_f13802aa6f07
CF2+ + CF- -> CF2 + CF,Ion-ion mutual neutralization,unknown,at least one non-electron reactant or product has an unknown State assessment,rxn_947acd7246b5
CF3+ + ArF- -> Ar + CF3 + F,Ion-ion mutual neutralization,unknown,at least one non-electron reactant or product has an unknown State assessment,rxn_b076083f2d5d
CF3+ + C- -> C + CF3,Ion-ion mutual neutralization,pass,every non-electron reactant and product passes its State assessment,rxn_012d8f9d1c26
CF3+ + CF- -> CF3 + CF,Ion-ion mutual neutralization,unknown,at least one non-electron reactant or product has an unknown State assessment,rxn_a1880c1a1e78
CF4+ + ArF- -> Ar + F + CF4,Ion-ion mutual neutralization,unknown,at least one non-electron reactant or product has an unknown State assessment,rxn_1b0756ddd37d
CF4+ + C- -> C + CF4,Ion-ion mutual neutralization,pass,every non-electron reactant and product passes its State assessment,rxn_a50cc41c0358
CF4+ + CF- -> CF + CF4,Ion-ion mutual neutralization,unknown,at least one non-electron reactant or product has an unknown State assessment,rxn_81f9c22afcde
F+ + Ar- -> Ar + F,Ion-ion mutual neutralization,fail,at least one non-electron reactant or product fails its State assessment,rxn_9ca5b9bf6eab
F+ + ArF- -> Ar + 2 F,Ion-ion mutual neutralization,unknown,at least one non-electron reactant or product has an unknown State assessment,rxn_ba3675aa20ad
