reactants,products,id,family,type,depth,status,verdict,decided
F+ + SO2*,F + SO + O+,cand_Fp_SO2*_diss_F_SO_Op,ion_neutral,dissociative_charge_transfer,4,candidate,endothermic by 1.92 eV,yes
F+ + SO2*,F + S + O2+,cand_Fp_SO2*_diss_F_S_O2p,ion_neutral,dissociative_charge_transfer,4,candidate,endothermic by 0.60 eV,yes
F+ + SO2*,F + S+ + O2,cand_Fp_SO2*_diss_F_Sp_O2,ion_neutral,dissociative_charge_transfer,4,candidate,exothermic by 1.11 eV,yes
F+ + SO2F2,F + SF2 + O2+,cand_Fp_SO2F2_diss_F_SF2_O2p,ion_neutral,dissociative_charge_transfer,3,candidate,exothermic by 0.57 eV,yes
F+ + SO2F2,F + SF2+ + O2,cand_Fp_SO2F2_diss_F_SF2p_O2,ion_neutral,dissociative_charge_transfer,3,candidate,exothermic by 1.84 eV,yes
F+ + SO2F2,F + SOF2 + O+,cand_Fp_SO2F2_diss_F_SOF2_Op,ion_neutral,dissociative_charge_transfer,3,candidate,endothermic by 1.00 eV,yes
F+ + SO2F2*,F + SF2 + O2+,cand_Fp_SO2F2*_diss_F_SF2_O2p,ion_neutral,dissociative_charge_transfer,4,candidate,exothermic by 0.57 eV,yes
F+ + SO2F2*,F + SF2+ + O2,cand_Fp_SO2F2*_diss_F_SF2p_O2,ion_neutral,dissociative_charge_transfer,4,candidate,exothermic by 1.84 eV,yes
F+ + SO2F2*,F + SOF2 + O+,cand_Fp_SO2F2*_diss_F_SOF2_Op,ion_neutral,dissociative_charge_transfer,4,candidate,endothermic by 1.00 eV,yes
F+ + SO2F2_v,F + SF2 + O2+,cand_Fp_SO2F2_v_diss_F_SF2_O2p,ion_neutral,dissociative_charge_transfer,4,candidate,exothermic by 0.57 eV,yes
F+ + SO2F2_v,F + SF2+ + O2,cand_Fp_SO2F2_v_diss_F_SF2p_O2,ion_neutral,dissociative_charge_transfer,4,candidate,exothermic by 1.84 eV,yes
F+ + SO2F2_v,F + SOF2 + O+,cand_Fp_SO2F2_v_diss_F_SOF2_Op,ion_neutral,dissociative_charge_transfer,4,candidate,endothermic by 1.00 eV,yes
F+ + SO2_v,F + SO + O+,cand_Fp_SO2_v_diss_F_SO_Op,ion_neutral,dissociative_charge_transfer,4,candidate,endothermic by 1.92 eV,yes
F+ + SO2_v,F + S + O2+,cand_Fp_SO2_v_diss_F_S_O2p,ion_neutral,dissociative_charge_transfer,4,candidate,endothermic by 0.60 eV,yes
F+ + SO2_v,F + S+ + O2,cand_Fp_SO2_v_diss_F_Sp_O2,ion_neutral,dissociative_charge_transfer,4,candidate,exothermic by 1.11 eV,yes
F+ + SO_v,F + O + S+,cand_Fp_SO_v_diss_F_O_Sp,ion_neutral,dissociative_charge_transfer,3,candidate,exothermic by 1.67 eV,yes
F+ + SO_v,F + O+ + S,cand_Fp_SO_v_diss_F_Op_S,ion_neutral,dissociative_charge_transfer,3,candidate,endothermic by 1.59 eV,yes
F+ + S_1D,F + S+,cand_Fp_S_1D_char_F_Sp,ion_neutral,charge_transfer,2,candidate,exothermic by 8.21 eV,yes
F+ + S_1S,F + S+,cand_Fp_S_1S_char_F_Sp,ion_neutral,charge_transfer,2,candidate,exothermic by 9.81 eV,yes
F2+ + F2,F + F + F2+,cand_F2p_F2_reac_F_F_F2p,ion_neutral,reactive_scattering,2,candidate,endothermic by 1.65 eV,yes
O+ + F2,O+ + F + F,cand_Op_F2_reac_Op_F_F,ion_neutral,reactive_scattering,1,candidate,endothermic by 1.65 eV,yes
O2+ + F2,O2+ + F + F,cand_O2p_F2_reac_O2p_F_F,ion_neutral,reactive_scattering,1,candidate,endothermic by 1.65 eV,yes
S+ + F2,S+ + F + F,cand_Sp_F2_reac_Sp_F_F,ion_neutral,reactive_scattering,1,candidate,endothermic by 1.65 eV,yes
SF+ + F2,SF+ + F + F,cand_SFp_F2_reac_SFp_F_F,ion_neutral,reactive_scattering,1,candidate,endothermic by 1.65 eV,yes
SF2+ + F2,SF2+ + F + F,cand_SF2p_F2_reac_SF2p_F_F,ion_neutral,reactive_scattering,1,candidate,endothermic by 1.65 eV,yes
SF3+ + F2,SF3+ + F + F,cand_SF3p_F2_reac_SF3p_F_F,ion_neutral,reactive_scattering,1,candidate,endothermic by 1.65 eV,yes
SF4+ + F2,SF4+ + F + F,cand_SF4p_F2_reac_SF4p_F_F,ion_neutral,reactive_scattering,1,candidate,endothermic by 1.65 eV,yes
SF5+ + F2,SF5+ + F + F,cand_SF5p_F2_reac_SF5p_F_F,ion_neutral,reactive_scattering,1,candidate,endothermic by 1.65 eV,yes
SF6+ + F2,SF6 + F2+,cand_SF6p_F2_char_SF6_F2p,ion_neutral,charge_transfer,1,candidate,endothermic by 0.37 eV,yes
SF6+ + F2,SF4+ + F2 + F2,cand_SF6p_F2_diss_SF4p_F2_F2,ion_neutral,dissociative_charge_transfer,1,candidate,endothermic by 1.42 eV,yes
SF6+ + F2,SF5+ + F + F2,cand_SF6p_F2_diss_SF5p_F_F2,ion_neutral,dissociative_charge_transfer,1,candidate,exothermic by 1.66 eV,yes
SF6+ + F2,SF6+ + F + F,cand_SF6p_F2_reac_SF6p_F_F,ion_neutral,reactive_scattering,1,candidate,endothermic by 1.65 eV,yes
F2+ + F2*,F + F + F2+,cand_F2p_F2*_reac_F_F_F2p,ion_neutral,reactive_scattering,2,candidate,endothermic by 1.65 eV,yes
O+ + F2*,O+ + F + F,cand_Op_F2*_reac_Op_F_F,ion_neutral,reactive_scattering,2,candidate,endothermic by 1.65 eV,yes
O2+ + F2*,O2+ + F + F,cand_O2p_F2*_reac_O2p_F_F,ion_neutral,reactive_scattering,2,candidate,endothermic by 1.65 eV,yes
S+ + F2*,S+ + F + F,cand_Sp_F2*_reac_Sp_F_F,ion_neutral,reactive_scattering,2,candidate,endothermic by 1.65 eV,yes
SF+ + F2*,SF+ + F + F,cand_SFp_F2*_reac_SFp_F_F,ion_neutral,reactive_scattering,2,candidate,endothermic by 1.65 eV,yes
SF2+ + F2*,SF2+ + F + F,cand_SF2p_F2*_reac_SF2p_F_F,ion_neutral,reactive_scattering,2,candidate,endothermic by 1.65 eV,yes
SF3+ + F2*,SF3+ + F + F,cand_SF3p_F2*_reac_SF3p_F_F,ion_neutral,reactive_scattering,2,candidate,endothermic by 1.65 eV,yes
SF4+ + F2*,SF4+ + F + F,cand_SF4p_F2*_reac_SF4p_F_F,ion_neutral,reactive_scattering,2,candidate,endothermic by 1.65 eV,yes
SF5+ + F2*,SF5+ + F + F,cand_SF5p_F2*_reac_SF5p_F_F,ion_neutral,reactive_scattering,2,candidate,endothermic by 1.65 eV,yes
SF6+ + F2*,SF6 + F2+,cand_SF6p_F2*_char_SF6_F2p,ion_neutral,charge_transfer,2,candidate,endothermic by 0.37 eV,yes
SF6+ + F2*,SF4+ + F2 + F2,cand_SF6p_F2*_diss_SF4p_F2_F2,ion_neutral,dissociative_charge_transfer,2,candidate,endothermic by 1.42 eV,yes
SF6+ + F2*,SF5+ + F + F2,cand_SF6p_F2*_diss_SF5p_F_F2,ion_neutral,dissociative_charge_transfer,2,candidate,exothermic by 1.66 eV,yes
SF6+ + F2*,SF6+ + F + F,cand_SF6p_F2*_reac_SF6p_F_F,ion_neutral,reactive_scattering,2,candidate,endothermic by 1.65 eV,yes
F2+ + F2_v,F + F + F2+,cand_F2p_F2_v_reac_F_F_F2p,ion_neutral,reactive_scattering,2,candidate,endothermic by 1.65 eV,yes
F2+ + FO,F2 + F + O+,cand_F2p_FO_diss_F2_F_Op,ion_neutral,dissociative_charge_transfer,2,candidate,endothermic by 0.21 eV,yes
F2+ + FO*,F2 + F + O+,cand_F2p_FO*_diss_F2_F_Op,ion_neutral,dissociative_charge_transfer,3,candidate,endothermic by 0.21 eV,yes
F2+ + FO_v,F2 + F + O+,cand_F2p_FO_v_diss_F2_F_Op,ion_neutral,dissociative_charge_transfer,3,candidate,endothermic by 0.21 eV,yes
F2+ + O,F2 + O+,cand_F2p_O_char_F2_Op,ion_neutral,charge_transfer,2,candidate,exothermic by 2.07 eV,yes
F2+ + O,F + F + O+,cand_F2p_O_diss_F_F_Op,ion_neutral,dissociative_charge_transfer,2,candidate,exothermic by 0.43 eV,yes
F2+ + O2,F2 + O2+,cand_F2p_O2_char_F2_O2p,ion_neutral,charge_transfer,2,candidate,exothermic by 3.62 eV,yes
F2+ + O2,F + F + O2+,cand_F2p_O2_diss_F_F_O2p,ion_neutral,dissociative_charge_transfer,2,candidate,exothermic by 1.97 eV,yes
F2+ + O2_a1Delta,F2 + O2+,cand_F2p_O2_a1Delta_char_F2_O2p,ion_neutral,charge_transfer,2,candidate,exothermic by 4.60 eV,yes
F2+ + O2_a1Delta,F + F + O2+,cand_F2p_O2_a1Delta_diss_F_F_O2p,ion_neutral,dissociative_charge_transfer,2,candidate,exothermic by 2.95 eV,yes
F2+ + O2_b1Sigma,F2 + O2+,cand_F2p_O2_b1Sigma_char_F2_O2p,ion_neutral,charge_transfer,2,candidate,exothermic by 5.25 eV,yes
F2+ + O2_b1Sigma,F2 + O+ + O,cand_F2p_O2_b1Sigma_diss_F2_Op_O,ion_neutral,dissociative_charge_transfer,2,candidate,endothermic by 1.47 eV,yes
F2+ + O2_b1Sigma,F + F + O2+,cand_F2p_O2_b1Sigma_diss_F_F_O2p,ion_neutral,dissociative_charge_transfer,2,candidate,exothermic by 3.60 eV,yes
F2+ + O2_b1Sigma,F+ + F + O2,cand_F2p_O2_b1Sigma_diss_Fp_F_O2,ion_neutral,dissociative_charge_transfer,2,candidate,endothermic by 1.75 eV,yes
F2+ + O2_v,F2 + O2+,cand_F2p_O2_v_char_F2_O2p,ion_neutral,charge_transfer,2,candidate,exothermic by 3.62 eV,yes
F2+ + O2_v,F + F + O2+,cand_F2p_O2_v_diss_F_F_O2p,ion_neutral,dissociative_charge_transfer,2,candidate,exothermic by 1.97 eV,yes
F2+ + O_1D,F2 + O+,cand_F2p_O_1D_char_F2_Op,ion_neutral,charge_transfer,2,candidate,exothermic by 4.04 eV,yes
F2+ + O_1D,F + F + O+,cand_F2p_O_1D_diss_F_F_Op,ion_neutral,dissociative_charge_transfer,2,candidate,exothermic by 2.39 eV,yes
F2+ + O_1D,F+ + F + O,cand_F2p_O_1D_diss_Fp_F_O,ion_neutral,dissociative_charge_transfer,2,candidate,endothermic by 1.41 eV,yes
F2+ + O_1S,F2 + O+,cand_F2p_O_1S_char_F2_Op,ion_neutral,charge_transfer,2,candidate,exothermic by 6.26 eV,yes
F2+ + O_1S,F + F + O+,cand_F2p_O_1S_diss_F_F_Op,ion_neutral,dissociative_charge_transfer,2,candidate,exothermic by 4.62 eV,yes
F2+ + O_1S,F+ + F + O,cand_F2p_O_1S_diss_Fp_F_O,ion_neutral,dissociative_charge_transfer,2,candidate,exothermic by 0.81 eV,yes
F2+ + S,F2 + S+,cand_F2p_S_char_F2_Sp,ion_neutral,charge_transfer,2,candidate,exothermic by 5.33 eV,yes
F2+ + S,F + F + S+,cand_F2p_S_diss_F_F_Sp,ion_neutral,dissociative_charge_transfer,2,candidate,exothermic by 3.68 eV,yes
F2+ + SF,F2 + SF+,cand_F2p_SF_char_F2_SFp,ion_neutral,charge_transfer,2,candidate,exothermic by 5.39 eV,yes
F2+ + SF,F + F + SF+,cand_F2p_SF_diss_F_F_SFp,ion_neutral,dissociative_charge_transfer,2,candidate,exothermic by 3.74 eV,yes
F2+ + SF*,F2 + SF+,cand_F2p_SF*_char_F2_SFp,ion_neutral,charge_transfer,2,candidate,exothermic by 5.39 eV,yes
F2+ + SF*,F + F + SF+,cand_F2p_SF*_diss_F_F_SFp,ion_neutral,dissociative_charge_transfer,2,candidate,exothermic by 3.74 eV,yes
F2+ + SF2,F2 + SF2+,cand_F2p_SF2_char_F2_SF2p,ion_neutral,charge_transfer,2,candidate,exothermic by 4.89 eV,yes
F2+ + SF2,F2 + S+ + F2,cand_F2p_SF2_diss_F2_Sp_F2,ion_neutral,dissociative_charge_transfer,2,candidate,endothermic by 0.62 eV,yes
F2+ + SF2,F + F + SF2+,cand_F2p_SF2_diss_F_F_SF2p,ion_neutral,dissociative_charge_transfer,2,candidate,exothermic by 3.24 eV,yes
F2+ + SF2*,F2 + SF2+,cand_F2p_SF2*_char_F2_SF2p,ion_neutral,charge_transfer,2,candidate,exothermic by 4.89 eV,yes
F2+ + SF2*,F2 + S+ + F2,cand_F2p_SF2*_diss_F2_Sp_F2,ion_neutral,dissociative_charge_transfer,2,candidate,endothermic by 0.62 eV,yes
F2+ + SF2*,F + F + SF2+,cand_F2p_SF2*_diss_F_F_SF2p,ion_neutral,dissociative_charge_transfer,2,candidate,exothermic by 3.24 eV,yes
F2+ + SF2_v,F2 + SF2+,cand_F2p_SF2_v_char_F2_SF2p,ion_neutral,charge_transfer,2,candidate,exothermic by 4.89 eV,yes
F2+ + SF2_v,F2 + S+ + F2,cand_F2p_SF2_v_diss_F2_Sp_F2,ion_neutral,dissociative_charge_transfer,2,candidate,endothermic by 0.62 eV,yes
F2+ + SF2_v,F + F + SF2+,cand_F2p_SF2_v_diss_F_F_SF2p,ion_neutral,dissociative_charge_transfer,2,candidate,exothermic by 3.24 eV,yes
F2+ + SF3,F2 + SF3+,cand_F2p_SF3_char_F2_SF3p,ion_neutral,charge_transfer,2,candidate,exothermic by 7.51 eV,yes
F2+ + SF3,F + F + SF3+,cand_F2p_SF3_diss_F_F_SF3p,ion_neutral,dissociative_charge_transfer,2,candidate,exothermic by 5.86 eV,yes
F2+ + SF3*,F2 + SF3+,cand_F2p_SF3*_char_F2_SF3p,ion_neutral,charge_transfer,2,candidate,exothermic by 7.51 eV,yes
F2+ + SF3*,F + F + SF3+,cand_F2p_SF3*_diss_F_F_SF3p,ion_neutral,dissociative_charge_transfer,2,candidate,exothermic by 5.86 eV,yes
F2+ + SF3_v,F2 + SF3+,cand_F2p_SF3_v_char_F2_SF3p,ion_neutral,charge_transfer,2,candidate,exothermic by 7.51 eV,yes
F2+ + SF3_v,F + F + SF3+,cand_F2p_SF3_v_diss_F_F_SF3p,ion_neutral,dissociative_charge_transfer,2,candidate,exothermic by 5.86 eV,yes
F2+ + SF4,F2 + SF4+,cand_F2p_SF4_char_F2_SF4p,ion_neutral,charge_transfer,2,candidate,exothermic by 3.69 eV,yes
F2+ + SF4,F2 + SF2+ + F2,cand_F2p_SF4_diss_F2_SF2p_F2,ion_neutral,dissociative_charge_transfer,2,candidate,exothermic by 0.05 eV,yes
F2+ + SF4,F + F + SF4+,cand_F2p_SF4_diss_F_F_SF4p,ion_neutral,dissociative_charge_transfer,2,candidate,exothermic by 2.04 eV,yes
F2+ + SF4*,F2 + SF4+,cand_F2p_SF4*_char_F2_SF4p,ion_neutral,charge_transfer,2,candidate,exothermic by 3.69 eV,yes
F2+ + SF4*,F2 + SF2+ + F2,cand_F2p_SF4*_diss_F2_SF2p_F2,ion_neutral,dissociative_charge_transfer,2,candidate,exothermic by 0.05 eV,yes
F2+ + SF4*,F + F + SF4+,cand_F2p_SF4*_diss_F_F_SF4p,ion_neutral,dissociative_charge_transfer,2,candidate,exothermic by 2.04 eV,yes
F2+ + SF4_v,F2 + SF4+,cand_F2p_SF4_v_char_F2_SF4p,ion_neutral,charge_transfer,2,candidate,exothermic by 3.69 eV,yes
F2+ + SF4_v,F2 + SF2+ + F2,cand_F2p_SF4_v_diss_F2_SF2p_F2,ion_neutral,dissociative_charge_transfer,2,candidate,exothermic by 0.05 eV,yes
F2+ + SF4_v,F + F + SF4+,cand_F2p_SF4_v_diss_F_F_SF4p,ion_neutral,dissociative_charge_transfer,2,candidate,exothermic by 2.04 eV,yes
F2+ + SF5,F2 + SF5+,cand_F2p_SF5_char_F2_SF5p,ion_neutral,charge_transfer,2,candidate,exothermic by 6.09 eV,yes
F2+ + SF5,F2 + SF4+ + F,cand_F2p_SF5_diss_F2_SF4p_F,ion_neutral,dissociative_charge_transfer,2,candidate,exothermic by 1.36 eV,yes
F2+ + SF5,F + F + SF5+,cand_F2p_SF5_diss_F_F_SF5p,ion_neutral,dissociative_charge_transfer,2,candidate,exothermic by 4.44 eV,yes
F2+ + SF5*,F2 + SF5+,cand_F2p_SF5*_char_F2_SF5p,ion_neutral,charge_transfer,2,candidate,exothermic by 6.09 eV,yes
F2+ + SF5*,F2 + SF4+ + F,cand_F2p_SF5*_diss_F2_SF4p_F,ion_neutral,dissociative_charge_transfer,2,candidate,exothermic by 1.36 eV,yes
F2+ + SF5*,F + F + SF5+,cand_F2p_SF5*_diss_F_F_SF5p,ion_neutral,dissociative_charge_transfer,2,candidate,exothermic by 4.44 eV,yes
F2+ + SF5_v,F2 + SF5+,cand_F2p_SF5_v_char_F2_SF5p,ion_neutral,charge_transfer,2,candidate,exothermic by 6.09 eV,yes
F2+ + SF5_v,F2 + SF4+ + F,cand_F2p_SF5_v_diss_F2_SF4p_F,ion_neutral,dissociative_charge_transfer,2,candidate,exothermic by 1.36 eV,yes
F2+ + SF5_v,F + F + SF5+,cand_F2p_SF5_v_diss_F_F_SF5p,ion_neutral,dissociative_charge_transfer,2,candidate,exothermic by 4.44 eV,yes
F2+ + SF6,F2 + SF6+,cand_F2p_SF6_char_F2_SF6p,ion_neutral,charge_transfer,2,candidate,exothermic by 0.37 eV,yes
F2+ + SF6,F2 + SF4+ + F2,cand_F2p_SF6_diss_F2_SF4p_F2,ion_neutral,dissociative_charge_transfer,2,candidate,endothermic by 1.05 eV,yes
F2+ + SF6,F2 + SF5+ + F,cand_F2p_SF6_diss_F2_SF5p_F,ion_neutral,dissociative_charge_transfer,2,candidate,exothermic by 2.03 eV,yes
F2+ + SF6,F + F + SF6+,cand_F2p_SF6_diss_F_F_SF6p,ion_neutral,dissociative_charge_transfer,2,candidate,endothermic by 1.28 eV,yes
F2+ + SF6*,F2 + SF6+,cand_F2p_SF6*_char_F2_SF6p,ion_neutral,charge_transfer,2,candidate,exothermic by 0.37 eV,yes
F2+ + SF6*,F2 + SF4+ + F2,cand_F2p_SF6*_diss_F2_SF4p_F2,ion_neutral,dissociative_charge_transfer,2,candidate,endothermic by 1.05 eV,yes
F2+ + SF6*,F2 + SF5+ + F,cand_F2p_SF6*_diss_F2_SF5p_F,ion_neutral,dissociative_charge_transfer,2,candidate,exothermic by 2.03 eV,yes
F2+ + SF6*,F + F + SF6+,cand_F2p_SF6*_diss_F_F_SF6p,ion_neutral,dissociative_charge_transfer,2,candidate,endothermic by 1.28 eV,yes
F2+ + SF6_v,F2 + SF6+,cand_F2p_SF6_v_char_F2_SF6p,ion_neutral,charge_transfer,2,candidate,exothermic by 0.37 eV,yes
F2+ + SF6_v,F2 + SF4+ + F2,cand_F2p_SF6_v_diss_F2_SF4p_F2,ion_neutral,dissociative_charge_transfer,2,candidate,endothermic by 1.05 eV,yes
F2+ + SF6_v,F2 + SF5+ + F,cand_F2p_SF6_v_diss_F2_SF5p_F,ion_neutral,dissociative_charge_transfer,2,candidate,exothermic by 2.03 eV,yes
F2+ + SF6_v,F + F + SF6+,cand_F2p_SF6_v_diss_F_F_SF6p,ion_neutral,dissociative_charge_transfer,2,candidate,endothermic by 1.28 eV,yes
F2+ + SF_v,F2 + SF+,cand_F2p_SF_v_char_F2_SFp,ion_neutral,charge_transfer,2,candidate,exothermic by 5.39 eV,yes
F2+ + SF_v,F + F + SF+,cand_F2p_SF_v_diss_F_F_SFp,ion_neutral,dissociative_charge_transfer,2,candidate,exothermic by 3.74 eV,yes
F2+ + SO,F2 + O + S+,cand_F2p_SO_diss_F2_O_Sp,ion_neutral,dissociative_charge_transfer,2,candidate,endothermic by 0.06 eV,yes
F2+ + SO*,F2 + O + S+,cand_F2p_SO*_diss_F2_O_Sp,ion_neutral,dissociative_charge_transfer,3,candidate,endothermic by 0.06 eV,yes
F2+ + SO2,F2 + S+ + O2,cand_F2p_SO2_diss_F2_Sp_O2,ion_neutral,dissociative_charge_transfer,3,candidate,endothermic by 0.62 eV,yes
F2+ + SO2*,F2 + S+ + O2,cand_F2p_SO2*_diss_F2_Sp_O2,ion_neutral,dissociative_charge_transfer,4,candidate,endothermic by 0.62 eV,yes
F2+ + SO2F2,F2 + SF2 + O2+,cand_F2p_SO2F2_diss_F2_SF2_O2p,ion_neutral,dissociative_charge_transfer,3,candidate,endothermic by 1.17 eV,yes
F2+ + SO2F2,F2 + SF2+ + O2,cand_F2p_SO2F2_diss_F2_SF2p_O2,ion_neutral,dissociative_charge_transfer,3,candidate,exothermic by 0.10 eV,yes
F2+ + SO2F2*,F2 + SF2 + O2+,cand_F2p_SO2F2*_diss_F2_SF2_O2p,ion_neutral,dissociative_charge_transfer,4,candidate,endothermic by 1.17 eV,yes
F2+ + SO2F2*,F2 + SF2+ + O2,cand_F2p_SO2F2*_diss_F2_SF2p_O2,ion_neutral,dissociative_charge_transfer,4,candidate,exothermic by 0.10 eV,yes
F2+ + SO2F2_v,F2 + SF2 + O2+,cand_F2p_SO2F2_v_diss_F2_SF2_O2p,ion_neutral,dissociative_charge_transfer,4,candidate,endothermic by 1.17 eV,yes
F2+ + SO2F2_v,F2 + SF2+ + O2,cand_F2p_SO2F2_v_diss_F2_SF2p_O2,ion_neutral,dissociative_charge_transfer,4,candidate,exothermic by 0.10 eV,yes
F2+ + SO2_v,F2 + S+ + O2,cand_F2p_SO2_v_diss_F2_Sp_O2,ion_neutral,dissociative_charge_transfer,4,candidate,endothermic by 0.62 eV,yes
F2+ + SO_v,F2 + O + S+,cand_F2p_SO_v_diss_F2_O_Sp,ion_neutral,dissociative_charge_transfer,3,candidate,endothermic by 0.06 eV,yes
F2+ + S_1D,F2 + S+,cand_F2p_S_1D_char_F2_Sp,ion_neutral,charge_transfer,2,candidate,exothermic by 6.48 eV,yes
F2+ + S_1D,F + F + S+,cand_F2p_S_1D_diss_F_F_Sp,ion_neutral,dissociative_charge_transfer,2,candidate,exothermic by 4.83 eV,yes
F2+ + S_1S,F2 + S+,cand_F2p_S_1S_char_F2_Sp,ion_neutral,charge_transfer,2,candidate,exothermic by 8.08 eV,yes
F2+ + S_1S,F + F + S+,cand_F2p_S_1S_diss_F_F_Sp,ion_neutral,dissociative_charge_transfer,2,candidate,exothermic by 6.43 eV,yes
F2+ + S_1S,F+ + F + S,cand_F2p_S_1S_diss_Fp_F_S,ion_neutral,dissociative_charge_transfer,2,candidate,endothermic by 0.63 eV,yes
O+ + F2_v,O+ + F + F,cand_Op_F2_v_reac_Op_F_F,ion_neutral,reactive_scattering,2,candidate,endothermic by 1.65 eV,yes
O2+ + F2_v,O2+ + F + F,cand_O2p_F2_v_reac_O2p_F_F,ion_neutral,reactive_scattering,2,candidate,endothermic by 1.65 eV,yes
S+ + F2_v,S+ + F + F,cand_Sp_F2_v_reac_Sp_F_F,ion_neutral,reactive_scattering,2,candidate,endothermic by 1.65 eV,yes
SF+ + F2_v,SF+ + F + F,cand_SFp_F2_v_reac_SFp_F_F,ion_neutral,reactive_scattering,2,candidate,endothermic by 1.65 eV,yes
SF2+ + F2_v,SF2+ + F + F,cand_SF2p_F2_v_reac_SF2p_F_F,ion_neutral,reactive_scattering,2,candidate,endothermic by 1.65 eV,yes
SF3+ + F2_v,SF3+ + F + F,cand_SF3p_F2_v_reac_SF3p_F_F,ion_neutral,reactive_scattering,2,candidate,endothermic by 1.65 eV,yes
SF4+ + F2_v,SF4+ + F + F,cand_SF4p_F2_v_reac_SF4p_F_F,ion_neutral,reactive_scattering,2,candidate,endothermic by 1.65 eV,yes
SF5+ + F2_v,SF5+ + F + F,cand_SF5p_F2_v_reac_SF5p_F_F,ion_neutral,reactive_scattering,2,candidate,endothermic by 1.65 eV,yes
SF6+ + F2_v,SF6 + F2+,cand_SF6p_F2_v_char_SF6_F2p,ion_neutral,charge_transfer,2,candidate,endothermic by 0.37 eV,yes
SF6+ + F2_v,SF4+ + F2 + F2,cand_SF6p_F2_v_diss_SF4p_F2_F2,ion_neutral,dissociative_charge_transfer,2,candidate,endothermic by 1.42 eV,yes
SF6+ + F2_v,SF5+ + F + F2,cand_SF6p_F2_v_diss_SF5p_F_F2,ion_neutral,dissociative_charge_transfer,2,candidate,exothermic by 1.66 eV,yes
SF6+ + F2_v,SF6+ + F + F,cand_SF6p_F2_v_reac_SF6p_F_F,ion_neutral,reactive_scattering,2,candidate,endothermic by 1.65 eV,yes
SF6+ + FO,SF4+ + F2 + FO,cand_SF6p_FO_diss_SF4p_F2_FO,ion_neutral,dissociative_charge_transfer,2,candidate,endothermic by 1.42 eV,yes
SF6+ + FO,SF5+ + F + FO,cand_SF6p_FO_diss_SF5p_F_FO,ion_neutral,dissociative_charge_transfer,2,candidate,exothermic by 1.66 eV,yes
SF6+ + FO,SF6 + F + O+,cand_SF6p_FO_diss_SF6_F_Op,ion_neutral,dissociative_charge_transfer,2,candidate,endothermic by 0.58 eV,yes
SF6+ + FO*,SF4+ + F2 + FO,cand_SF6p_FO*_diss_SF4p_F2_FO,ion_neutral,dissociative_charge_transfer,3,candidate,endothermic by 1.42 eV,yes
SF6+ + FO*,SF5+ + F + FO,cand_SF6p_FO*_diss_SF5p_F_FO,ion_neutral,dissociative_charge_transfer,3,candidate,exothermic by 1.66 eV,yes
SF6+ + FO*,SF6 + F + O+,cand_SF6p_FO*_diss_SF6_F_Op,ion_neutral,dissociative_charge_transfer,3,candidate,endothermic by 0.58 eV,yes
SF6+ + FO_v,SF4+ + F2 + FO,cand_SF6p_FO_v_diss_SF4p_F2_FO,ion_neutral,dissociative_charge_transfer,3,candidate,endothermic by 1.42 eV,yes
SF6+ + FO_v,SF5+ + F + FO,cand_SF6p_FO_v_diss_SF5p_F_FO,ion_neutral,dissociative_charge_transfer,3,candidate,exothermic by 1.66 eV,yes
SF6+ + FO_v,SF6 + F + O+,cand_SF6p_FO_v_diss_SF6_F_Op,ion_neutral,dissociative_charge_transfer,3,candidate,endothermic by 0.58 eV,yes
O2+ + O,O2 + O+,cand_O2p_O_char_O2_Op,ion_neutral,charge_transfer,1,candidate,endothermic by 1.55 eV,yes
SF4+ + O,SF4 + O+,cand_SF4p_O_char_SF4_Op,ion_neutral,charge_transfer,1,candidate,endothermic by 1.62 eV,yes
SF6+ + O,SF6 + O+,cand_SF6p_O_char_SF6_Op,ion_neutral,charge_transfer,1,candidate,exothermic by 1.70 eV,yes
SF6+ + O,SF4+ + F2 + O,cand_SF6p_O_diss_SF4p_F2_O,ion_neutral,dissociative_charge_transfer,1,candidate,endothermic by 1.42 eV,yes
SF6+ + O,SF5+ + F + O,cand_SF6p_O_diss_SF5p_F_O,ion_neutral,dissociative_charge_transfer,1,candidate,exothermic by 1.66 eV,yes
O+ + O2,O + O2+,Op_O2_charge_transfer,ion_neutral,charge_transfer,1,literature_supported,exothermic by 1.55 eV,yes
O+ + O2_a1Delta,O + O2+,cand_Op_O2_a1Delta_char_O_O2p,ion_neutral,charge_transfer,1,candidate,exothermic by 2.52 eV,yes
O+ + O2_b1Sigma,O + O2+,cand_Op_O2_b1Sigma_char_O_O2p,ion_neutral,charge_transfer,1,candidate,exothermic by 3.17 eV,yes
O+ + O2_v,O + O2+,cand_Op_O2_v_char_O_O2p,ion_neutral,charge_transfer,1,candidate,exothermic by 1.55 eV,yes
O+ + S,O + S+,cand_Op_S_char_O_Sp,ion_neutral,charge_transfer,2,candidate,exothermic by 3.26 eV,yes
O+ + SF,O + SF+,cand_Op_SF_char_O_SFp,ion_neutral,charge_transfer,1,candidate,exothermic by 3.32 eV,yes
O+ + SF*,O + SF+,cand_Op_SF*_char_O_SFp,ion_neutral,charge_transfer,2,candidate,exothermic by 3.32 eV,yes
O+ + SF2,O + SF2+,cand_Op_SF2_char_O_SF2p,ion_neutral,charge_transfer,1,candidate,exothermic by 2.82 eV,yes
