equation,reaction_type,family,process,origin,depth,consistency_verdict,state_verdict,thermochemistry_verdict,reaction_evidence_verdict,kinetics_verdict,delta_h_eV,delta_g_eV,threshold_eV,kinetic_data,selected,exclusion_reason,id
O2- + SF3 -> O2- + F + SF2,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,3,pass,pass,unknown,unknown,unknown,,,,,true,,rxn_8af38ca06daf
O2- + SF3 -> O2- + SF + F2,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,3,pass,pass,unknown,unknown,unknown,,,,,true,,rxn_f609c0c37c63
O2F+ + O2F -> O2F+ + F + O2,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_8b0d20106a3d
O2F+ + O2F -> O2F+ + O + OF,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_e60ec997ceaa
O2F+ + SF2 -> O2F+ + F + SF,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_4117412c5829
O2F+ + SF2 -> O2F+ + S + F2,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_a1b939a50089
O2F+ + SF3 -> O2F+ + F + SF2,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_02277bf37f90
O2F+ + SF3 -> O2F+ + SF + F2,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_419d69f06bf0
O2F- + O2F -> O2F- + F + O2,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_35584966b4e8
O2F- + O2F -> O2F- + O + OF,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_02ddb356fc85
O2F- + SF2 -> O2F- + F + SF,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_b99468d201a0
O2F- + SF2 -> O2F- + S + F2,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_d7be98982a54
O2F- + SF3 -> O2F- + F + SF2,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_9ac354bb6b21
O2F- + SF3 -> O2F- + SF + F2,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_653ca4e646f3
OF+ + O2F -> OF+ + F + O2,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_b74ab1366971
OF+ + O2F -> OF+ + O + OF,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_372d2e9a711d
OF+ + OF -> OF+ + F + O,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_4b746657507b
OF+ + SF2 -> OF+ + F + SF,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_c3ddc1432747
OF+ + SF2 -> OF+ + S + F2,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_fdf90a43d38a
OF+ + SF3 -> OF+ + F + SF2,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_5f0fbd938655
OF+ + SF3 -> OF+ + SF + F2,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_3edbbdd95e9f
OF- + O2F -> OF- + F + O2,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_588a3f9b1ec7
OF- + O2F -> OF- + O + OF,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_d93876e519a0
OF- + OF -> OF- + F + O,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_a36d2b4ee2a1
OF- + SF2 -> OF- + F + SF,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_882018e65567
OF- + SF2 -> OF- + S + F2,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_d78095c47dbd
OF- + SF3 -> OF- + F + SF2,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_d51746f5080a
OF- + SF3 -> OF- + SF + F2,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_eed067ad8c0e
SF2+ + O2F -> SF2+ + F + O2,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_b214a22a85ac
SF2+ + O2F -> SF2+ + O + OF,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_7e4947eb3038
SF2+ + SF2 -> SF2+ + F + SF,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,3,pass,pass,pass,unknown,unknown,,3.5016650884663028,,,true,,rxn_fc18a42de5ef
SF2+ + SF2 -> SF2+ + S + F2,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,3,pass,pass,unknown,unknown,unknown,,,,,true,,rxn_c3f1297a7ac2
SF2+ + SF3 -> SF2+ + F + SF2,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,3,pass,pass,pass,unknown,unknown,,2.4166778936202538,,,true,,rxn_147519b6dfec
SF2+ + SF3 -> SF2+ + SF + F2,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,3,pass,pass,pass,unknown,unknown,,4.7595299349968165,,,true,,rxn_3c0e800424f1
SF2- + O2F -> SF2- + F + O2,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_705653853731
SF2- + O2F -> SF2- + O + OF,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_b7242302ec6d
SF2- + SF2 -> SF2- + F + SF,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,3,pass,pass,pass,unknown,unknown,,3.5016650884663028,,,true,,rxn_29bac1bcee4b
SF2- + SF2 -> SF2- + S + F2,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,3,pass,pass,unknown,unknown,unknown,,,,,true,,rxn_d29eb986a73e
SF2- + SF3 -> SF2- + F + SF2,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,3,pass,pass,pass,unknown,unknown,,2.416677893620253,,,true,,rxn_1f21433e57e3
SF2- + SF3 -> SF2- + SF + F2,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,3,pass,pass,pass,unknown,unknown,,4.7595299349968165,,,true,,rxn_d3f2da6ff7a2
SF3+ + O2F -> SF3+ + F + O2,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_6b68627846db
SF3+ + O2F -> SF3+ + O + OF,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_f6d058ea148a
SF3+ + SF2 -> SF3+ + F + SF,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,3,pass,pass,pass,unknown,unknown,,3.5016650884663023,,,true,,rxn_ab91183dc9e7
SF3+ + SF2 -> SF3+ + S + F2,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,3,pass,pass,unknown,unknown,unknown,,,,,true,,rxn_e53a65969ff3
SF3+ + SF3 -> SF3+ + F + SF2,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,3,pass,pass,pass,unknown,unknown,,2.416677893620253,,,true,,rxn_595089f2390f
SF3+ + SF3 -> SF3+ + SF + F2,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,3,pass,pass,pass,unknown,unknown,,4.7595299349968165,,,true,,rxn_bdd5e950b655
SF3- + O2F -> SF3- + F + O2,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_e43bfe9f3210
SF3- + O2F -> SF3- + O + OF,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_c8f296211782
SF3- + SF2 -> SF3- + F + SF,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,3,pass,pass,pass,unknown,unknown,,3.5016650884663028,,,true,,rxn_44d5119578ef
SF3- + SF2 -> SF3- + S + F2,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,3,pass,pass,unknown,unknown,unknown,,,,,true,,rxn_264004df4d51
SF3- + SF3 -> SF3- + F + SF2,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,3,pass,pass,pass,unknown,unknown,,2.4166778936202538,,,true,,rxn_9ed9a5d788bd
SF3- + SF3 -> SF3- + SF + F2,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,3,pass,pass,pass,unknown,unknown,,4.7595299349968165,,,true,,rxn_bfd546600c4e
SF4+ + O2F -> SF4+ + F + O2,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_15e18732d23f
SF4+ + O2F -> SF4+ + O + OF,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_74c76d07cd4f
SF4+ + SF2 -> SF4+ + F + SF,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,3,pass,pass,pass,unknown,unknown,,3.5016650884663014,,,true,,rxn_eeb79b52cb32
SF4+ + SF2 -> SF4+ + S + F2,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,3,pass,pass,unknown,unknown,unknown,,,,,true,,rxn_3d2001b72fd1
SF4+ + SF3 -> SF4+ + F + SF2,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,3,pass,pass,pass,unknown,unknown,,2.416677893620253,,,true,,rxn_912d3b6781c0
SF4+ + SF3 -> SF4+ + SF + F2,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,3,pass,pass,pass,unknown,unknown,,4.7595299349968165,,,true,,rxn_92c36d347384
SF4- + O2F -> SF4- + F + O2,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_1bd2c55c913d
SF4- + O2F -> SF4- + O + OF,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_0b28134aaf6e
SF4- + SF2 -> SF4- + F + SF,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,3,pass,pass,pass,unknown,unknown,,3.5016650884663028,,,true,,rxn_e8ed845ae312
SF4- + SF2 -> SF4- + S + F2,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,3,pass,pass,unknown,unknown,unknown,,,,,true,,rxn_581ea9881a83
SF4- + SF3 -> SF4- + F + SF2,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,3,pass,pass,pass,unknown,unknown,,2.416677893620253,,,true,,rxn_897771dddeb1
SF4- + SF3 -> SF4- + SF + F2,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,3,pass,pass,pass,unknown,unknown,,4.759529934996819,,,true,,rxn_9e50994d23bc
SF5+ + O2F -> SF5+ + F + O2,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_4a90b98ff2ee
SF5+ + O2F -> SF5+ + O + OF,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_f335ef5fb15d
SF5+ + SF2 -> SF5+ + F + SF,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,3,pass,pass,pass,unknown,unknown,,3.5016650884663023,,,true,,rxn_23817a8e4c26
SF5+ + SF2 -> SF5+ + S + F2,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,3,pass,pass,unknown,unknown,unknown,,,,,true,,rxn_1806137de534
SF5+ + SF3 -> SF5+ + F + SF2,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,3,pass,pass,pass,unknown,unknown,,2.416677893620253,,,true,,rxn_9403151206dd
SF5+ + SF3 -> SF5+ + SF + F2,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,3,pass,pass,pass,unknown,unknown,,4.7595299349968165,,,true,,rxn_e2a506408691
SF5- + O2F -> SF5- + F + O2,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_f907b8f3588b
SF5- + O2F -> SF5- + O + OF,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_6cc2acc327a8
SF5- + SF2 -> SF5- + F + SF,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,3,pass,pass,pass,unknown,unknown,,3.5016650884663045,,,true,,rxn_ca56bbb95c03
SF5- + SF2 -> SF5- + S + F2,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,3,pass,pass,unknown,unknown,unknown,,,,,true,,rxn_5d59e799eeaf
SF5- + SF3 -> SF5- + F + SF2,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,3,pass,pass,pass,unknown,unknown,,2.416677893620253,,,true,,rxn_87335c8628ce
SF5- + SF3 -> SF5- + SF + F2,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,3,pass,pass,pass,unknown,unknown,,4.759529934996817,,,true,,rxn_bce979956f1f
SF6+ + O2F -> SF6+ + F + O2,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_82161c59c03d
SF6+ + O2F -> SF6+ + O + OF,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_c674980737bd
SF6+ + SF2 -> SF6+ + F + SF,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_0c0a9f798ee5
SF6+ + SF2 -> SF6+ + S + F2,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_bd5d4a93a8e8
SF6+ + SF3 -> SF6+ + F + SF2,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_260c8f033da0
SF6+ + SF3 -> SF6+ + SF + F2,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_5656b2953154
SF6- + O2F -> SF6- + F + O2,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_09455f459309
SF6- + O2F -> SF6- + O + OF,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_721f973979cd
SF6- + SF2 -> SF6- + F + SF,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,3,pass,pass,pass,unknown,unknown,,3.5016650884663045,,,true,,rxn_d4200ccfeff6
SF6- + SF2 -> SF6- + S + F2,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,3,pass,pass,unknown,unknown,unknown,,,,,true,,rxn_bc9c42748925
SF6- + SF3 -> SF6- + F + SF2,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,3,pass,pass,pass,unknown,unknown,,2.416677893620253,,,true,,rxn_714bea490a22
SF6- + SF3 -> SF6- + SF + F2,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,3,pass,pass,pass,unknown,unknown,,4.759529934996819,,,true,,rxn_d96dc4bc3ea7
SOF3+ + O2F -> SOF3+ + F + O2,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_8b35df4379c0
SOF3+ + O2F -> SOF3+ + O + OF,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_b0455570479c
SOF3+ + SF2 -> SOF3+ + F + SF,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_22f3b9621aa6
SOF3+ + SF2 -> SOF3+ + S + F2,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_465f598bac02
SOF3+ + SF3 -> SOF3+ + F + SF2,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_89dd138729c3
SOF3+ + SF3 -> SOF3+ + SF + F2,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_92dab4cc1ea5
SOF3- + O2F -> SOF3- + F + O2,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_0d3e99074e92
SOF3- + O2F -> SOF3- + O + OF,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_788a00dec571
SOF3- + SF2 -> SOF3- + F + SF,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_b06d68d35dff
SOF3- + SF2 -> SOF3- + S + F2,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_8ee773dd22ac
SOF3- + SF3 -> SOF3- + F + SF2,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_91c8f6b29295
SOF3- + SF3 -> SOF3- + SF + F2,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_b60b2666a30b
SOF4+ + O2F -> SOF4+ + F + O2,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_7821204a4795
SOF4+ + O2F -> SOF4+ + O + OF,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_5d39c87d6599
SOF4+ + SF2 -> SOF4+ + F + SF,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_52dae7dce5c5
SOF4+ + SF2 -> SOF4+ + S + F2,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_03ce186083b2
SOF4+ + SF3 -> SOF4+ + F + SF2,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_28a372637c4f
SOF4+ + SF3 -> SOF4+ + SF + F2,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_18f6de0b9402
SOF4- + O2F -> SOF4- + F + O2,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_bb40e363d6e7
SOF4- + O2F -> SOF4- + O + OF,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_ad432b05d43d
SOF4- + SF2 -> SOF4- + F + SF,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_7cfbeea3a1d0
SOF4- + SF2 -> SOF4- + S + F2,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_9fbd906dc3bb
SOF4- + SF3 -> SOF4- + F + SF2,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_b4fab321f563
SOF4- + SF3 -> SOF4- + SF + F2,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_4c7517eab4d8
SOF5+ + O2F -> SOF5+ + F + O2,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_e5acd186ef39
SOF5+ + O2F -> SOF5+ + O + OF,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_324ae8ac7187
SOF5+ + SF2 -> SOF5+ + F + SF,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_f13d9fc08a19
SOF5+ + SF2 -> SOF5+ + S + F2,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_71d8ed0a48ae
SOF5+ + SF3 -> SOF5+ + F + SF2,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_325e632b5557
SOF5+ + SF3 -> SOF5+ + SF + F2,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_b9edb1f5664e
SOF5- + O2F -> SOF5- + F + O2,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_df6c44f5d2ea
SOF5- + O2F -> SOF5- + O + OF,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_b267a9636cd2
SOF5- + SF2 -> SOF5- + F + SF,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_79629804c2e3
SOF5- + SF2 -> SOF5- + S + F2,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_0bb1a780400e
SOF5- + SF3 -> SOF5- + F + SF2,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_575434cff43a
SOF5- + SF3 -> SOF5- + SF + F2,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_a6ad46741f1b
Ar- + O2F -> Ar + O2F + e,Collisional electron detachment,ion,collisional_detachment,mechanical,3,pass,fail,unknown,unknown,unknown,,,,,true,,rxn_22e6e37967e6
Ar- + SF2 -> Ar + SF2 + e,Collisional electron detachment,ion,collisional_detachment,mechanical,3,pass,fail,unknown,unknown,unknown,,,,,true,,rxn_f0feec47ea3d
Ar- + SF3 -> Ar + SF3 + e,Collisional electron detachment,ion,collisional_detachment,mechanical,3,pass,fail,unknown,unknown,unknown,,,,,true,,rxn_8174e4973d85
ArF- + Ar -> 2 Ar + F + e,Collisional electron detachment,ion,collisional_detachment,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_6744b6d453cb
ArF- + F -> Ar + 2 F + e,Collisional electron detachment,ion,collisional_detachment,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_a76921130725
ArF- + O -> Ar + F + O + e,Collisional electron detachment,ion,collisional_detachment,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_f4d6195195fd
ArF- + O2 -> Ar + F + O2 + e,Collisional electron detachment,ion,collisional_detachment,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_996dbb7d5c17
ArF- + O2F -> Ar + F + O2F + e,Collisional electron detachment,ion,collisional_detachment,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_831ffb590e5e
ArF- + SF2 -> Ar + F + SF2 + e,Collisional electron detachment,ion,collisional_detachment,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_e7d1baabba2e
ArF- + SF3 -> Ar + F + SF3 + e,Collisional electron detachment,ion,collisional_detachment,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_b30d86003988
ArF- + SF4 -> Ar + F + SF4 + e,Collisional electron detachment,ion,collisional_detachment,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_8634ffc00523
ArF- + SF5 -> Ar + F + SF5 + e,Collisional electron detachment,ion,collisional_detachment,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_5b7d565309bf
ArF- + SF6 -> Ar + F + SF6 + e,Collisional electron detachment,ion,collisional_detachment,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_912cc26a075b
F- + O2F -> F + O2F + e,Collisional electron detachment,ion,collisional_detachment,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_f332309995a8
F- + SF2 -> F + SF2 + e,Collisional electron detachment,ion,collisional_detachment,mechanical,3,pass,pass,pass,pass,pass,3.401129274685823,,,rate_coefficient,true,,rxn_f34acf59c7fa
F- + SF3 -> F + SF3 + e,Collisional electron detachment,ion,collisional_detachment,mechanical,3,pass,pass,unknown,pass,pass,,,,rate_coefficient,true,,rxn_e054eded10c5
F2- + O2F -> O2F + F2 + e,Collisional electron detachment,ion,collisional_detachment,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_c3dbb835de62
F2- + SF2 -> SF2 + F2 + e,Collisional electron detachment,ion,collisional_detachment,mechanical,3,pass,pass,unknown,pass,pass,,,,rate_coefficient,true,,rxn_4ca786f7c777
F2- + SF3 -> SF3 + F2 + e,Collisional electron detachment,ion,collisional_detachment,mechanical,3,pass,pass,unknown,pass,pass,,,,rate_coefficient,true,,rxn_f76db6e419b5
O- + O2F -> O2F + O + e,Collisional electron detachment,ion,collisional_detachment,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_fa4dd54c7400
O- + SF2 -> O + SF2 + e,Collisional electron detachment,ion,collisional_detachment,mechanical,3,pass,pass,pass,unknown,unknown,1.4605769999999998,,,,true,,rxn_a676faf63423
O- + SF3 -> O + SF3 + e,Collisional electron detachment,ion,collisional_detachment,mechanical,3,pass,pass,unknown,unknown,unknown,,,,,true,,rxn_fab954452460
O2- + O2F -> O2F + O2 + e,Collisional electron detachment,ion,collisional_detachment,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_136b010da275
