equation,reaction_type,family,process,origin,depth,consistency_verdict,state_verdict,thermochemistry_verdict,reaction_evidence_verdict,kinetics_verdict,delta_h_eV,delta_g_eV,threshold_eV,kinetic_data,selected,exclusion_reason,id
e + O2F -> O2F-,Electron attachment,electron,attachment,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_33999e0123a8
e + OF -> OF-,Electron attachment,electron,attachment,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_d5f8b6a0240c
e + SF2 -> SF2-,Electron attachment,electron,attachment,mechanical,3,pass,pass,unknown,unknown,unknown,,,,,true,,rxn_ba019a9da859
e + SF3 -> SF3-,Electron attachment,electron,attachment,mechanical,3,pass,pass,pass,unknown,unknown,,,,,true,,rxn_b68a571eebe7
e + SOF5 -> SOF5-,Electron attachment,electron,attachment,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_69e451e38c8b
e + O2F- -> O2F + 2 e,Electron-impact detachment,electron,detachment,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_906b3940de46
e + OF- -> OF + 2 e,Electron-impact detachment,electron,detachment,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_28c6d07ba7da
e + SF2- -> SF2 + 2 e,Electron-impact detachment,electron,detachment,mechanical,3,pass,pass,unknown,unknown,unknown,,,,,true,,rxn_ecde06ecb190
e + SF3- -> SF3 + 2 e,Electron-impact detachment,electron,detachment,mechanical,3,pass,pass,unknown,unknown,unknown,,,,,true,,rxn_3bc614d41589
e + SOF3- -> SOF3 + 2 e,Electron-impact detachment,electron,detachment,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_a832e0afa8bb
e + SOF4- -> SOF4 + 2 e,Electron-impact detachment,electron,detachment,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_210ea159223f
e + SOF5- -> SOF5 + 2 e,Electron-impact detachment,electron,detachment,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_796488d6f8f6
e + O2F -> F + O2 + e,Electron-impact dissociation,electron,dissociation,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_1dbb548357d4
e + O2F -> O + OF + e,Electron-impact dissociation,electron,dissociation,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_741242275bc2
e + OF -> F + O + e,Electron-impact dissociation,electron,dissociation,mechanical,3,pass,pass,pass,pass,unknown,2.27766,,4.3,,true,,rxn_e83a63fdd1b3
e + SF2 -> F + SF + e,Electron-impact dissociation,electron,dissociation,mechanical,3,pass,pass,pass,pass,unknown,,,8.0,,true,,rxn_99a9d7a397b1
e + SF2 -> S + F2 + e,Electron-impact dissociation,electron,dissociation,mechanical,3,pass,pass,pass,unknown,unknown,5.9475370000000005,,,,true,,rxn_dc916a51e341
e + SF3 -> F + SF2 + e,Electron-impact dissociation,electron,dissociation,mechanical,3,pass,pass,pass,pass,unknown,,,5.0,,true,,rxn_d4ae67d3f229
e + SF3 -> SF + F2 + e,Electron-impact dissociation,electron,dissociation,mechanical,3,pass,pass,unknown,unknown,unknown,,,,,true,,rxn_87644633a3bd
e + O2F -> F- + O2,Dissociative electron attachment,electron,dissociative_attachment,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_73521090a762
e + O2F -> O- + OF,Dissociative electron attachment,electron,dissociative_attachment,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_553b18687e88
e + O2F -> O2- + F,Dissociative electron attachment,electron,dissociative_attachment,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_6f7e30cf734d
e + O2F -> OF- + O,Dissociative electron attachment,electron,dissociative_attachment,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_7f7c9607f04f
e + OF -> F- + O,Dissociative electron attachment,electron,dissociative_attachment,mechanical,3,pass,pass,pass,unknown,unknown,-1.1234692746858232,,,,true,,rxn_eb8f504704e4
e + OF -> O- + F,Dissociative electron attachment,electron,dissociative_attachment,mechanical,3,pass,pass,pass,unknown,unknown,0.817083,,,,true,,rxn_2a8f8fba7eff
e + SF2 -> F- + SF,Dissociative electron attachment,electron,dissociative_attachment,mechanical,3,pass,pass,unknown,unknown,unknown,,,,,true,,rxn_d159a8b5f2ad
e + SF2 -> F2- + S,Dissociative electron attachment,electron,dissociative_attachment,mechanical,3,pass,pass,unknown,unknown,unknown,,,,,true,,rxn_b22936120faf
e + SF2 -> S- + F2,Dissociative electron attachment,electron,dissociative_attachment,mechanical,3,pass,pass,unknown,unknown,unknown,,,,,true,,rxn_31f4c5440ad9
e + SF2 -> SF- + F,Dissociative electron attachment,electron,dissociative_attachment,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_fc30c3bafa3b
e + SF3 -> F- + SF2,Dissociative electron attachment,electron,dissociative_attachment,mechanical,3,pass,pass,unknown,unknown,unknown,,,,,true,,rxn_5755b6ce2966
e + SF3 -> F2- + SF,Dissociative electron attachment,electron,dissociative_attachment,mechanical,3,pass,pass,unknown,unknown,unknown,,,,,true,,rxn_09340caa7945
e + SF3 -> SF- + F2,Dissociative electron attachment,electron,dissociative_attachment,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_80001d314636
e + SF3 -> SF2- + F,Dissociative electron attachment,electron,dissociative_attachment,mechanical,3,pass,pass,unknown,unknown,unknown,,,,,true,,rxn_c3840bdf8d78
e + ArF- -> Ar + F + 2 e,Dissociative electron detachment,electron,dissociative_detachment,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_4b92cf2ca31b
e + O2F -> F+ + O2 + 2 e,Dissociative ionization,electron,dissociative_ionization,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_1c12e9edc663
e + O2F -> OF+ + O + 2 e,Dissociative ionization,electron,dissociative_ionization,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_ef9b3963e1b5
e + OF -> O+ + F + 2 e,Dissociative ionization,electron,dissociative_ionization,mechanical,3,pass,pass,pass,unknown,unknown,15.895238,,,,true,,rxn_b5442207f15e
e + SF2 -> S+ + F2 + 2 e,Dissociative ionization,electron,dissociative_ionization,mechanical,3,pass,pass,unknown,unknown,unknown,,,,,true,,rxn_69993710655b
e + SF2 -> SF+ + F + 2 e,Dissociative ionization,electron,dissociative_ionization,mechanical,3,pass,pass,unknown,unknown,unknown,,,,,true,,rxn_3edaa6c4acef
e + SF3 -> SF+ + F2 + 2 e,Dissociative ionization,electron,dissociative_ionization,mechanical,3,pass,pass,unknown,unknown,unknown,,,,,true,,rxn_386822735e5f
e + SF3 -> SF2+ + F + 2 e,Dissociative ionization,electron,dissociative_ionization,mechanical,3,pass,pass,unknown,unknown,unknown,,,,,true,,rxn_0867d297296c
e + ArF+ -> Ar + F,Dissociative recombination,electron,dissociative_recombination,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_da1d834a0e58
e + F2+ -> 2 F,Dissociative recombination,electron,dissociative_recombination,mechanical,3,pass,pass,unknown,unknown,unknown,,,,,true,,rxn_6d3db2467a2d
e + O2F+ -> F + O2,Dissociative recombination,electron,dissociative_recombination,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_b278321de98f
e + O2F+ -> O + OF,Dissociative recombination,electron,dissociative_recombination,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_033d9b930abb
e + OF+ -> F + O,Dissociative recombination,electron,dissociative_recombination,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_80af642379f0
e + SF2+ -> F + SF,Dissociative recombination,electron,dissociative_recombination,mechanical,3,pass,pass,unknown,unknown,unknown,,,,,true,,rxn_512cdf87464c
e + SF2+ -> S + F2,Dissociative recombination,electron,dissociative_recombination,mechanical,3,pass,pass,unknown,unknown,unknown,,,,,true,,rxn_5dd6c91fe4dd
e + SF3+ -> F + SF2,Dissociative recombination,electron,dissociative_recombination,mechanical,3,pass,pass,unknown,unknown,unknown,,,,,true,,rxn_f034533f2b60
e + SF3+ -> SF + F2,Dissociative recombination,electron,dissociative_recombination,mechanical,3,pass,pass,unknown,unknown,unknown,,,,,true,,rxn_4f2da9b08323
e + ArF+ -> ArF+ + e,Electron elastic scattering,electron,elastic,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_59cc3e31b193
e + ArF- -> ArF- + e,Electron elastic scattering,electron,elastic,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_4cf23051d253
e + F+ -> F+ + e,Electron elastic scattering,electron,elastic,mechanical,3,pass,pass,pass,unknown,unknown,0.0,,,,true,,rxn_9d75d6b4d8bd
e + F2+ -> F2+ + e,Electron elastic scattering,electron,elastic,mechanical,3,pass,pass,unknown,unknown,unknown,,,,,true,,rxn_45c367f6bfab
e + O2F -> O2F + e,Electron elastic scattering,electron,elastic,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_363bda81d6b6
e + O2F+ -> O2F+ + e,Electron elastic scattering,electron,elastic,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_217b03cedbba
e + O2F- -> O2F- + e,Electron elastic scattering,electron,elastic,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_2eb1d1784583
e + OF -> OF + e,Electron elastic scattering,electron,elastic,mechanical,3,pass,pass,pass,unknown,unknown,0.0,,,,true,,rxn_cc963afb82a3
e + OF+ -> OF+ + e,Electron elastic scattering,electron,elastic,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_0e66b1db8eee
e + OF- -> OF- + e,Electron elastic scattering,electron,elastic,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_30cc968963f8
e + SF2 -> SF2 + e,Electron elastic scattering,electron,elastic,mechanical,3,pass,pass,pass,unknown,unknown,0.0,,,,true,,rxn_6e52b62aa3d3
e + SF2+ -> SF2+ + e,Electron elastic scattering,electron,elastic,mechanical,3,pass,pass,unknown,unknown,unknown,,,,,true,,rxn_0263740a928f
e + SF2- -> SF2- + e,Electron elastic scattering,electron,elastic,mechanical,3,pass,pass,unknown,unknown,unknown,,,,,true,,rxn_9ea01bc8be05
e + SF3 -> SF3 + e,Electron elastic scattering,electron,elastic,mechanical,3,pass,pass,unknown,unknown,unknown,,,,,true,,rxn_25835887a749
e + SF3+ -> SF3+ + e,Electron elastic scattering,electron,elastic,mechanical,3,pass,pass,unknown,unknown,unknown,,,,,true,,rxn_650fb0e8afe7
e + SF3- -> SF3- + e,Electron elastic scattering,electron,elastic,mechanical,3,pass,pass,unknown,unknown,unknown,,,,,true,,rxn_5ef410497ee4
e + SOF3+ -> SOF3+ + e,Electron elastic scattering,electron,elastic,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_cd169601def3
e + SOF3- -> SOF3- + e,Electron elastic scattering,electron,elastic,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_4288a3734508
e + SOF4+ -> SOF4+ + e,Electron elastic scattering,electron,elastic,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_de70e2382579
e + SOF4- -> SOF4- + e,Electron elastic scattering,electron,elastic,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_e524d7e20368
e + SOF5 -> SOF5 + e,Electron elastic scattering,electron,elastic,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_ac0b7d2bf030
e + SOF5+ -> SOF5+ + e,Electron elastic scattering,electron,elastic,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_c811f7dabe81
e + SOF5- -> SOF5- + e,Electron elastic scattering,electron,elastic,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_c48f50da7ca6
e + O2F -> O2F+ + 2 e,Electron-impact ionization,electron,ionization,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_dd9d918e20b5
e + OF -> OF+ + 2 e,Electron-impact ionization,electron,ionization,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_18f7a91fdadb
e + SF2 -> SF2+ + 2 e,Electron-impact ionization,electron,ionization,mechanical,3,pass,pass,pass,pass,unknown,,,10.8,,true,,rxn_0da79acf3b0b
e + SF3 -> SF3+ + 2 e,Electron-impact ionization,electron,ionization,mechanical,3,pass,pass,pass,pass,unknown,,,8.18,,true,,rxn_a32df399fbfe
e + SOF5 -> SOF5+ + 2 e,Electron-impact ionization,electron,ionization,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_b26815dc493e
e + F+ -> F,Electron-ion recombination,electron,recombination,mechanical,3,pass,pass,pass,unknown,unknown,-17.422881725314177,,,,true,,rxn_d606d592dce3
e + F2+ -> F2,Electron-ion recombination,electron,recombination,mechanical,3,pass,pass,unknown,unknown,unknown,,,,,true,,rxn_b864a75a4ed7
e + O2F+ -> O2F,Electron-ion recombination,electron,recombination,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_d1ad6274b293
e + OF+ -> OF,Electron-ion recombination,electron,recombination,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_d67f2c49d3f5
e + SF2+ -> SF2,Electron-ion recombination,electron,recombination,mechanical,3,pass,pass,unknown,unknown,unknown,,,,,true,,rxn_c5e11ab870d4
e + SF3+ -> SF3,Electron-ion recombination,electron,recombination,mechanical,3,pass,pass,unknown,unknown,unknown,,,,,true,,rxn_78c172d7e1d5
e + SOF3+ -> SOF3,Electron-ion recombination,electron,recombination,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_2eb217c0556f
e + SOF4+ -> SOF4,Electron-ion recombination,electron,recombination,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_144172f8230a
e + SOF5+ -> SOF5,Electron-ion recombination,electron,recombination,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_b113278b22e0
e + O2F2 -> O2F2-,Electron attachment,electron,attachment,mechanical,4,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_a8a49069d347
e + OF2 -> OF2-,Electron attachment,electron,attachment,mechanical,4,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_ef4ffe49bd6b
e + S -> S-,Electron attachment,electron,attachment,mechanical,4,pass,pass,pass,unknown,unknown,,,,,true,,rxn_32f181f3b169
e + SF -> SF-,Electron attachment,electron,attachment,mechanical,4,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_95b75c1b3432
e + SOF3 -> SOF3-,Electron attachment,electron,attachment,mechanical,4,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_21c110505cbc
e + SOF4 -> SOF4-,Electron attachment,electron,attachment,mechanical,4,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_58f52fe1a538
e + S- -> S + 2 e,Electron-impact detachment,electron,detachment,mechanical,4,pass,pass,unknown,unknown,unknown,,,,,true,,rxn_a3b408f29a64
e + SF- -> SF + 2 e,Electron-impact detachment,electron,detachment,mechanical,4,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_6d4d835832dd
e + SOF- -> SOF + 2 e,Electron-impact detachment,electron,detachment,mechanical,4,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_3ecead1f1da2
e + OF2 -> F + OF + e,Electron-impact dissociation,electron,dissociation,mechanical,4,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_752e00b0f397
e + OF2 -> O + F2 + e,Electron-impact dissociation,electron,dissociation,mechanical,4,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_559616e60787
e + SF -> F + S + e,Electron-impact dissociation,electron,dissociation,mechanical,4,pass,pass,pass,pass,unknown,,,7.9,,true,,rxn_d5d036b9feb9
e + OF2 -> F- + OF,Dissociative electron attachment,electron,dissociative_attachment,mechanical,4,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_5c821e02890e
e + OF2 -> F2- + O,Dissociative electron attachment,electron,dissociative_attachment,mechanical,4,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_f1a7a08a935f
e + OF2 -> O- + F2,Dissociative electron attachment,electron,dissociative_attachment,mechanical,4,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_9ca6e498693f
e + OF2 -> OF- + F,Dissociative electron attachment,electron,dissociative_attachment,mechanical,4,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_8ff84babe076
e + SF -> F- + S,Dissociative electron attachment,electron,dissociative_attachment,mechanical,4,pass,pass,unknown,unknown,unknown,,,,,true,,rxn_3f451d5fcd6f
e + SF -> S- + F,Dissociative electron attachment,electron,dissociative_attachment,mechanical,4,pass,pass,unknown,unknown,unknown,,,,,true,,rxn_a313f0dc37d2
e + OF2 -> O+ + F2 + 2 e,Dissociative ionization,electron,dissociative_ionization,mechanical,4,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_52f9bacad4d4
e + OF2 -> OF+ + F + 2 e,Dissociative ionization,electron,dissociative_ionization,mechanical,4,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_95d2f7e04fcf
e + SF -> S+ + F + 2 e,Dissociative ionization,electron,dissociative_ionization,mechanical,4,pass,pass,unknown,unknown,unknown,,,,,true,,rxn_15af37ce02b1
e + SF+ -> F + S,Dissociative recombination,electron,dissociative_recombination,mechanical,4,pass,pass,unknown,unknown,unknown,,,,,true,,rxn_6623987e0185
e + O2F2 -> O2F2 + e,Electron elastic scattering,electron,elastic,mechanical,4,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_d23fbcac3f47
e + OF2 -> OF2 + e,Electron elastic scattering,electron,elastic,mechanical,4,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_3483aa5accf4
e + S -> S + e,Electron elastic scattering,electron,elastic,mechanical,4,pass,pass,pass,unknown,unknown,0.0,,,,true,,rxn_82314957c610
e + S+ -> S+ + e,Electron elastic scattering,electron,elastic,mechanical,4,pass,pass,unknown,unknown,unknown,,,,,true,,rxn_73bed5ea59b7
e + S- -> S- + e,Electron elastic scattering,electron,elastic,mechanical,4,pass,pass,unknown,unknown,unknown,,,,,true,,rxn_ecc6652a86ed
e + SF -> SF + e,Electron elastic scattering,electron,elastic,mechanical,4,pass,pass,unknown,unknown,unknown,,,,,true,,rxn_00b44c97c766
e + SF+ -> SF+ + e,Electron elastic scattering,electron,elastic,mechanical,4,pass,pass,unknown,unknown,unknown,,,,,true,,rxn_c9f40d3af566
e + SF- -> SF- + e,Electron elastic scattering,electron,elastic,mechanical,4,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_69b004987395
e + SOF+ -> SOF+ + e,Electron elastic scattering,electron,elastic,mechanical,4,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_49d1596c8069
e + SOF- -> SOF- + e,Electron elastic scattering,electron,elastic,mechanical,4,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_22fae58ff10c
e + SOF3 -> SOF3 + e,Electron elastic scattering,electron,elastic,mechanical,4,pass,pass,unknown,unknown,unknown,,,,,true,,rxn_d0cd43bf4724
e + SOF4 -> SOF4 + e,Electron elastic scattering,electron,elastic,mechanical,4,pass,pass,unknown,unknown,unknown,,,,,true,,rxn_50b761d832d6
e + O2F2 -> O2F2+ + 2 e,Electron-impact ionization,electron,ionization,mechanical,4,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_3b386c3c6216
e + OF2 -> OF2+ + 2 e,Electron-impact ionization,electron,ionization,mechanical,4,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_bb31e44815e2
e + S -> S+ + 2 e,Electron-impact ionization,electron,ionization,mechanical,4,pass,pass,pass,pass,unknown,,,10.36001,,true,,rxn_e25c2b5151e3
e + SF -> SF+ + 2 e,Electron-impact ionization,electron,ionization,mechanical,4,pass,pass,pass,pass,unknown,,,10.3,,true,,rxn_1949520122bc
e + SOF3 -> SOF3+ + 2 e,Electron-impact ionization,electron,ionization,mechanical,4,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_79a11710eb55
e + SOF4 -> SOF4+ + 2 e,Electron-impact ionization,electron,ionization,mechanical,4,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_73734419f638
e + S+ -> S,Electron-ion recombination,electron,recombination,mechanical,4,pass,pass,unknown,unknown,unknown,,,,,true,,rxn_b35b302e2884
e + SF+ -> SF,Electron-ion recombination,electron,recombination,mechanical,4,pass,pass,unknown,unknown,unknown,,,,,true,,rxn_90e5c3f41514
e + SOF+ -> SOF,Electron-ion recombination,electron,recombination,mechanical,4,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_0509c109376f
e + SO -> SO-,Electron attachment,electron,attachment,mechanical,5,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_febcff4c66fc
e + SOF -> SOF-,Electron attachment,electron,attachment,mechanical,5,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_61afbff171e0
e + O2F2- -> O2F2 + 2 e,Electron-impact detachment,electron,detachment,mechanical,5,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_c521b86c33e7
e + OF2- -> OF2 + 2 e,Electron-impact detachment,electron,detachment,mechanical,5,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_a8faf3aba717
e + SO- -> SO + 2 e,Electron-impact detachment,electron,detachment,mechanical,5,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_f3d3775906b4
e + SO -> O + S + e,Electron-impact dissociation,electron,dissociation,mechanical,5,pass,pass,pass,unknown,unknown,5.390758,,,,true,,rxn_adcf4af49ad7
e + SO -> O- + S,Dissociative electron attachment,electron,dissociative_attachment,mechanical,5,pass,pass,pass,unknown,unknown,3.930181,,,,true,,rxn_9bd74d29fdda
e + SO -> S- + O,Dissociative electron attachment,electron,dissociative_attachment,mechanical,5,pass,pass,unknown,unknown,unknown,,,,,true,,rxn_1032458ae0f1
e + SO -> S+ + O + 2 e,Dissociative ionization,electron,dissociative_ionization,mechanical,5,pass,pass,unknown,unknown,unknown,,,,,true,,rxn_fae1fad451f7
e + OF2+ -> F + OF,Dissociative recombination,electron,dissociative_recombination,mechanical,5,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_0b0651214c20
e + OF2+ -> O + F2,Dissociative recombination,electron,dissociative_recombination,mechanical,5,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_b7d2cd33613f
e + SO+ -> O + S,Dissociative recombination,electron,dissociative_recombination,mechanical,5,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_27436b7cf0b8
e + O2F2+ -> O2F2+ + e,Electron elastic scattering,electron,elastic,mechanical,5,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_b56fdf06f327
e + O2F2- -> O2F2- + e,Electron elastic scattering,electron,elastic,mechanical,5,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_5158c76e3279
e + OF2+ -> OF2+ + e,Electron elastic scattering,electron,elastic,mechanical,5,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_96c2b4921790
e + OF2- -> OF2- + e,Electron elastic scattering,electron,elastic,mechanical,5,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_230834655a0e
e + SO -> SO + e,Electron elastic scattering,electron,elastic,mechanical,5,pass,pass,pass,unknown,unknown,0.0,,,,true,,rxn_dcc1d198ce27
e + SO+ -> SO+ + e,Electron elastic scattering,electron,elastic,mechanical,5,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_6ebe4cfd62d5
e + SO- -> SO- + e,Electron elastic scattering,electron,elastic,mechanical,5,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_e5bc7120fda8
e + SOF -> SOF + e,Electron elastic scattering,electron,elastic,mechanical,5,pass,pass,unknown,unknown,unknown,,,,,true,,rxn_df8dec5795cc
e + SO -> SO+ + 2 e,Electron-impact ionization,electron,ionization,mechanical,5,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_e7a0b1667c6b
e + SOF -> SOF+ + 2 e,Electron-impact ionization,electron,ionization,mechanical,5,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_07279e2b51e4
e + O2F2+ -> O2F2,Electron-ion recombination,electron,recombination,mechanical,5,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_4db5e0682c13
e + OF2+ -> OF2,Electron-ion recombination,electron,recombination,mechanical,5,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_8113fca77d00
e + SO+ -> SO,Electron-ion recombination,electron,recombination,mechanical,5,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_b2fe201a0d72
