candidate,reaction_type,verdict,reason,id
e + SF2+ -> SF2+ + e,Electron elastic scattering,pass,reaction is stoichiometrically and electrically consistent,rxn_0263740a928f
e + SF2- -> SF2- + e,Electron elastic scattering,pass,reaction is stoichiometrically and electrically consistent,rxn_9ea01bc8be05
e + SF3 -> SF3 + e,Electron elastic scattering,pass,reaction is stoichiometrically and electrically consistent,rxn_25835887a749
e + SF3+ -> SF3+ + e,Electron elastic scattering,pass,reaction is stoichiometrically and electrically consistent,rxn_650fb0e8afe7
e + SF3- -> SF3- + e,Electron elastic scattering,pass,reaction is stoichiometrically and electrically consistent,rxn_5ef410497ee4
e + SOF3+ -> SOF3+ + e,Electron elastic scattering,pass,reaction is stoichiometrically and electrically consistent,rxn_cd169601def3
e + SOF3- -> SOF3- + e,Electron elastic scattering,pass,reaction is stoichiometrically and electrically consistent,rxn_4288a3734508
e + SOF4+ -> SOF4+ + e,Electron elastic scattering,pass,reaction is stoichiometrically and electrically consistent,rxn_de70e2382579
e + SOF4- -> SOF4- + e,Electron elastic scattering,pass,reaction is stoichiometrically and electrically consistent,rxn_e524d7e20368
e + SOF5 -> SOF5 + e,Electron elastic scattering,pass,reaction is stoichiometrically and electrically consistent,rxn_ac0b7d2bf030
e + SOF5+ -> SOF5+ + e,Electron elastic scattering,pass,reaction is stoichiometrically and electrically consistent,rxn_c811f7dabe81
e + SOF5- -> SOF5- + e,Electron elastic scattering,pass,reaction is stoichiometrically and electrically consistent,rxn_c48f50da7ca6
e + O2F -> O2F+ + 2 e,Electron-impact ionization,pass,reaction is stoichiometrically and electrically consistent,rxn_dd9d918e20b5
e + OF -> OF+ + 2 e,Electron-impact ionization,pass,reaction is stoichiometrically and electrically consistent,rxn_18f7a91fdadb
e + SF2 -> SF2+ + 2 e,Electron-impact ionization,pass,reaction is stoichiometrically and electrically consistent,rxn_0da79acf3b0b
e + SF3 -> SF3+ + 2 e,Electron-impact ionization,pass,reaction is stoichiometrically and electrically consistent,rxn_a32df399fbfe
e + SOF5 -> SOF5+ + 2 e,Electron-impact ionization,pass,reaction is stoichiometrically and electrically consistent,rxn_b26815dc493e
e + F+ -> F,Electron-ion recombination,pass,reaction is stoichiometrically and electrically consistent,rxn_d606d592dce3
e + F2+ -> F2,Electron-ion recombination,pass,reaction is stoichiometrically and electrically consistent,rxn_b864a75a4ed7
e + O2F+ -> O2F,Electron-ion recombination,pass,reaction is stoichiometrically and electrically consistent,rxn_d1ad6274b293
e + OF+ -> OF,Electron-ion recombination,pass,reaction is stoichiometrically and electrically consistent,rxn_d67f2c49d3f5
e + SF2+ -> SF2,Electron-ion recombination,pass,reaction is stoichiometrically and electrically consistent,rxn_c5e11ab870d4
e + SF3+ -> SF3,Electron-ion recombination,pass,reaction is stoichiometrically and electrically consistent,rxn_78c172d7e1d5
e + SOF3+ -> SOF3,Electron-ion recombination,pass,reaction is stoichiometrically and electrically consistent,rxn_2eb217c0556f
e + SOF4+ -> SOF4,Electron-ion recombination,pass,reaction is stoichiometrically and electrically consistent,rxn_144172f8230a
e + SOF5+ -> SOF5,Electron-ion recombination,pass,reaction is stoichiometrically and electrically consistent,rxn_b113278b22e0
e + O2F2 -> O2F2-,Electron attachment,pass,reaction is stoichiometrically and electrically consistent,rxn_a8a49069d347
e + OF2 -> OF2-,Electron attachment,pass,reaction is stoichiometrically and electrically consistent,rxn_ef4ffe49bd6b
e + S -> S-,Electron attachment,pass,reaction is stoichiometrically and electrically consistent,rxn_32f181f3b169
e + SF -> SF-,Electron attachment,pass,reaction is stoichiometrically and electrically consistent,rxn_95b75c1b3432
e + SOF3 -> SOF3-,Electron attachment,pass,reaction is stoichiometrically and electrically consistent,rxn_21c110505cbc
e + SOF4 -> SOF4-,Electron attachment,pass,reaction is stoichiometrically and electrically consistent,rxn_58f52fe1a538
e + S- -> S + 2 e,Electron-impact detachment,pass,reaction is stoichiometrically and electrically consistent,rxn_a3b408f29a64
e + SF- -> SF + 2 e,Electron-impact detachment,pass,reaction is stoichiometrically and electrically consistent,rxn_6d4d835832dd
e + SOF- -> SOF + 2 e,Electron-impact detachment,pass,reaction is stoichiometrically and electrically consistent,rxn_3ecead1f1da2
e + OF2 -> F + OF + e,Electron-impact dissociation,pass,reaction is stoichiometrically and electrically consistent,rxn_752e00b0f397
e + OF2 -> O + F2 + e,Electron-impact dissociation,pass,reaction is stoichiometrically and electrically consistent,rxn_559616e60787
e + SF -> F + S + e,Electron-impact dissociation,pass,reaction is stoichiometrically and electrically consistent,rxn_d5d036b9feb9
e + OF2 -> F- + OF,Dissociative electron attachment,pass,reaction is stoichiometrically and electrically consistent,rxn_5c821e02890e
e + OF2 -> F2- + O,Dissociative electron attachment,pass,reaction is stoichiometrically and electrically consistent,rxn_f1a7a08a935f
e + OF2 -> O- + F2,Dissociative electron attachment,pass,reaction is stoichiometrically and electrically consistent,rxn_9ca6e498693f
e + OF2 -> OF- + F,Dissociative electron attachment,pass,reaction is stoichiometrically and electrically consistent,rxn_8ff84babe076
e + SF -> F- + S,Dissociative electron attachment,pass,reaction is stoichiometrically and electrically consistent,rxn_3f451d5fcd6f
e + SF -> S- + F,Dissociative electron attachment,pass,reaction is stoichiometrically and electrically consistent,rxn_a313f0dc37d2
e + OF2 -> O+ + F2 + 2 e,Dissociative ionization,pass,reaction is stoichiometrically and electrically consistent,rxn_52f9bacad4d4
e + OF2 -> OF+ + F + 2 e,Dissociative ionization,pass,reaction is stoichiometrically and electrically consistent,rxn_95d2f7e04fcf
e + SF -> S+ + F + 2 e,Dissociative ionization,pass,reaction is stoichiometrically and electrically consistent,rxn_15af37ce02b1
e + SF+ -> F + S,Dissociative recombination,pass,reaction is stoichiometrically and electrically consistent,rxn_6623987e0185
e + O2F2 -> O2F2 + e,Electron elastic scattering,pass,reaction is stoichiometrically and electrically consistent,rxn_d23fbcac3f47
e + OF2 -> OF2 + e,Electron elastic scattering,pass,reaction is stoichiometrically and electrically consistent,rxn_3483aa5accf4
e + S -> S + e,Electron elastic scattering,pass,reaction is stoichiometrically and electrically consistent,rxn_82314957c610
e + S+ -> S+ + e,Electron elastic scattering,pass,reaction is stoichiometrically and electrically consistent,rxn_73bed5ea59b7
e + S- -> S- + e,Electron elastic scattering,pass,reaction is stoichiometrically and electrically consistent,rxn_ecc6652a86ed
e + SF -> SF + e,Electron elastic scattering,pass,reaction is stoichiometrically and electrically consistent,rxn_00b44c97c766
e + SF+ -> SF+ + e,Electron elastic scattering,pass,reaction is stoichiometrically and electrically consistent,rxn_c9f40d3af566
e + SF- -> SF- + e,Electron elastic scattering,pass,reaction is stoichiometrically and electrically consistent,rxn_69b004987395
e + SOF+ -> SOF+ + e,Electron elastic scattering,pass,reaction is stoichiometrically and electrically consistent,rxn_49d1596c8069
e + SOF- -> SOF- + e,Electron elastic scattering,pass,reaction is stoichiometrically and electrically consistent,rxn_22fae58ff10c
e + SOF3 -> SOF3 + e,Electron elastic scattering,pass,reaction is stoichiometrically and electrically consistent,rxn_d0cd43bf4724
e + SOF4 -> SOF4 + e,Electron elastic scattering,pass,reaction is stoichiometrically and electrically consistent,rxn_50b761d832d6
e + O2F2 -> O2F2+ + 2 e,Electron-impact ionization,pass,reaction is stoichiometrically and electrically consistent,rxn_3b386c3c6216
e + OF2 -> OF2+ + 2 e,Electron-impact ionization,pass,reaction is stoichiometrically and electrically consistent,rxn_bb31e44815e2
e + S -> S+ + 2 e,Electron-impact ionization,pass,reaction is stoichiometrically and electrically consistent,rxn_e25c2b5151e3
e + SF -> SF+ + 2 e,Electron-impact ionization,pass,reaction is stoichiometrically and electrically consistent,rxn_1949520122bc
e + SOF3 -> SOF3+ + 2 e,Electron-impact ionization,pass,reaction is stoichiometrically and electrically consistent,rxn_79a11710eb55
e + SOF4 -> SOF4+ + 2 e,Electron-impact ionization,pass,reaction is stoichiometrically and electrically consistent,rxn_73734419f638
e + S+ -> S,Electron-ion recombination,pass,reaction is stoichiometrically and electrically consistent,rxn_b35b302e2884
e + SF+ -> SF,Electron-ion recombination,pass,reaction is stoichiometrically and electrically consistent,rxn_90e5c3f41514
e + SOF+ -> SOF,Electron-ion recombination,pass,reaction is stoichiometrically and electrically consistent,rxn_0509c109376f
e + SO -> SO-,Electron attachment,pass,reaction is stoichiometrically and electrically consistent,rxn_febcff4c66fc
e + SOF -> SOF-,Electron attachment,pass,reaction is stoichiometrically and electrically consistent,rxn_61afbff171e0
e + O2F2- -> O2F2 + 2 e,Electron-impact detachment,pass,reaction is stoichiometrically and electrically consistent,rxn_c521b86c33e7
e + OF2- -> OF2 + 2 e,Electron-impact detachment,pass,reaction is stoichiometrically and electrically consistent,rxn_a8faf3aba717
e + SO- -> SO + 2 e,Electron-impact detachment,pass,reaction is stoichiometrically and electrically consistent,rxn_f3d3775906b4
e + SO -> O + S + e,Electron-impact dissociation,pass,reaction is stoichiometrically and electrically consistent,rxn_adcf4af49ad7
e + SO -> O- + S,Dissociative electron attachment,pass,reaction is stoichiometrically and electrically consistent,rxn_9bd74d29fdda
e + SO -> S- + O,Dissociative electron attachment,pass,reaction is stoichiometrically and electrically consistent,rxn_1032458ae0f1
e + SO -> S+ + O + 2 e,Dissociative ionization,pass,reaction is stoichiometrically and electrically consistent,rxn_fae1fad451f7
e + OF2+ -> F + OF,Dissociative recombination,pass,reaction is stoichiometrically and electrically consistent,rxn_0b0651214c20
e + OF2+ -> O + F2,Dissociative recombination,pass,reaction is stoichiometrically and electrically consistent,rxn_b7d2cd33613f
e + SO+ -> O + S,Dissociative recombination,pass,reaction is stoichiometrically and electrically consistent,rxn_27436b7cf0b8
e + O2F2+ -> O2F2+ + e,Electron elastic scattering,pass,reaction is stoichiometrically and electrically consistent,rxn_b56fdf06f327
e + O2F2- -> O2F2- + e,Electron elastic scattering,pass,reaction is stoichiometrically and electrically consistent,rxn_5158c76e3279
e + OF2+ -> OF2+ + e,Electron elastic scattering,pass,reaction is stoichiometrically and electrically consistent,rxn_96c2b4921790
e + OF2- -> OF2- + e,Electron elastic scattering,pass,reaction is stoichiometrically and electrically consistent,rxn_230834655a0e
e + SO -> SO + e,Electron elastic scattering,pass,reaction is stoichiometrically and electrically consistent,rxn_dcc1d198ce27
e + SO+ -> SO+ + e,Electron elastic scattering,pass,reaction is stoichiometrically and electrically consistent,rxn_6ebe4cfd62d5
e + SO- -> SO- + e,Electron elastic scattering,pass,reaction is stoichiometrically and electrically consistent,rxn_e5bc7120fda8
e + SOF -> SOF + e,Electron elastic scattering,pass,reaction is stoichiometrically and electrically consistent,rxn_df8dec5795cc
e + SO -> SO+ + 2 e,Electron-impact ionization,pass,reaction is stoichiometrically and electrically consistent,rxn_e7a0b1667c6b
e + SOF -> SOF+ + 2 e,Electron-impact ionization,pass,reaction is stoichiometrically and electrically consistent,rxn_07279e2b51e4
e + O2F2+ -> O2F2,Electron-ion recombination,pass,reaction is stoichiometrically and electrically consistent,rxn_4db5e0682c13
e + OF2+ -> OF2,Electron-ion recombination,pass,reaction is stoichiometrically and electrically consistent,rxn_8113fca77d00
e + SO+ -> SO,Electron-ion recombination,pass,reaction is stoichiometrically and electrically consistent,rxn_b2fe201a0d72
