bodies,reactants,products,id,family,type,depth,status,verdict
2,CF3+ + Ar_4s,CF2 + F + Ar+,cand_CF3p_Ar_4s_diss_CF2_F_Arp,ion_neutral,dissociative_charge_transfer,1,candidate,comparable
2,CF3+ + Ar_4s,CF2 + F+ + Ar,cand_CF3p_Ar_4s_diss_CF2_Fp_Ar,ion_neutral,dissociative_charge_transfer,1,candidate,comparable
2,CF3+ + Ar_4s,CF2+ + F + Ar,cand_CF3p_Ar_4s_diss_CF2p_F_Ar,ion_neutral,dissociative_charge_transfer,1,candidate,comparable
2,CF4+ + Ar_4s,CF4 + Ar+,cand_CF4p_Ar_4s_char_CF4_Arp,ion_neutral,charge_transfer,2,candidate,comparable
2,CF4+ + Ar_4s,CF2 + F2 + Ar+,cand_CF4p_Ar_4s_diss_CF2_F2_Arp,ion_neutral,dissociative_charge_transfer,2,candidate,comparable
2,CF4+ + Ar_4s,CF2 + F2+ + Ar,cand_CF4p_Ar_4s_diss_CF2_F2p_Ar,ion_neutral,dissociative_charge_transfer,2,candidate,comparable
2,CF4+ + Ar_4s,CF2+ + F2 + Ar,cand_CF4p_Ar_4s_diss_CF2p_F2_Ar,ion_neutral,dissociative_charge_transfer,2,candidate,comparable
2,CF4+ + Ar_4s,CF3 + F + Ar+,cand_CF4p_Ar_4s_diss_CF3_F_Arp,ion_neutral,dissociative_charge_transfer,2,candidate,comparable
2,CF4+ + Ar_4s,CF3 + F+ + Ar,cand_CF4p_Ar_4s_diss_CF3_Fp_Ar,ion_neutral,dissociative_charge_transfer,2,candidate,comparable
2,CF4+ + Ar_4s,CF3+ + F + Ar,cand_CF4p_Ar_4s_diss_CF3p_F_Ar,ion_neutral,dissociative_charge_transfer,2,candidate,comparable
2,F+ + Ar_4s,F + Ar+,cand_Fp_Ar_4s_char_F_Arp,ion_neutral,charge_transfer,1,candidate,comparable
2,F2+ + Ar_4s,F2 + Ar+,cand_F2p_Ar_4s_char_F2_Arp,ion_neutral,charge_transfer,2,candidate,comparable
2,F2+ + Ar_4s,F + F + Ar+,cand_F2p_Ar_4s_diss_F_F_Arp,ion_neutral,dissociative_charge_transfer,2,candidate,comparable
2,F2+ + Ar_4s,F+ + F + Ar,cand_F2p_Ar_4s_diss_Fp_F_Ar,ion_neutral,dissociative_charge_transfer,2,candidate,comparable
2,CF2+ + C,CF2 + C+,cand_CF2p_C_char_CF2_Cp,ion_neutral,charge_transfer,2,candidate,comparable
2,CF4+ + C,CF4 + C+,cand_CF4p_C_char_CF4_Cp,ion_neutral,charge_transfer,2,candidate,comparable
2,CF4+ + C,CF3+ + F + C,cand_CF4p_C_diss_CF3p_F_C,ion_neutral,dissociative_charge_transfer,2,candidate,comparable
2,F+ + C,F + C+,cand_Fp_C_char_F_Cp,ion_neutral,charge_transfer,2,candidate,fast
2,F2+ + C,F2 + C+,cand_F2p_C_char_F2_Cp,ion_neutral,charge_transfer,2,candidate,comparable
2,F2+ + C,F + F + C+,cand_F2p_C_diss_F_F_Cp,ion_neutral,dissociative_charge_transfer,2,candidate,comparable
2,C+ + F2,C+ + F + F,cand_Cp_F2_reac_Cp_F_F,ion_neutral,reactive_scattering,2,candidate,comparable
2,C+ + F2*,C+ + F + F,cand_Cp_F2*_reac_Cp_F_F,ion_neutral,reactive_scattering,2,candidate,comparable
2,C+ + F2_v,C+ + F + F,cand_Cp_F2_v_reac_Cp_F_F,ion_neutral,reactive_scattering,2,candidate,comparable
2,CF2+ + CF4,CF3+ + CF3,cand_CF2p_CF4_diss_CF3p_CF3,ion_neutral,dissociative_charge_transfer,1,candidate,comparable
2,CF2+ + CF4*,CF3+ + CF3,cand_CF2p_CF4*_diss_CF3p_CF3,ion_neutral,dissociative_charge_transfer,1,candidate,comparable
2,CF2+ + CF4_v,CF3+ + CF3,cand_CF2p_CF4_v_diss_CF3p_CF3,ion_neutral,dissociative_charge_transfer,1,candidate,comparable
2,CF2+ + C_1D,CF2 + C+,cand_CF2p_C_1D_char_CF2_Cp,ion_neutral,charge_transfer,2,candidate,comparable
2,CF2+ + C_1S,CF2 + C+,cand_CF2p_C_1S_char_CF2_Cp,ion_neutral,charge_transfer,2,candidate,comparable
2,CF2+ + F2,CF2+ + F + F,cand_CF2p_F2_reac_CF2p_F_F,ion_neutral,reactive_scattering,1,candidate,comparable
2,CF2+ + F2*,CF2+ + F + F,cand_CF2p_F2*_reac_CF2p_F_F,ion_neutral,reactive_scattering,2,candidate,comparable
2,CF2+ + F2_v,CF2+ + F + F,cand_CF2p_F2_v_reac_CF2p_F_F,ion_neutral,reactive_scattering,2,candidate,comparable
2,CF3+ + C_1D,CF3 + C+,cand_CF3p_C_1D_char_CF3_Cp,ion_neutral,charge_transfer,2,candidate,comparable
2,CF3+ + C_1S,CF3 + C+,cand_CF3p_C_1S_char_CF3_Cp,ion_neutral,charge_transfer,2,candidate,comparable
2,CF3+ + F2,CF3+ + F + F,cand_CF3p_F2_reac_CF3p_F_F,ion_neutral,reactive_scattering,1,candidate,comparable
2,CF3+ + F2*,CF3+ + F + F,cand_CF3p_F2*_reac_CF3p_F_F,ion_neutral,reactive_scattering,2,candidate,comparable
2,CF3+ + F2_v,CF3+ + F + F,cand_CF3p_F2_v_reac_CF3p_F_F,ion_neutral,reactive_scattering,2,candidate,comparable
2,CF4+ + CF4,CF3+ + F + CF4,cand_CF4p_CF4_diss_CF3p_F_CF4,ion_neutral,dissociative_charge_transfer,2,candidate,comparable
2,F+ + CF4,F + CF4+,cand_Fp_CF4_char_F_CF4p,ion_neutral,charge_transfer,1,candidate,comparable
2,F+ + CF4,F + CF2+ + F2,cand_Fp_CF4_diss_F_CF2p_F2,ion_neutral,dissociative_charge_transfer,1,candidate,comparable
2,F+ + CF4,F + CF3+ + F,cand_Fp_CF4_diss_F_CF3p_F,ion_neutral,dissociative_charge_transfer,1,candidate,comparable
2,F2+ + CF4,F2 + CF4+,cand_F2p_CF4_char_F2_CF4p,ion_neutral,charge_transfer,2,candidate,comparable
2,F2+ + CF4,F2 + CF3+ + F,cand_F2p_CF4_diss_F2_CF3p_F,ion_neutral,dissociative_charge_transfer,2,candidate,comparable
2,F2+ + CF4,F + F + CF4+,cand_F2p_CF4_diss_F_F_CF4p,ion_neutral,dissociative_charge_transfer,2,candidate,comparable
2,CF4+ + CF4*,CF3+ + F + CF4,cand_CF4p_CF4*_diss_CF3p_F_CF4,ion_neutral,dissociative_charge_transfer,2,candidate,comparable
2,F+ + CF4*,F + CF4+,cand_Fp_CF4*_char_F_CF4p,ion_neutral,charge_transfer,1,candidate,comparable
2,F+ + CF4*,F + CF2+ + F2,cand_Fp_CF4*_diss_F_CF2p_F2,ion_neutral,dissociative_charge_transfer,1,candidate,comparable
2,F+ + CF4*,F + CF3+ + F,cand_Fp_CF4*_diss_F_CF3p_F,ion_neutral,dissociative_charge_transfer,1,candidate,comparable
2,F2+ + CF4*,F2 + CF4+,cand_F2p_CF4*_char_F2_CF4p,ion_neutral,charge_transfer,2,candidate,comparable
2,F2+ + CF4*,F2 + CF3+ + F,cand_F2p_CF4*_diss_F2_CF3p_F,ion_neutral,dissociative_charge_transfer,2,candidate,comparable
2,F2+ + CF4*,F + F + CF4+,cand_F2p_CF4*_diss_F_F_CF4p,ion_neutral,dissociative_charge_transfer,2,candidate,comparable
2,CF4+ + CF4_v,CF3+ + F + CF4,cand_CF4p_CF4_v_diss_CF3p_F_CF4,ion_neutral,dissociative_charge_transfer,2,candidate,comparable
2,CF4+ + C_1D,CF4 + C+,cand_CF4p_C_1D_char_CF4_Cp,ion_neutral,charge_transfer,2,candidate,comparable
2,CF4+ + C_1D,CF3 + F + C+,cand_CF4p_C_1D_diss_CF3_F_Cp,ion_neutral,dissociative_charge_transfer,2,candidate,comparable
2,CF4+ + C_1D,CF3+ + F + C,cand_CF4p_C_1D_diss_CF3p_F_C,ion_neutral,dissociative_charge_transfer,2,candidate,comparable
2,CF4+ + C_1S,CF4 + C+,cand_CF4p_C_1S_char_CF4_Cp,ion_neutral,charge_transfer,2,candidate,comparable
2,CF4+ + C_1S,CF2 + F2 + C+,cand_CF4p_C_1S_diss_CF2_F2_Cp,ion_neutral,dissociative_charge_transfer,2,candidate,comparable
2,CF4+ + C_1S,CF2+ + F2 + C,cand_CF4p_C_1S_diss_CF2p_F2_C,ion_neutral,dissociative_charge_transfer,2,candidate,comparable
2,CF4+ + C_1S,CF3 + F + C+,cand_CF4p_C_1S_diss_CF3_F_Cp,ion_neutral,dissociative_charge_transfer,2,candidate,comparable
2,CF4+ + C_1S,CF3+ + F + C,cand_CF4p_C_1S_diss_CF3p_F_C,ion_neutral,dissociative_charge_transfer,2,candidate,comparable
2,CF4+ + F,CF3+ + F + F,cand_CF4p_F_diss_CF3p_F_F,ion_neutral,dissociative_charge_transfer,2,candidate,comparable
2,CF4+ + F*,CF3+ + F + F,cand_CF4p_F*_diss_CF3p_F_F,ion_neutral,dissociative_charge_transfer,2,candidate,comparable
2,CF4+ + F2,CF4 + F2+,cand_CF4p_F2_char_CF4_F2p,ion_neutral,charge_transfer,2,candidate,comparable
2,CF4+ + F2,CF3+ + F + F2,cand_CF4p_F2_diss_CF3p_F_F2,ion_neutral,dissociative_charge_transfer,2,candidate,comparable
2,CF4+ + F2,CF4+ + F + F,cand_CF4p_F2_reac_CF4p_F_F,ion_neutral,reactive_scattering,2,candidate,comparable
2,CF4+ + F2*,CF4 + F2+,cand_CF4p_F2*_char_CF4_F2p,ion_neutral,charge_transfer,2,candidate,comparable
2,CF4+ + F2*,CF3+ + F + F2,cand_CF4p_F2*_diss_CF3p_F_F2,ion_neutral,dissociative_charge_transfer,2,candidate,comparable
2,CF4+ + F2*,CF4+ + F + F,cand_CF4p_F2*_reac_CF4p_F_F,ion_neutral,reactive_scattering,2,candidate,comparable
2,CF4+ + F2_v,CF4 + F2+,cand_CF4p_F2_v_char_CF4_F2p,ion_neutral,charge_transfer,2,candidate,comparable
2,CF4+ + F2_v,CF3+ + F + F2,cand_CF4p_F2_v_diss_CF3p_F_F2,ion_neutral,dissociative_charge_transfer,2,candidate,comparable
2,CF4+ + F2_v,CF4+ + F + F,cand_CF4p_F2_v_reac_CF4p_F_F,ion_neutral,reactive_scattering,2,candidate,comparable
2,F+ + CF4_v,F + CF4+,cand_Fp_CF4_v_char_F_CF4p,ion_neutral,charge_transfer,1,candidate,comparable
2,F+ + CF4_v,F + CF2+ + F2,cand_Fp_CF4_v_diss_F_CF2p_F2,ion_neutral,dissociative_charge_transfer,1,candidate,comparable
2,F+ + CF4_v,F + CF3+ + F,cand_Fp_CF4_v_diss_F_CF3p_F,ion_neutral,dissociative_charge_transfer,1,candidate,comparable
2,F2+ + CF4_v,F2 + CF4+,cand_F2p_CF4_v_char_F2_CF4p,ion_neutral,charge_transfer,2,candidate,comparable
2,F2+ + CF4_v,F2 + CF3+ + F,cand_F2p_CF4_v_diss_F2_CF3p_F,ion_neutral,dissociative_charge_transfer,2,candidate,comparable
2,F2+ + CF4_v,F + F + CF4+,cand_F2p_CF4_v_diss_F_F_CF4p,ion_neutral,dissociative_charge_transfer,2,candidate,comparable
2,F+ + C_1D,F + C+,cand_Fp_C_1D_char_F_Cp,ion_neutral,charge_transfer,2,candidate,fast
2,F2+ + C_1D,F2 + C+,cand_F2p_C_1D_char_F2_Cp,ion_neutral,charge_transfer,2,candidate,comparable
2,F2+ + C_1D,F + F + C+,cand_F2p_C_1D_diss_F_F_Cp,ion_neutral,dissociative_charge_transfer,2,candidate,comparable
2,F+ + C_1S,F + C+,cand_Fp_C_1S_char_F_Cp,ion_neutral,charge_transfer,2,candidate,fast
2,F2+ + C_1S,F2 + C+,cand_F2p_C_1S_char_F2_Cp,ion_neutral,charge_transfer,2,candidate,comparable
2,F2+ + C_1S,F + F + C+,cand_F2p_C_1S_diss_F_F_Cp,ion_neutral,dissociative_charge_transfer,2,candidate,comparable
2,F2+ + C_1S,F+ + F + C,cand_F2p_C_1S_diss_Fp_F_C,ion_neutral,dissociative_charge_transfer,2,candidate,comparable
2,F2+ + F,F2 + F+,cand_F2p_F_char_F2_Fp,ion_neutral,charge_transfer,2,candidate,comparable
2,F2+ + F*,F2 + F+,cand_F2p_F*_char_F2_Fp,ion_neutral,charge_transfer,2,candidate,comparable
2,F+ + F2,F + F2+,cand_Fp_F2_char_F_F2p,ion_neutral,charge_transfer,1,candidate,comparable
2,F+ + F2,F+ + F + F,cand_Fp_F2_reac_Fp_F_F,ion_neutral,reactive_scattering,1,candidate,comparable
2,F+ + F2*,F + F2+,cand_Fp_F2*_char_F_F2p,ion_neutral,charge_transfer,2,candidate,comparable
2,F+ + F2*,F+ + F + F,cand_Fp_F2*_reac_Fp_F_F,ion_neutral,reactive_scattering,2,candidate,comparable
2,F+ + F2_v,F + F2+,cand_Fp_F2_v_char_F_F2p,ion_neutral,charge_transfer,2,candidate,comparable
2,F+ + F2_v,F+ + F + F,cand_Fp_F2_v_reac_Fp_F_F,ion_neutral,reactive_scattering,2,candidate,comparable
2,F2+ + F2,F + F + F2+,cand_F2p_F2_reac_F_F_F2p,ion_neutral,reactive_scattering,2,candidate,comparable
2,F2+ + F2*,F + F + F2+,cand_F2p_F2*_reac_F_F_F2p,ion_neutral,reactive_scattering,2,candidate,comparable
2,F2+ + F2_v,F + F + F2+,cand_F2p_F2_v_reac_F_F_F2p,ion_neutral,reactive_scattering,2,candidate,comparable
