id,equation,family,type,depth,consume,threshold_eV,electron_energy_cost_eV,rate_value,rate_unit,rate_basis,reverse_rate,frequency_upper_bound_s-1,relevance,delta_g_eV,status,source
cand_e_CF3_to_e_CF_F2,e + CF3 -> e + CF + F2,electron,dissociation,1,cross_section,,-7.498265,,,,,,unknown,,candidate,conservation allows this channel; no source has been consulted
cand_e_CF3_to_e_e_CFp_F2,e + CF3 -> e + e + CF+ + F2,electron,dissociative_ionization,1,cross_section,,,,,,,,unknown,,candidate,conservation allows this channel; no source has been consulted
cand_e_CF4*_to_e_CF4*,e + CF4* -> e + CF4*,electron,elastic,1,cross_section,0.0,,,,,,,unknown,,candidate,conservation allows this channel; no source has been consulted
cand_e_CF4*_to_e_e_CF4p,e + CF4* -> e + e + CF4+,electron,ionization,1,cross_section,,,,,,,,unknown,,candidate,conservation allows this channel; no source has been consulted
cand_e_CF4*_to_e_CF3_F,e + CF4* -> e + CF3 + F,electron,dissociation,1,cross_section,,,,,,,,unknown,,candidate,conservation allows this channel; no source has been consulted
cand_e_CF4*_to_e_e_CF3p_F,e + CF4* -> e + e + CF3+ + F,electron,dissociative_ionization,1,cross_section,,,,,,,,unknown,,candidate,conservation allows this channel; no source has been consulted
cand_e_CF4*_to_e_CF2_F2,e + CF4* -> e + CF2 + F2,electron,dissociation,1,cross_section,,,,,,,,unknown,,candidate,conservation allows this channel; no source has been consulted
cand_e_CF4*_to_e_e_CF2p_F2,e + CF4* -> e + e + CF2+ + F2,electron,dissociative_ionization,1,cross_section,,,,,,,,unknown,,candidate,conservation allows this channel; no source has been consulted
cand_e_CF4_v_to_e_CF4_v,e + CF4_v -> e + CF4_v,electron,elastic,1,cross_section,0.0,,,,,,,unknown,,candidate,conservation allows this channel; no source has been consulted
cand_e_CF4_v_to_e_e_CF4p,e + CF4_v -> e + e + CF4+,electron,ionization,1,cross_section,,,,,,,,unknown,,candidate,conservation allows this channel; no source has been consulted
cand_e_CF4_v_to_e_CF3_F,e + CF4_v -> e + CF3 + F,electron,dissociation,1,cross_section,,,,,,,,unknown,,candidate,conservation allows this channel; no source has been consulted
cand_e_CF4_v_to_e_e_CF3p_F,e + CF4_v -> e + e + CF3+ + F,electron,dissociative_ionization,1,cross_section,,,,,,,,unknown,,candidate,conservation allows this channel; no source has been consulted
cand_e_CF4_v_to_e_CF2_F2,e + CF4_v -> e + CF2 + F2,electron,dissociation,1,cross_section,,,,,,,,unknown,,candidate,conservation allows this channel; no source has been consulted
cand_e_CF4_v_to_e_e_CF2p_F2,e + CF4_v -> e + e + CF2+ + F2,electron,dissociative_ionization,1,cross_section,,,,,,,,unknown,,candidate,conservation allows this channel; no source has been consulted
cand_e_F_to_e_F*,e + F -> e + F*,electron,excitation,1,cross_section,,,,,,,,unknown,,candidate,conservation allows this channel; no source has been consulted
cand_e_F*_to_e_F,e + F* -> e + F,electron,deexcitation,1,cross_section,0.0,0.0,,,,,,unknown,,candidate,conservation allows this channel; no source has been consulted
cand_e_F2_to_e_F2,e + F2 -> e + F2,electron,elastic,1,cross_section,0.0,,,,,,,unknown,,candidate,conservation allows this channel; no source has been consulted
cand_e_F2_to_e_F2_v,e + F2 -> e + F2_v,electron,excitation,1,cross_section,,,,,,,,unknown,,candidate,conservation allows this channel; no source has been consulted
cand_e_F2_v_to_e_F2,e + F2_v -> e + F2,electron,deexcitation,1,cross_section,0.0,0.0,,,,,,unknown,,candidate,conservation allows this channel; no source has been consulted
cand_e_F2_to_e_F2*,e + F2 -> e + F2*,electron,excitation,1,cross_section,,,,,,,,unknown,,candidate,conservation allows this channel; no source has been consulted
cand_e_F2*_to_e_F2,e + F2* -> e + F2,electron,deexcitation,1,cross_section,0.0,0.0,,,,,,unknown,,candidate,conservation allows this channel; no source has been consulted
cand_e_F2_to_e_e_Fp_F,e + F2 -> e + e + F+ + F,electron,dissociative_ionization,1,cross_section,,-19.068189725314177,,,,,,unknown,,candidate,conservation allows this channel; no source has been consulted
cand_CF2_diss_C_1D,e + CF2 -> e + F2 + C_1D,electron,dissociation,1,cross_section,,-10.579890077439913,,,,,,unknown,,candidate,"bond energy 9.32 eV plus the 1.26 eV level; the thermodynamic limit, below any measured onset"
cand_CF2_diss_C_1S,e + CF2 -> e + F2 + C_1S,electron,dissociation,1,cross_section,,-12.000176077439912,,,,,,unknown,,candidate,"bond energy 9.32 eV plus the 2.68 eV level; the thermodynamic limit, below any measured onset"
cand_CF4_v_Ar_vt,CF4_v + Ar -> CF4 + Ar,neutral_neutral,vibrational_relaxation,1,rate_coefficient,0.0,,,,,,,unknown,,candidate,a heavy collision de-excites the manifold; the rate depends strongly on which partner it is
cand_CF4_v_Ar_4s_vt,CF4_v + Ar_4s -> CF4 + Ar_4s,neutral_neutral,vibrational_relaxation,1,rate_coefficient,0.0,,,,,,,unknown,,candidate,a heavy collision de-excites the manifold; the rate depends strongly on which partner it is
cand_CF4_v_CF2_vt,CF4_v + CF2 -> CF4 + CF2,neutral_neutral,vibrational_relaxation,1,rate_coefficient,0.0,,,,,,,unknown,,candidate,a heavy collision de-excites the manifold; the rate depends strongly on which partner it is
cand_CF4_v_CF3_vt,CF4_v + CF3 -> CF4 + CF3,neutral_neutral,vibrational_relaxation,1,rate_coefficient,0.0,,,,,,,unknown,,candidate,a heavy collision de-excites the manifold; the rate depends strongly on which partner it is
cand_CF4_v_CF4_vt,CF4_v + CF4 -> CF4 + CF4,neutral_neutral,vibrational_relaxation,1,rate_coefficient,0.0,,,,,,,unknown,,candidate,a heavy collision de-excites the manifold; the rate depends strongly on which partner it is
cand_CF4_v_CF4*_vt,CF4_v + CF4* -> CF4 + CF4*,neutral_neutral,vibrational_relaxation,1,rate_coefficient,0.0,,,,,,,unknown,,candidate,a heavy collision de-excites the manifold; the rate depends strongly on which partner it is
cand_CF4_v_F_vt,CF4_v + F -> CF4 + F,neutral_neutral,vibrational_relaxation,1,rate_coefficient,0.0,,,,,,,unknown,,candidate,a heavy collision de-excites the manifold; the rate depends strongly on which partner it is
cand_CF4_v_F2_vt,CF4_v + F2 -> CF4 + F2,neutral_neutral,vibrational_relaxation,1,rate_coefficient,0.0,,,,,,,unknown,,candidate,a heavy collision de-excites the manifold; the rate depends strongly on which partner it is
cand_Arp_CF2_char_Ar_CF2p,Ar+ + CF2 -> Ar + CF2+,ion_neutral,charge_transfer,1,rate_coefficient,0.0,,,,,,,unknown,,candidate,"delta H = -4.40 eV from formation enthalpies, with ion enthalpies built from the ionization energy"
cand_Arp_CF3_char_Ar_CF3p,Ar+ + CF3 -> Ar + CF3+,ion_neutral,charge_transfer,1,rate_coefficient,0.0,,,,,,,unknown,,candidate,"delta H = -6.71 eV from formation enthalpies, with ion enthalpies built from the ionization energy"
cand_Arp_CF3_diss_Ar_CF2p_F,Ar+ + CF3 -> Ar + CF2+ + F,ion_neutral,dissociative_charge_transfer,1,rate_coefficient,0.0,,,,,,,unknown,,candidate,"delta H = -0.61 eV from formation enthalpies, with ion enthalpies built from the ionization energy"
cand_Arp_CF4_char_Ar_CF4p,Ar+ + CF4 -> Ar + CF4+,ion_neutral,charge_transfer,1,rate_coefficient,0.0,,7.508373610915166e-16,m3/s,langevin_estimate,,419525.4498732314,comparable,,candidate,"delta H = -1.06 eV from formation enthalpies, with ion enthalpies built from the ionization energy"
cand_Arp_CF4_diss_Ar_CF3p_F,Ar+ + CF4 -> Ar + CF3+ + F,ion_neutral,dissociative_charge_transfer,1,rate_coefficient,0.0,,7.508373610915166e-16,m3/s,langevin_estimate,,419525.4498732314,comparable,,candidate,"delta H = -1.07 eV from formation enthalpies, with ion enthalpies built from the ionization energy"
cand_Arp_CF4*_char_Ar_CF4p,Ar+ + CF4* -> Ar + CF4+,ion_neutral,charge_transfer,1,rate_coefficient,0.0,,,,,,,unknown,,candidate,"delta H = -1.06 eV from formation enthalpies, with ion enthalpies built from the ionization energy"
cand_Arp_CF4*_diss_Ar_CF3p_F,Ar+ + CF4* -> Ar + CF3+ + F,ion_neutral,dissociative_charge_transfer,1,rate_coefficient,0.0,,,,,,,unknown,,candidate,"delta H = -1.07 eV from formation enthalpies, with ion enthalpies built from the ionization energy"
cand_Arp_CF4_v_char_Ar_CF4p,Ar+ + CF4_v -> Ar + CF4+,ion_neutral,charge_transfer,1,rate_coefficient,0.0,,,,,,,unknown,,candidate,"delta H = -1.06 eV from formation enthalpies, with ion enthalpies built from the ionization energy"
cand_Arp_CF4_v_diss_Ar_CF3p_F,Ar+ + CF4_v -> Ar + CF3+ + F,ion_neutral,dissociative_charge_transfer,1,rate_coefficient,0.0,,,,,,,unknown,,candidate,"delta H = -1.07 eV from formation enthalpies, with ion enthalpies built from the ionization energy"
cand_Arp_F_char_Ar_Fp,Ar+ + F -> Ar + F+,ion_neutral,charge_transfer,1,rate_coefficient,1.6632100000000012,,4.871223276821828e-16,m3/s,langevin_estimate,,272176.4049768092,comparable,,candidate,"delta H = +1.66 eV from formation enthalpies, with ion enthalpies built from the ionization energy"
cand_Arp_F2_char_Ar_F2p,Ar+ + F2 -> Ar + F2+,ion_neutral,charge_transfer,1,rate_coefficient,0.0,,,,,,,unknown,,candidate,"delta H = -0.07 eV from formation enthalpies, with ion enthalpies built from the ionization energy"
cand_Arp_F2_reac_Arp_F_F,Ar+ + F2 -> Ar+ + F + F,ion_neutral,reactive_scattering,1,rate_coefficient,1.6453100000000003,,,,,,,unknown,,candidate,"delta H = +1.65 eV from formation enthalpies, with ion enthalpies built from the ionization energy"
cand_CF2p_Ar_4s_char_CF2_Arp,CF2+ + Ar_4s -> CF2 + Ar+,ion_neutral,charge_transfer,1,rate_coefficient,0.0,,,,,,,unknown,,candidate,"delta H = -7.20 eV from formation enthalpies, with ion enthalpies built from the ionization energy"
cand_CF2p_Ar_4s_diss_CF_Fp_Ar,CF2+ + Ar_4s -> CF + F+ + Ar,ion_neutral,dissociative_charge_transfer,1,rate_coefficient,0.0,,,,,,,unknown,,candidate,"delta H = -0.18 eV from formation enthalpies, with ion enthalpies built from the ionization energy"
cand_CF2p_Ar_4s_diss_CF_F_Arp,CF2+ + Ar_4s -> CF + F + Ar+,ion_neutral,dissociative_charge_transfer,1,rate_coefficient,0.0,,,,,,,unknown,,candidate,"delta H = -1.85 eV from formation enthalpies, with ion enthalpies built from the ionization energy"
cand_CF2p_Ar_4s_diss_Cp_F2_Ar,CF2+ + Ar_4s -> C+ + F2 + Ar,ion_neutral,dissociative_charge_transfer,1,rate_coefficient,0.0,,,,,,,unknown,,candidate,"delta H = -2.39 eV from formation enthalpies, with ion enthalpies built from the ionization energy"
cand_CF2p_CF2_diss_CF3p_CF,CF2+ + CF2 -> CF3+ + CF,ion_neutral,dissociative_charge_transfer,1,rate_coefficient,0.0,,,,,,,unknown,,candidate,"delta H = -0.75 eV from formation enthalpies, with ion enthalpies built from the ionization energy"
cand_CF2p_CF3_char_CF2_CF3p,CF2+ + CF3 -> CF2 + CF3+,ion_neutral,charge_transfer,1,rate_coefficient,0.0,,,,,,,unknown,,candidate,"delta H = -2.31 eV from formation enthalpies, with ion enthalpies built from the ionization energy"
cand_CF2p_CF4_diss_CF3p_CF3,CF2+ + CF4 -> CF3+ + CF3,ion_neutral,dissociative_charge_transfer,1,rate_coefficient,0.0,,6.969623976752971e-16,m3/s,langevin_estimate,,389423.16749448,comparable,,candidate,"delta H = -0.46 eV from formation enthalpies, with ion enthalpies built from the ionization energy"
cand_CF2p_CF4*_diss_CF3p_CF3,CF2+ + CF4* -> CF3+ + CF3,ion_neutral,dissociative_charge_transfer,1,rate_coefficient,0.0,,,,,,,unknown,,candidate,"delta H = -0.46 eV from formation enthalpies, with ion enthalpies built from the ionization energy"
cand_CF2p_CF4_v_diss_CF3p_CF3,CF2+ + CF4_v -> CF3+ + CF3,ion_neutral,dissociative_charge_transfer,1,rate_coefficient,0.0,,,,,,,unknown,,candidate,"delta H = -0.46 eV from formation enthalpies, with ion enthalpies built from the ionization energy"
cand_CF2p_F2_reac_CF2p_F_F,CF2+ + F2 -> CF2+ + F + F,ion_neutral,reactive_scattering,1,rate_coefficient,1.645308,,,,,,,unknown,,candidate,"delta H = +1.65 eV from formation enthalpies, with ion enthalpies built from the ionization energy"
cand_CF3p_Ar_4s_char_CF3_Arp,CF3+ + Ar_4s -> CF3 + Ar+,ion_neutral,charge_transfer,1,rate_coefficient,0.0,,,,,,,unknown,,candidate,"delta H = -4.87 eV from formation enthalpies, with ion enthalpies built from the ionization energy"
cand_CF3p_Ar_4s_diss_CF2p_F_Ar,CF3+ + Ar_4s -> CF2+ + F + Ar,ion_neutral,dissociative_charge_transfer,1,rate_coefficient,0.0,,,,,,,unknown,,candidate,"delta H = -5.48 eV from formation enthalpies, with ion enthalpies built from the ionization energy"
cand_CF3p_Ar_4s_diss_CF2_Fp_Ar,CF3+ + Ar_4s -> CF2 + F+ + Ar,ion_neutral,dissociative_charge_transfer,1,rate_coefficient,0.5832856565075684,,,,,,,unknown,,candidate,"delta H = +0.58 eV from formation enthalpies, with ion enthalpies built from the ionization energy"
cand_CF3p_Ar_4s_diss_CF2_F_Arp,CF3+ + Ar_4s -> CF2 + F + Ar+,ion_neutral,dissociative_charge_transfer,1,rate_coefficient,0.0,,,,,,,unknown,,candidate,"delta H = -1.08 eV from formation enthalpies, with ion enthalpies built from the ionization energy"
cand_CF3p_CF3_diss_CF4_CF2p,CF3+ + CF3 -> CF4 + CF2+,ion_neutral,dissociative_charge_transfer,1,rate_coefficient,0.47845665650756874,,,,,,,unknown,,candidate,"delta H = +0.48 eV from formation enthalpies, with ion enthalpies built from the ionization energy"
cand_CF3p_F2_reac_CF3p_F_F,CF3+ + F2 -> CF3+ + F + F,ion_neutral,reactive_scattering,1,rate_coefficient,1.6669697339474814,,,,,,,unknown,,candidate,"delta H = +1.67 eV from formation enthalpies, with ion enthalpies built from the ionization energy"
cand_Fp_Ar_char_F_Arp,F+ + Ar -> F + Ar+,ion_neutral,charge_transfer,1,rate_coefficient,0.0,,8.361443266922488e-16,m3/s,langevin_estimate,,467190.1572726349,comparable,,candidate,"delta H = -1.66 eV from formation enthalpies, with ion enthalpies built from the ionization energy"
cand_Fp_Ar_4s_char_F_Arp,F+ + Ar_4s -> F + Ar+,ion_neutral,charge_transfer,1,rate_coefficient,0.0,,,,,,,unknown,,candidate,"delta H = -13.26 eV from formation enthalpies, with ion enthalpies built from the ionization energy"
cand_Fp_CF2_char_F_CF2p,F+ + CF2 -> F + CF2+,ion_neutral,charge_transfer,1,rate_coefficient,0.0,,,,,,,unknown,,candidate,"delta H = -6.06 eV from formation enthalpies, with ion enthalpies built from the ionization energy"
cand_Fp_CF3_char_F_CF3p,F+ + CF3 -> F + CF3+,ion_neutral,charge_transfer,1,rate_coefficient,0.0,,,,,,,unknown,,candidate,"delta H = -8.37 eV from formation enthalpies, with ion enthalpies built from the ionization energy"
cand_Fp_CF3_diss_F_CF2p_F,F+ + CF3 -> F + CF2+ + F,ion_neutral,dissociative_charge_transfer,1,rate_coefficient,0.0,,,,,,,unknown,,candidate,"delta H = -2.27 eV from formation enthalpies, with ion enthalpies built from the ionization energy"
cand_Fp_CF4_char_F_CF4p,F+ + CF4 -> F + CF4+,ion_neutral,charge_transfer,1,rate_coefficient,0.0,,9.956604864015412e-16,m3/s,langevin_estimate,,556318.7650536939,fast,,candidate,"delta H = -2.72 eV from formation enthalpies, with ion enthalpies built from the ionization energy"
cand_Fp_CF4_diss_F_CF3p_F,F+ + CF4 -> F + CF3+ + F,ion_neutral,dissociative_charge_transfer,1,rate_coefficient,0.0,,9.956604864015412e-16,m3/s,langevin_estimate,,556318.7650536939,fast,,candidate,"delta H = -2.73 eV from formation enthalpies, with ion enthalpies built from the ionization energy"
cand_Fp_CF4_diss_F_CF2p_F2,F+ + CF4 -> F + CF2+ + F2,ion_neutral,dissociative_charge_transfer,1,rate_coefficient,1.726623197245912,,9.956604864015412e-16,m3/s,langevin_estimate,,556318.7650536939,fast,,candidate,"delta H = +1.73 eV from formation enthalpies, with ion enthalpies built from the ionization energy"
cand_Fp_CF4*_char_F_CF4p,F+ + CF4* -> F + CF4+,ion_neutral,charge_transfer,1,rate_coefficient,0.0,,,,,,,unknown,,candidate,"delta H = -2.72 eV from formation enthalpies, with ion enthalpies built from the ionization energy"
cand_Fp_CF4*_diss_F_CF3p_F,F+ + CF4* -> F + CF3+ + F,ion_neutral,dissociative_charge_transfer,1,rate_coefficient,0.0,,,,,,,unknown,,candidate,"delta H = -2.73 eV from formation enthalpies, with ion enthalpies built from the ionization energy"
cand_Fp_CF4*_diss_F_CF2p_F2,F+ + CF4* -> F + CF2+ + F2,ion_neutral,dissociative_charge_transfer,1,rate_coefficient,1.726623197245912,,,,,,,unknown,,candidate,"delta H = +1.73 eV from formation enthalpies, with ion enthalpies built from the ionization energy"
cand_Fp_CF4_v_char_F_CF4p,F+ + CF4_v -> F + CF4+,ion_neutral,charge_transfer,1,rate_coefficient,0.0,,,,,,,unknown,,candidate,"delta H = -2.72 eV from formation enthalpies, with ion enthalpies built from the ionization energy"
cand_Fp_CF4_v_diss_F_CF3p_F,F+ + CF4_v -> F + CF3+ + F,ion_neutral,dissociative_charge_transfer,1,rate_coefficient,0.0,,,,,,,unknown,,candidate,"delta H = -2.73 eV from formation enthalpies, with ion enthalpies built from the ionization energy"
cand_Fp_CF4_v_diss_F_CF2p_F2,F+ + CF4_v -> F + CF2+ + F2,ion_neutral,dissociative_charge_transfer,1,rate_coefficient,1.726623197245912,,,,,,,unknown,,candidate,"delta H = +1.73 eV from formation enthalpies, with ion enthalpies built from the ionization energy"
cand_Fp_F2_char_F_F2p,F+ + F2 -> F + F2+,ion_neutral,charge_transfer,1,rate_coefficient,0.0,,,,,,,unknown,,candidate,"delta H = -1.73 eV from formation enthalpies, with ion enthalpies built from the ionization energy"
cand_Fp_F2_reac_Fp_F_F,F+ + F2 -> F+ + F + F,ion_neutral,reactive_scattering,1,rate_coefficient,1.6452462746858245,,,,,,,unknown,,candidate,"delta H = +1.65 eV from formation enthalpies, with ion enthalpies built from the ionization energy"
cand_Ar_4s_CF3_penning,Ar_4s + CF3 -> Ar + CF3+ + e,neutral_neutral,penning_ionization,1,rate_coefficient,,,,,,,,unknown,,candidate,"the metastable carries 11.60 eV, more than the 9.05 eV needed"
e_C_excitation_C_1D,e + C -> e + C_1D,electron,excitation,2,cross_section,1.263728,1.263728,,,,,,unknown,,literature_supported,"NIST Atomic Spectra Database, energy levels (energy1.pl)"
e_C_excitation_C_1S,e + C -> e + C_1S,electron,excitation,2,cross_section,2.684014,2.684014,,,,,,unknown,,literature_supported,"NIST Atomic Spectra Database, energy levels (energy1.pl)"
e_CF_dissociation_C_F,e + CF -> e + C + F,electron,dissociation,2,cross_section,5.6,5.6,,,,,,unknown,,literature_supported,"J. Son et al., Plasma Chemistry and Plasma Processing 34, 239-257 (2014), Table 1."
e_C_1D_elastic,e + C_1D -> e + C_1D,electron,elastic,2,cross_section,0.0,,,,,,,unknown,,literature_supported,"NIST Atomic Spectra Database, energy levels (energy1.pl)"
e_C_1D_superelastic,e + C_1D -> e + C,electron,deexcitation,2,cross_section,0.0,0.0,,,,,,unknown,,literature_supported,"NIST Atomic Spectra Database, energy levels (energy1.pl)"
e_C_1S_elastic,e + C_1S -> e + C_1S,electron,elastic,2,cross_section,0.0,,,,,,,unknown,,literature_supported,"NIST Atomic Spectra Database, energy levels (energy1.pl)"
e_C_1S_superelastic,e + C_1S -> e + C,electron,deexcitation,2,cross_section,0.0,0.0,,,,,,unknown,,literature_supported,"NIST Atomic Spectra Database, energy levels (energy1.pl)"
F2_CF_to_CF2_F,F2 + CF -> CF2 + F,neutral_neutral,reactive_scattering,2,rate_coefficient,,,3.98e-18,m3/s,dataset,,2223.798890438999,comparable,,literature_supported,"J. Son et al., Plasma Chemistry and Plasma Processing 34, 239-257 (2014), Table 1."
